ダウンロードした時刻：2019/10/10 15:43:35

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,15.9,20.3,13.3
1990/12/2,11.4,14.1,8.6
1990/12/3,7.4,10.2,6.2
1990/12/4,7.7,10.6,6.0
1990/12/5,8.1,11.0,5.0
1990/12/6,9.4,14.7,6.1
1990/12/7,11.2,16.3,5.2
1990/12/8,12.6,16.1,9.0
1990/12/9,11.6,18.1,7.6
1990/12/10,11.3,13.0,9.4
1990/12/11,11.0,14.4,7.9
1990/12/12,8.0,10.7,4.8
1990/12/13,6.4,9.4,3.3
1990/12/14,7.9,13.6,1.9
1990/12/15,5.2,9.7,3.1
1990/12/16,3.8,6.5,1.4
1990/12/17,4.1,7.2,1.8
1990/12/18,5.4,8.3,1.4
1990/12/19,5.3,7.1,3.8
1990/12/20,5.6,8.4,3.7
1990/12/21,7.2,11.1,3.3
1990/12/22,9.3,14.0,4.8
1990/12/23,6.2,10.1,1.7
1990/12/24,4.8,6.6,2.6
1990/12/25,5.1,8.6,3.1
1990/12/26,5.9,9.0,3.1
1990/12/27,4.1,6.8,0.2
1990/12/28,5.1,7.1,3.2
1990/12/29,4.3,7.1,2.9
1990/12/30,5.8,8.0,2.7
1990/12/31,5.5,10.4,1.8
1991/1/1,6.6,10.3,2.6
1991/1/2,6.5,9.4,4.2
1991/1/3,2.4,5.4,0.4
1991/1/4,2.5,5.0,0.3
1991/1/5,2.0,4.1,0.3
1991/1/6,1.6,3.4,-0.4
1991/1/7,2.3,4.6,-0.7
1991/1/8,2.2,4.3,0.1
1991/1/9,2.4,4.5,-0.2
1991/1/10,4.7,6.5,1.9
1991/1/11,3.7,5.5,2.1
1991/1/12,3.2,6.8,0.6
1991/1/13,1.8,5.4,-0.4
1991/1/14,3.4,5.9,0.4
1991/1/15,0.9,2.9,-0.6
1991/1/16,2.1,4.7,-1.0
1991/1/17,2.3,5.8,-1.3
1991/1/18,1.7,6.3,-1.5
1991/1/19,4.4,6.7,1.1
1991/1/20,3.9,9.3,0.5
1991/1/21,3.9,7.3,0.3
1991/1/22,4.7,6.9,2.3
1991/1/23,0.6,2.3,-1.2
1991/1/24,2.1,5.0,-0.8
1991/1/25,5.1,9.9,1.6
1991/1/26,3.5,5.1,1.5
1991/1/27,3.1,5.7,0.8
1991/1/28,1.5,3.2,-0.1
1991/1/29,1.4,5.3,-1.0
1991/1/30,2.9,4.7,-0.2
1991/1/31,3.5,7.1,1.1
1991/2/1,3.2,4.6,1.7
1991/2/2,2.1,4.6,1.1
1991/2/3,2.6,5.5,0.4
1991/2/4,0.7,2.7,-0.6
1991/2/5,1.2,2.6,-0.5
1991/2/6,1.4,2.9,-0.1
1991/2/7,2.8,5.0,0.4
1991/2/8,0.8,2.4,-0.6
1991/2/9,1.8,3.8,-0.5
1991/2/10,2.7,5.3,-1.2
1991/2/11,5.4,7.5,2.8
1991/2/12,2.8,6.1,0.6
1991/2/13,3.5,6.5,-0.1
1991/2/14,3.0,8.8,-3.0
1991/2/15,8.7,12.4,2.8
1991/2/16,7.2,11.8,3.0
1991/2/17,2.7,4.4,0.8
1991/2/18,1.3,3.6,-0.2
1991/2/19,1.5,4.6,-1.2
1991/2/20,0.1,3.3,-1.3
1991/2/21,1.1,3.5,-0.8
1991/2/22,0.1,2.6,-1.3
1991/2/23,-1.1,1.0,-2.8
1991/2/24,-1.6,-0.3,-3.2
1991/2/25,1.5,3.7,-1.9
1991/2/26,3.8,6.3,1.0
1991/2/27,4.0,9.7,1.2
1991/2/28,3.4,6.7,1.0
1991/3/1,2.1,3.4,0.5
1991/3/2,2.2,6.5,-2.0
1991/3/3,3.5,5.9,1.3
1991/3/4,5.0,11.1,-0.9
1991/3/5,7.2,13.1,1.9
1991/3/6,8.6,14.4,3.2
1991/3/7,4.3,7.4,2.4
1991/3/8,3.9,6.0,1.5
1991/3/9,6.0,8.2,4.3
1991/3/10,5.2,7.9,3.8
1991/3/11,3.5,5.1,0.6
1991/3/12,5.3,8.4,2.9
1991/3/13,4.2,6.2,2.7
1991/3/14,1.7,5.8,-2.2
1991/3/15,1.9,5.0,-1.4
1991/3/16,2.0,3.6,0.7
1991/3/17,4.9,9.0,2.2
1991/3/18,5.2,8.6,1.3
1991/3/19,8.2,15.6,0.6
1991/3/20,8.2,15.5,4.2
1991/3/21,3.7,5.8,2.0
1991/3/22,5.8,10.8,0.9
1991/3/23,10.7,14.0,8.3
1991/3/24,9.8,13.1,6.5
1991/3/25,8.5,11.1,5.1
1991/3/26,8.4,11.4,6.1
1991/3/27,7.9,9.4,6.2
1991/3/28,7.2,8.2,6.4
1991/3/29,6.5,8.9,5.5
1991/3/30,9.2,15.6,3.5
1991/3/31,6.9,9.0,5.7
