ダウンロードした時刻：2019/10/10 15:39:36

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,9.7,13.1,4.9
1980/12/2,8.0,10.7,2.0
1980/12/3,10.5,16.0,8.1
1980/12/4,7.1,10.9,3.9
1980/12/5,3.6,5.9,0.8
1980/12/6,5.0,11.1,0.3
1980/12/7,5.7,9.8,2.4
1980/12/8,3.5,6.8,0.3
1980/12/9,1.7,4.5,-0.3
1980/12/10,4.5,9.4,-0.3
1980/12/11,6.3,11.2,1.2
1980/12/12,8.4,12.8,2.4
1980/12/13,1.5,6.9,-0.5
1980/12/14,-0.1,0.1,-0.4
1980/12/15,1.3,3.5,-1.8
1980/12/16,3.7,6.8,-0.5
1980/12/17,2.8,5.9,-2.2
1980/12/18,3.3,6.7,0.1
1980/12/19,1.6,3.9,-0.5
1980/12/20,0.3,1.7,-1.9
1980/12/21,1.1,4.4,-0.9
1980/12/22,1.3,3.4,-1.3
1980/12/23,1.4,4.4,-1.2
1980/12/24,1.2,4.0,0.1
1980/12/25,5.1,7.8,2.4
1980/12/26,3.5,7.4,0.7
1980/12/27,2.1,5.1,-0.7
1980/12/28,0.7,4.4,-1.9
1980/12/29,1.9,5.0,-1.4
1980/12/30,3.6,6.3,1.7
1980/12/31,2.6,6.3,-1.0
1981/1/1,1.8,4.9,-2.1
1981/1/2,2.9,7.4,-0.3
1981/1/3,1.1,2.9,-0.1
1981/1/4,1.9,5.1,-1.0
1981/1/5,0.0,3.1,-2.7
1981/1/6,-0.7,2.2,-3.1
1981/1/7,-1.8,0.0,-3.3
1981/1/8,-0.5,2.1,-4.6
1981/1/9,3.2,6.3,-1.1
1981/1/10,1.7,5.4,-1.3
1981/1/11,-0.2,3.3,-3.0
1981/1/12,-1.6,1.1,-3.5
1981/1/13,-2.2,1.2,-4.6
1981/1/14,-1.8,3.0,-6.1
1981/1/15,-1.4,3.0,-5.4
1981/1/16,-0.7,4.2,-4.6
1981/1/17,-0.3,4.5,-4.6
1981/1/18,1.0,5.0,-3.5
1981/1/19,0.7,4.7,-2.1
1981/1/20,-0.6,2.5,-4.1
1981/1/21,-1.9,0.6,-4.4
1981/1/22,-1.5,1.8,-5.3
1981/1/23,0.3,4.3,-5.1
1981/1/24,2.8,6.8,-0.9
1981/1/25,0.3,4.0,-3.6
1981/1/26,-1.7,1.7,-5.4
1981/1/27,-1.9,1.3,-4.6
1981/1/28,-1.3,2.2,-5.6
1981/1/29,0.1,3.5,-3.5
1981/1/30,0.3,3.0,-2.5
1981/1/31,2.0,5.2,-1.1
1981/2/1,0.0,1.0,-1.5
1981/2/2,1.4,6.3,-2.8
1981/2/3,1.3,5.0,-3.1
1981/2/4,0.8,4.0,-0.5
1981/2/5,0.7,5.0,-4.3
1981/2/6,2.4,6.3,-1.8
1981/2/7,1.7,6.2,-2.9
1981/2/8,1.4,5.0,-1.5
1981/2/9,1.2,4.7,-2.1
1981/2/10,2.3,6.8,-1.3
1981/2/11,-0.1,3.2,-1.8
1981/2/12,3.0,8.0,-2.9
1981/2/13,4.2,8.1,-1.1
1981/2/14,5.2,9.0,3.0
1981/2/15,4.5,7.1,1.0
1981/2/16,6.3,13.3,1.9
1981/2/17,1.1,4.4,-0.6
1981/2/18,3.0,7.1,-1.5
1981/2/19,3.5,8.2,-0.1
1981/2/20,1.2,4.2,-0.7
1981/2/21,0.3,4.7,-2.0
1981/2/22,0.3,3.8,-2.7
1981/2/23,-0.5,2.0,-3.1
1981/2/24,-0.3,0.6,-1.1
1981/2/25,-0.8,2.0,-4.2
1981/2/26,-2.5,0.4,-4.2
1981/2/27,-2.3,0.9,-6.3
1981/2/28,-1.2,1.9,-3.5
1981/3/1,0.5,4.7,-4.3
1981/3/2,1.4,5.3,-2.0
1981/3/3,2.6,8.0,-1.5
1981/3/4,4.6,9.5,-0.2
1981/3/5,3.6,7.1,-0.7
1981/3/6,0.6,4.2,-2.3
1981/3/7,1.8,6.2,-4.4
1981/3/8,2.4,6.2,-1.7
1981/3/9,-0.1,0.6,-1.4
1981/3/10,0.9,6.1,-1.4
1981/3/11,0.1,4.1,-3.6
1981/3/12,2.4,7.5,-3.8
1981/3/13,5.9,13.0,0.9
1981/3/14,5.1,6.3,3.7
1981/3/15,6.6,14.0,4.0
1981/3/16,3.2,5.9,0.1
1981/3/17,2.4,6.6,-0.7
1981/3/18,4.9,10.7,-0.8
1981/3/19,7.3,14.3,0.4
1981/3/20,9.6,17.9,6.2
1981/3/21,4.7,7.1,3.7
1981/3/22,6.5,12.3,3.1
1981/3/23,6.5,10.7,2.7
1981/3/24,5.3,11.6,0.9
1981/3/25,1.6,2.8,0.3
1981/3/26,8.4,15.4,2.3
1981/3/27,5.0,8.0,2.3
1981/3/28,5.0,8.8,2.0
1981/3/29,5.0,9.0,-0.3
1981/3/30,5.1,9.9,1.0
1981/3/31,3.6,8.4,-0.6
