ダウンロードした時刻：2019/10/10 16:19:19

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,11.3,14.9,8.4
2001/12/2,12.3,16.5,9.0
2001/12/3,12.9,16.3,9.7
2001/12/4,12.6,15.8,10.6
2001/12/5,12.5,15.7,9.3
2001/12/6,10.0,13.2,8.5
2001/12/7,9.5,12.8,7.3
2001/12/8,10.2,14.3,7.0
2001/12/9,10.9,14.7,7.2
2001/12/10,11.5,14.2,9.0
2001/12/11,9.3,12.4,7.5
2001/12/12,10.1,13.2,6.7
2001/12/13,11.6,14.8,7.7
2001/12/14,6.9,8.4,4.6
2001/12/15,6.8,8.0,4.9
2001/12/16,7.3,10.4,4.6
2001/12/17,7.3,8.9,6.2
2001/12/18,8.1,11.4,5.0
2001/12/19,7.6,12.0,4.0
2001/12/20,8.5,12.4,4.4
2001/12/21,8.4,9.3,5.9
2001/12/22,6.5,8.3,5.0
2001/12/23,6.8,8.9,5.3
2001/12/24,7.0,9.6,5.2
2001/12/25,6.0,8.4,4.8
2001/12/26,8.9,10.8,4.8
2001/12/27,8.3,9.3,6.6
2001/12/28,7.6,9.1,5.0
2001/12/29,6.7,9.9,5.2
2001/12/30,7.6,9.9,4.7
2001/12/31,8.0,10.8,5.8
2002/1/1,7.9,12.3,5.0
2002/1/2,2.8,5.2,0.3
2002/1/3,4.6,7.7,1.9
2002/1/4,10.5,13.2,7.6
2002/1/5,9.3,12.4,4.5
2002/1/6,7.3,10.9,4.0
2002/1/7,8.0,15.6,5.1
2002/1/8,5.1,6.5,3.8
2002/1/9,6.9,9.2,5.0
2002/1/10,10.3,13.9,6.1
2002/1/11,12.6,14.4,10.3
2002/1/12,12.8,16.0,10.5
2002/1/13,12.4,16.4,9.4
2002/1/14,11.0,12.1,9.8
2002/1/15,13.5,15.8,11.7
2002/1/16,13.3,16.5,11.0
2002/1/17,9.5,11.6,6.9
2002/1/18,7.8,9.5,6.6
2002/1/19,7.0,9.6,4.9
2002/1/20,7.3,8.9,4.7
2002/1/21,8.5,9.7,4.8
2002/1/22,5.6,7.2,3.2
2002/1/23,5.0,6.8,3.1
2002/1/24,5.4,7.7,4.2
2002/1/25,6.2,8.7,3.6
2002/1/26,6.7,8.0,5.8
2002/1/27,8.8,10.4,7.2
2002/1/28,6.7,8.6,4.6
2002/1/29,4.7,6.7,3.1
2002/1/30,6.4,9.2,4.8
2002/1/31,5.9,8.2,3.5
2002/2/1,6.0,9.8,2.8
2002/2/2,7.1,11.3,4.5
2002/2/3,7.2,12.2,3.8
2002/2/4,7.4,11.2,4.0
2002/2/5,8.5,11.8,6.3
2002/2/6,9.7,14.4,5.7
2002/2/7,10.5,13.2,6.1
2002/2/8,9.1,14.6,4.4
2002/2/9,8.5,11.9,5.5
2002/2/10,6.4,8.2,3.9
2002/2/11,5.8,7.9,4.2
2002/2/12,6.3,8.4,4.6
2002/2/13,7.0,9.0,5.4
2002/2/14,6.7,10.4,4.5
2002/2/15,7.0,11.5,3.9
2002/2/16,8.1,12.7,4.3
2002/2/17,9.8,13.3,7.4
2002/2/18,7.8,10.6,6.5
2002/2/19,5.5,6.6,3.9
2002/2/20,8.3,12.2,3.2
2002/2/21,10.0,15.8,6.1
2002/2/22,11.7,14.4,9.0
2002/2/23,10.4,13.9,7.6
2002/2/24,9.8,13.9,7.0
2002/2/25,9.1,14.0,5.8
2002/2/26,9.6,11.3,8.4
2002/2/27,9.9,10.8,9.0
2002/2/28,11.0,13.3,8.7
2002/3/1,10.3,13.5,6.5
2002/3/2,10.7,13.7,6.9
2002/3/3,9.7,14.0,7.1
2002/3/4,10.0,14.8,5.8
2002/3/5,9.8,11.4,8.5
2002/3/6,9.7,11.5,8.5
2002/3/7,7.6,9.2,6.2
2002/3/8,8.5,11.2,6.6
2002/3/9,10.6,15.9,5.4
2002/3/10,14.7,20.2,10.3
2002/3/11,12.7,15.5,9.7
2002/3/12,13.2,16.3,11.1
2002/3/13,12.4,17.5,8.4
2002/3/14,12.9,14.8,11.0
2002/3/15,15.3,19.1,13.0
2002/3/16,14.5,19.2,12.5
2002/3/17,14.3,18.2,11.3
2002/3/18,13.4,15.8,11.4
2002/3/19,14.6,20.0,10.1
2002/3/20,16.6,20.3,12.7
2002/3/21,14.9,18.8,12.6
2002/3/22,10.8,12.7,9.3
2002/3/23,10.8,12.4,8.8
2002/3/24,10.1,12.1,9.0
2002/3/25,10.4,13.7,6.8
2002/3/26,12.4,15.4,11.5
2002/3/27,13.1,17.1,9.7
2002/3/28,11.9,16.1,8.0
2002/3/29,13.4,14.4,12.0
2002/3/30,13.7,17.0,10.8
2002/3/31,14.9,17.8,12.2
