ダウンロードした時刻：2019/10/10 15:39:53

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,7.1,12.9,1.3
1994/12/2,9.9,15.4,3.3
1994/12/3,7.5,14.0,3.8
1994/12/4,5.0,8.6,1.4
1994/12/5,2.7,4.9,0.6
1994/12/6,4.6,7.4,0.9
1994/12/7,6.2,9.1,3.0
1994/12/8,8.0,12.4,3.6
1994/12/9,7.8,13.0,3.4
1994/12/10,5.6,7.8,3.5
1994/12/11,5.2,7.6,1.8
1994/12/12,6.7,9.9,4.2
1994/12/13,6.8,9.7,3.5
1994/12/14,2.6,5.0,0.3
1994/12/15,1.8,5.4,-1.0
1994/12/16,-1.7,-0.3,-3.3
1994/12/17,0.4,4.8,-4.5
1994/12/18,1.2,4.2,-0.7
1994/12/19,-0.4,2.3,-2.9
1994/12/20,0.9,5.1,-3.2
1994/12/21,3.1,7.0,-1.0
1994/12/22,4.9,10.5,-1.8
1994/12/23,6.6,11.5,0.9
1994/12/24,8.6,15.5,3.5
1994/12/25,5.9,10.2,1.3
1994/12/26,3.5,8.1,-1.3
1994/12/27,4.8,10.7,1.6
1994/12/28,4.8,7.9,2.5
1994/12/29,2.1,5.2,0.3
1994/12/30,2.1,4.4,-1.3
1994/12/31,1.1,2.5,-0.3
1995/1/1,0.2,2.9,-2.3
1995/1/2,0.7,4.5,-3.2
1995/1/3,4.0,7.8,-1.1
1995/1/4,4.5,6.4,2.8
1995/1/5,5.1,8.5,1.7
1995/1/6,0.8,4.0,-2.0
1995/1/7,2.0,7.2,-2.0
1995/1/8,4.2,8.7,0.3
1995/1/9,4.7,10.4,-1.3
1995/1/10,2.7,7.7,-1.0
1995/1/11,0.0,3.3,-2.5
1995/1/12,-0.4,4.5,-3.6
1995/1/13,-1.1,3.4,-3.5
1995/1/14,-1.6,1.0,-3.2
1995/1/15,-2.5,0.1,-3.9
1995/1/16,-2.2,0.5,-4.1
1995/1/17,-1.6,2.5,-5.2
1995/1/18,0.1,4.5,-5.2
1995/1/19,-0.7,0.8,-2.6
1995/1/20,1.3,5.8,-2.5
1995/1/21,1.0,5.5,-3.6
1995/1/22,1.3,3.6,0.4
1995/1/23,7.3,10.9,3.6
1995/1/24,3.4,6.8,1.1
1995/1/25,1.4,4.5,0.0
1995/1/26,1.5,4.9,-1.5
1995/1/27,-0.4,3.4,-3.1
1995/1/28,-0.8,3.3,-4.9
1995/1/29,1.9,7.0,-1.1
1995/1/30,-0.7,2.2,-3.4
1995/1/31,-1.0,2.2,-4.1
1995/2/1,2.1,4.6,-0.2
1995/2/2,1.3,4.1,-1.4
1995/2/3,1.0,5.0,-3.8
1995/2/4,1.4,5.2,-2.0
1995/2/5,0.0,3.1,-2.7
1995/2/6,1.0,5.7,-3.8
1995/2/7,1.6,5.4,-1.9
1995/2/8,4.5,9.1,-1.0
1995/2/9,2.4,7.5,-1.3
1995/2/10,0.2,3.9,-3.0
1995/2/11,1.6,6.7,-4.0
1995/2/12,3.7,8.5,-2.4
1995/2/13,4.8,9.0,2.4
1995/2/14,3.4,7.5,-0.3
1995/2/15,2.4,7.7,-1.9
1995/2/16,1.3,3.5,0.0
1995/2/17,1.0,4.5,-1.2
1995/2/18,2.1,5.6,-0.7
1995/2/19,1.9,5.4,-1.1
1995/2/20,2.9,6.7,-0.1
1995/2/21,3.5,7.1,0.6
1995/2/22,3.1,6.9,0.6
1995/2/23,3.0,7.2,-1.4
1995/2/24,3.1,6.6,0.9
1995/2/25,2.5,6.4,-1.1
1995/2/26,3.4,8.0,-0.5
1995/2/27,4.3,9.9,1.3
1995/2/28,3.7,6.8,1.3
1995/3/1,4.5,9.0,1.2
1995/3/2,2.4,5.6,-0.9
1995/3/3,1.7,5.9,-2.6
1995/3/4,-0.2,1.0,-1.1
1995/3/5,0.8,5.4,-2.6
1995/3/6,2.2,6.1,-1.8
1995/3/7,4.0,9.3,-0.6
1995/3/8,3.7,5.6,1.6
1995/3/9,4.9,9.1,1.3
1995/3/10,3.6,7.6,-0.5
1995/3/11,2.8,4.5,1.3
1995/3/12,3.2,4.9,2.0
1995/3/13,2.9,5.1,1.4
1995/3/14,4.3,8.1,1.6
1995/3/15,5.6,10.4,1.6
1995/3/16,6.7,10.5,0.0
1995/3/17,10.8,14.6,5.2
1995/3/18,2.7,5.4,0.7
1995/3/19,4.0,8.4,-1.0
1995/3/20,6.6,11.4,0.5
1995/3/21,9.5,14.4,5.0
1995/3/22,7.7,13.0,3.0
1995/3/23,4.9,8.5,2.1
1995/3/24,5.7,6.7,4.5
1995/3/25,3.7,5.2,1.9
1995/3/26,1.0,2.2,-0.1
1995/3/27,4.5,9.0,-2.2
1995/3/28,6.1,9.5,3.1
1995/3/29,6.0,8.8,0.5
1995/3/30,7.9,10.1,4.4
1995/3/31,11.2,15.3,7.7
