ダウンロードした時刻：2017/07/24 15:44:01

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,3.8,6.6,1.6
1998/1/2,6.5,11.1,3.2
1998/1/3,4.9,9.2,0.7
1998/1/4,5.9,9.4,3.4
1998/1/5,4.1,7.7,1.2
1998/1/6,4.4,8.0,2.4
1998/1/7,3.8,7.2,0.4
1998/1/8,4.0,5.7,2.2
1998/1/9,5.7,8.0,1.2
1998/1/10,4.2,7.3,0.8
1998/1/11,4.8,7.3,2.0
1998/1/12,5.1,7.3,3.6
1998/1/13,5.3,9.3,1.0
1998/1/14,4.8,7.1,2.0
1998/1/15,5.4,6.3,4.5
1998/1/16,7.0,9.1,3.7
1998/1/17,6.0,10.0,1.1
1998/1/18,8.5,9.7,7.0
1998/1/19,3.5,7.2,0.0
1998/1/20,1.9,5.6,-1.3
1998/1/21,4.2,7.2,2.7
1998/1/22,3.2,6.8,1.2
1998/1/23,3.3,4.6,1.1
1998/1/24,1.5,4.0,-2.0
1998/1/25,-0.6,2.5,-2.1
1998/1/26,2.2,5.9,-2.1
1998/1/27,2.7,4.9,1.1
1998/1/28,3.1,6.1,1.2
1998/1/29,1.4,4.0,-0.5
1998/1/30,3.9,8.6,-0.1
1998/1/31,4.1,7.6,2.0
1998/2/1,3.4,4.7,0.8
1998/2/2,3.0,8.6,-1.9
1998/2/3,3.5,7.0,-1.0
1998/2/4,3.0,5.1,1.1
1998/2/5,2.6,5.4,0.4
1998/2/6,3.8,8.4,-0.1
1998/2/7,3.6,7.6,-0.3
1998/2/8,2.8,7.8,0.3
1998/2/9,1.6,3.8,-0.3
1998/2/10,2.0,5.7,-0.5
1998/2/11,2.3,6.7,-2.5
1998/2/12,6.5,11.5,0.3
1998/2/13,9.2,15.8,3.9
1998/2/14,8.1,10.9,6.1
1998/2/15,5.9,8.5,4.5
1998/2/16,5.8,9.6,0.6
1998/2/17,5.0,7.2,2.1
1998/2/18,4.9,8.2,1.7
1998/2/19,6.8,14.0,-0.2
1998/2/20,10.4,12.6,8.9
1998/2/21,7.9,10.3,4.2
1998/2/22,5.4,9.4,2.3
1998/2/23,6.1,11.8,0.2
1998/2/24,8.3,9.5,7.1
1998/2/25,8.2,9.5,7.1
1998/2/26,8.2,10.1,6.0
1998/2/27,8.0,12.0,4.7
1998/2/28,5.6,10.2,2.5
1998/3/1,5.5,8.5,1.8
1998/3/2,7.1,10.4,3.2
1998/3/3,6.0,12.2,0.4
1998/3/4,7.9,13.2,2.4
1998/3/5,6.5,7.7,5.9
1998/3/6,8.2,11.2,6.1
1998/3/7,5.6,7.5,3.7
1998/3/8,6.3,10.9,3.2
1998/3/9,7.2,12.4,2.3
1998/3/10,6.3,9.7,4.0
1998/3/11,8.1,12.6,2.9
1998/3/12,8.8,11.1,7.1
1998/3/13,8.7,13.1,6.2
1998/3/14,8.9,16.1,3.3
1998/3/15,4.3,8.2,1.9
1998/3/16,5.4,10.7,0.3
1998/3/17,6.4,9.4,3.0
1998/3/18,5.5,10.3,2.4
1998/3/19,9.1,15.8,0.6
1998/3/20,10.8,15.5,6.3
1998/3/21,7.7,11.2,6.2
1998/3/22,6.8,9.4,3.6
1998/3/23,6.7,10.2,4.1
1998/3/24,7.7,12.5,3.5
1998/3/25,8.9,13.1,6.1
1998/3/26,10.9,16.6,4.1
1998/3/27,10.6,12.1,9.8
1998/3/28,12.5,17.0,9.1
1998/3/29,12.0,19.7,5.7
1998/3/30,13.5,20.2,7.4
1998/3/31,11.0,15.5,8.1
1998/4/1,6.9,9.0,5.0
1998/4/2,7.8,10.8,6.0
1998/4/3,7.8,11.6,4.3
1998/4/4,9.2,16.4,1.8
1998/4/5,12.3,18.1,5.7
1998/4/6,12.8,14.2,11.2
1998/4/7,13.0,15.9,11.3
1998/4/8,12.4,14.0,10.6
1998/4/9,12.6,14.0,11.1
1998/4/10,14.1,19.3,11.1
1998/4/11,14.9,22.8,8.0
1998/4/12,17.7,24.6,10.3
1998/4/13,20.4,26.6,14.9
1998/4/14,17.1,21.5,13.4
1998/4/15,14.1,16.9,12.3
1998/4/16,13.6,17.5,10.6
1998/4/17,14.7,20.0,10.7
1998/4/18,14.8,18.1,13.2
1998/4/19,15.6,20.2,12.9
1998/4/20,17.5,25.9,10.6
1998/4/21,19.2,24.5,14.6
1998/4/22,20.4,25.5,17.0
1998/4/23,19.1,22.7,16.8
1998/4/24,19.3,22.6,17.3
1998/4/25,17.3,19.9,13.9
1998/4/26,14.4,18.5,11.8
1998/4/27,15.3,20.9,10.7
1998/4/28,17.9,25.4,12.0
1998/4/29,19.7,25.7,16.0
1998/4/30,18.9,24.0,14.8
1998/5/1,19.6,23.4,15.9
