ダウンロードした時刻：2019/10/10 15:45:30

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.0,14.2,12.1
2003/12/2,12.0,15.7,9.5
2003/12/3,10.9,17.3,8.1
2003/12/4,6.7,8.4,5.2
2003/12/5,6.8,12.1,2.8
2003/12/6,11.8,14.4,5.6
2003/12/7,6.5,11.0,3.0
2003/12/8,5.2,7.8,3.7
2003/12/9,4.8,6.7,3.7
2003/12/10,4.6,7.7,1.5
2003/12/11,4.8,7.3,1.2
2003/12/12,6.5,8.6,4.6
2003/12/13,5.6,8.9,3.9
2003/12/14,6.6,10.8,4.3
2003/12/15,7.3,14.5,3.4
2003/12/16,4.4,7.0,0.9
2003/12/17,7.0,11.7,2.9
2003/12/18,5.4,8.3,3.8
2003/12/19,3.0,6.4,0.0
2003/12/20,0.7,2.8,-1.5
2003/12/21,2.4,5.3,0.1
2003/12/22,4.3,6.8,2.9
2003/12/23,6.8,12.3,4.1
2003/12/24,8.2,12.5,6.3
2003/12/25,10.2,16.7,4.8
2003/12/26,5.2,8.3,1.6
2003/12/27,0.7,2.6,-0.3
2003/12/28,3.8,8.2,0.1
2003/12/29,7.0,10.2,4.4
2003/12/30,5.4,9.2,1.8
2003/12/31,6.7,10.0,3.2
2004/1/1,8.0,12.6,4.7
2004/1/2,8.1,12.0,5.8
2004/1/3,6.4,9.7,4.8
2004/1/4,5.7,9.7,2.9
2004/1/5,5.4,10.4,1.9
2004/1/6,3.8,8.4,0.7
2004/1/7,5.1,11.8,0.0
2004/1/8,1.5,4.4,-0.3
2004/1/9,1.3,6.3,-2.1
2004/1/10,3.5,9.1,-2.3
2004/1/11,1.1,3.7,-0.5
2004/1/12,1.7,6.4,-3.2
2004/1/13,4.2,7.5,1.3
2004/1/14,0.1,2.0,-1.2
2004/1/15,0.0,2.2,-1.3
2004/1/16,0.1,2.7,-1.4
2004/1/17,1.3,5.3,-1.1
2004/1/18,2.8,8.0,-2.2
2004/1/19,5.2,8.8,2.6
2004/1/20,3.8,8.1,0.2
2004/1/21,4.0,9.2,-0.3
2004/1/22,-1.6,0.0,-3.2
2004/1/23,0.4,1.5,-1.6
2004/1/24,0.6,1.8,-0.7
2004/1/25,0.4,2.2,-1.3
2004/1/26,0.6,3.6,-2.1
2004/1/27,0.8,2.0,0.1
2004/1/28,2.8,7.4,-0.6
2004/1/29,3.9,8.0,1.8
2004/1/30,2.7,5.3,1.0
2004/1/31,2.8,7.2,-0.5
2004/2/1,2.3,7.0,-1.7
2004/2/2,5.9,11.0,-1.1
2004/2/3,3.1,6.0,0.7
2004/2/4,1.0,2.8,0.3
2004/2/5,0.8,3.0,-0.4
2004/2/6,0.8,3.9,-1.0
2004/2/7,0.0,0.8,-0.9
2004/2/8,1.5,5.5,-0.1
2004/2/9,1.2,3.8,-1.3
2004/2/10,0.9,4.1,-1.7
2004/2/11,2.5,9.7,-3.7
2004/2/12,3.6,7.6,1.9
2004/2/13,3.1,7.2,-1.5
2004/2/14,7.0,11.9,3.9
2004/2/15,2.4,5.3,0.6
2004/2/16,2.0,5.7,-0.6
2004/2/17,4.3,9.3,-0.6
2004/2/18,5.0,9.8,2.1
2004/2/19,7.2,15.2,2.2
2004/2/20,6.4,11.9,1.4
2004/2/21,12.8,20.0,3.7
2004/2/22,16.3,20.6,9.8
2004/2/23,4.5,9.9,1.9
2004/2/24,5.7,10.5,-0.2
2004/2/25,11.0,17.0,6.8
2004/2/26,6.0,11.6,0.4
2004/2/27,2.3,7.1,-0.2
2004/2/28,7.7,12.9,1.9
2004/2/29,8.3,11.9,5.7
2004/3/1,4.0,5.8,2.1
2004/3/2,2.2,8.3,-0.8
2004/3/3,1.2,4.4,-2.6
2004/3/4,1.0,3.5,-0.8
2004/3/5,1.6,7.7,-4.9
2004/3/6,3.3,7.0,0.1
2004/3/7,0.9,4.7,-0.7
2004/3/8,3.3,7.9,-1.3
2004/3/9,7.2,12.7,3.9
2004/3/10,13.2,19.8,4.9
2004/3/11,10.5,16.0,4.3
2004/3/12,6.8,12.4,3.1
2004/3/13,6.7,13.7,1.4
2004/3/14,7.9,14.9,2.9
2004/3/15,7.8,11.8,4.9
2004/3/16,11.8,20.6,1.2
2004/3/17,18.8,24.1,10.8
2004/3/18,4.1,11.1,1.4
2004/3/19,4.5,9.9,-1.0
2004/3/20,5.8,11.5,0.8
2004/3/21,6.5,11.6,1.2
2004/3/22,5.7,8.3,4.5
2004/3/23,8.0,12.8,4.7
2004/3/24,9.3,14.8,2.5
2004/3/25,9.6,11.9,7.5
2004/3/26,8.0,12.0,4.4
2004/3/27,7.4,13.0,2.2
2004/3/28,9.4,17.0,1.4
2004/3/29,16.7,25.0,5.7
2004/3/30,15.1,19.6,11.9
2004/3/31,10.7,14.1,7.0
