ダウンロードした時刻：2019/10/10 15:58:54

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,12.4,18.6,6.9
1980/12/2,10.2,12.8,7.7
1980/12/3,14.4,19.3,9.5
1980/12/4,13.4,17.4,8.3
1980/12/5,8.9,12.4,4.1
1980/12/6,8.7,12.8,4.7
1980/12/7,9.3,13.3,4.8
1980/12/8,9.3,13.9,6.0
1980/12/9,7.1,10.5,4.9
1980/12/10,9.2,13.8,3.4
1980/12/11,8.7,12.6,5.2
1980/12/12,9.1,15.7,5.3
1980/12/13,6.8,10.4,3.7
1980/12/14,5.7,9.3,2.3
1980/12/15,6.4,10.4,1.7
1980/12/16,7.1,11.2,2.9
1980/12/17,7.3,12.2,2.0
1980/12/18,6.9,10.9,4.6
1980/12/19,6.7,10.2,3.6
1980/12/20,5.0,10.0,2.3
1980/12/21,5.0,9.0,1.6
1980/12/22,5.8,10.4,0.1
1980/12/23,4.1,6.7,2.2
1980/12/24,6.1,8.3,2.1
1980/12/25,9.4,13.3,6.6
1980/12/26,7.0,11.3,3.8
1980/12/27,5.9,10.9,2.9
1980/12/28,4.3,9.2,-0.5
1980/12/29,4.8,8.8,-0.7
1980/12/30,6.3,11.0,1.4
1980/12/31,6.4,10.9,3.0
1981/1/1,5.0,8.9,1.3
1981/1/2,4.6,7.5,1.9
1981/1/3,5.1,9.0,2.2
1981/1/4,4.4,9.6,-0.6
1981/1/5,4.1,8.4,0.0
1981/1/6,3.5,7.2,-0.7
1981/1/7,3.7,8.2,-0.1
1981/1/8,5.3,9.9,0.9
1981/1/9,6.2,11.0,0.3
1981/1/10,6.8,12.0,1.8
1981/1/11,3.6,7.2,0.1
1981/1/12,2.6,8.1,-1.2
1981/1/13,2.4,6.3,-0.8
1981/1/14,3.6,7.9,-2.2
1981/1/15,4.7,7.9,-0.1
1981/1/16,4.0,7.6,0.9
1981/1/17,4.3,8.2,0.6
1981/1/18,3.6,7.6,-0.3
1981/1/19,5.0,9.9,-0.7
1981/1/20,4.8,8.3,2.5
1981/1/21,3.6,7.7,0.2
1981/1/22,3.1,6.8,-0.4
1981/1/23,5.5,10.3,1.8
1981/1/24,5.5,10.3,0.6
1981/1/25,6.4,9.6,4.0
1981/1/26,3.9,7.6,1.0
1981/1/27,3.5,7.8,-0.3
1981/1/28,3.9,8.3,1.0
1981/1/29,4.6,8.2,0.2
1981/1/30,4.7,8.6,2.1
1981/1/31,5.5,9.1,1.6
1981/2/1,2.2,5.2,0.9
1981/2/2,4.9,9.1,0.3
1981/2/3,4.0,6.9,1.9
1981/2/4,4.4,7.8,1.3
1981/2/5,6.0,10.1,1.0
1981/2/6,6.1,10.0,2.4
1981/2/7,5.0,8.2,2.2
1981/2/8,6.1,11.1,1.1
1981/2/9,7.0,11.0,2.4
1981/2/10,6.7,10.9,2.7
1981/2/11,5.0,10.0,1.5
1981/2/12,6.1,10.0,0.6
1981/2/13,7.9,12.1,2.6
1981/2/14,10.3,14.3,8.1
1981/2/15,8.8,11.2,7.4
1981/2/16,11.6,17.2,6.3
1981/2/17,3.4,10.7,1.0
1981/2/18,4.2,7.6,0.2
1981/2/19,6.8,13.3,3.0
1981/2/20,4.9,7.3,2.5
1981/2/21,5.6,10.6,2.1
1981/2/22,5.6,7.9,2.2
1981/2/23,3.6,7.1,2.1
1981/2/24,3.6,4.5,2.4
1981/2/25,3.1,6.2,1.1
1981/2/26,1.2,5.3,-1.5
1981/2/27,0.9,5.2,-3.5
1981/2/28,3.3,6.9,-1.3
1981/3/1,5.0,8.5,1.0
1981/3/2,4.7,9.3,0.2
1981/3/3,6.2,9.9,1.1
1981/3/4,6.6,8.1,4.2
1981/3/5,7.7,12.5,4.9
1981/3/6,7.4,13.4,2.4
1981/3/7,7.1,10.5,2.0
1981/3/8,9.6,14.0,5.6
1981/3/9,5.5,7.5,4.7
1981/3/10,6.1,11.1,2.5
1981/3/11,6.4,10.1,2.0
1981/3/12,8.7,12.4,3.7
1981/3/13,10.6,16.1,4.8
1981/3/14,8.6,10.7,6.7
1981/3/15,14.1,20.2,7.8
1981/3/16,8.7,13.4,5.0
1981/3/17,8.2,12.6,3.8
1981/3/18,10.8,15.5,4.0
1981/3/19,13.5,18.5,6.8
1981/3/20,14.6,18.5,10.7
1981/3/21,11.5,15.0,9.0
1981/3/22,11.2,14.8,8.9
1981/3/23,11.8,16.6,8.2
1981/3/24,9.4,13.2,5.9
1981/3/25,7.6,9.4,5.9
1981/3/26,12.5,20.6,9.0
1981/3/27,9.9,14.4,5.9
1981/3/28,8.9,12.3,5.3
1981/3/29,10.8,14.3,7.2
1981/3/30,8.5,10.9,7.3
1981/3/31,5.6,7.6,4.1
