ダウンロードした時刻：2019/10/10 16:02:03

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,8.2,10.7,7.1
2000/12/2,8.6,11.7,5.1
2000/12/3,12.4,17.1,5.1
2000/12/4,10.4,13.1,8.9
2000/12/5,11.6,15.2,5.7
2000/12/6,10.5,14.5,7.4
2000/12/7,7.3,9.4,4.0
2000/12/8,9.0,15.0,4.1
2000/12/9,9.7,16.4,5.2
2000/12/10,14.2,17.9,6.8
2000/12/11,12.3,15.9,7.8
2000/12/12,7.6,11.3,4.5
2000/12/13,7.2,11.8,3.7
2000/12/14,8.0,10.0,4.5
2000/12/15,8.9,13.6,4.1
2000/12/16,13.1,15.8,4.9
2000/12/17,9.9,12.1,8.6
2000/12/18,10.0,11.3,8.5
2000/12/19,13.8,17.7,10.4
2000/12/20,10.7,13.0,8.4
2000/12/21,12.5,15.2,9.7
2000/12/22,9.1,10.4,7.8
2000/12/23,11.9,15.2,7.9
2000/12/24,11.1,14.0,7.4
2000/12/25,9.3,13.0,7.3
2000/12/26,7.0,8.8,5.2
2000/12/27,6.3,9.1,3.5
2000/12/28,8.0,12.2,3.1
2000/12/29,7.5,10.0,5.7
2000/12/30,7.6,9.0,5.3
2000/12/31,10.4,12.4,8.8
2001/1/1,9.2,12.0,4.3
2001/1/2,9.8,13.1,3.0
2001/1/3,7.5,9.6,4.9
2001/1/4,5.4,7.9,3.1
2001/1/5,6.2,10.4,0.0
2001/1/6,5.3,7.8,3.8
2001/1/7,5.1,7.3,3.3
2001/1/8,6.1,9.0,4.0
2001/1/9,7.4,9.7,5.6
2001/1/10,12.4,17.5,7.4
2001/1/11,9.8,14.2,6.2
2001/1/12,7.0,9.0,5.4
2001/1/13,6.4,7.8,5.3
2001/1/14,4.3,8.2,-0.4
2001/1/15,3.4,7.2,0.1
2001/1/16,4.2,8.0,-0.1
2001/1/17,4.4,9.0,-0.3
2001/1/18,6.0,9.6,0.2
2001/1/19,4.5,5.9,3.7
2001/1/20,5.0,8.9,3.2
2001/1/21,7.3,11.4,4.4
2001/1/22,7.7,10.6,5.8
2001/1/23,7.8,12.3,5.6
2001/1/24,5.2,9.0,2.1
2001/1/25,7.2,9.1,4.6
2001/1/26,6.5,7.2,5.4
2001/1/27,4.1,8.5,1.6
2001/1/28,8.6,11.6,4.7
2001/1/29,7.0,10.1,3.8
2001/1/30,5.9,10.4,0.3
2001/1/31,7.7,11.7,0.1
2001/2/1,7.8,10.6,5.6
2001/2/2,5.7,8.5,1.8
2001/2/3,6.5,11.1,1.9
2001/2/4,6.2,7.9,4.4
2001/2/5,8.6,12.0,6.5
2001/2/6,9.1,11.8,7.3
2001/2/7,6.8,9.7,4.5
2001/2/8,6.6,10.5,3.3
2001/2/9,5.6,10.6,2.4
2001/2/10,6.9,12.2,0.4
2001/2/11,7.6,11.8,4.0
2001/2/12,4.5,7.1,2.7
2001/2/13,5.5,7.1,3.9
2001/2/14,5.0,7.6,2.4
2001/2/15,2.8,8.0,-0.8
2001/2/16,7.0,12.2,0.2
2001/2/17,5.0,9.5,1.4
2001/2/18,10.2,14.3,4.7
2001/2/19,9.9,15.3,4.0
2001/2/20,6.9,11.4,3.2
2001/2/21,10.9,15.2,3.2
2001/2/22,12.7,17.0,10.1
2001/2/23,13.7,18.0,9.8
2001/2/24,7.4,11.7,5.5
2001/2/25,5.6,8.5,3.9
2001/2/26,5.2,9.7,2.0
2001/2/27,7.9,13.6,3.8
2001/2/28,12.3,15.7,6.5
2001/3/1,8.7,13.4,5.5
2001/3/2,6.5,11.7,3.2
2001/3/3,7.7,12.1,3.1
2001/3/4,10.2,15.3,5.7
2001/3/5,6.7,9.7,3.7
2001/3/6,10.4,14.1,4.1
2001/3/7,12.1,16.0,7.7
2001/3/8,7.0,10.7,3.3
2001/3/9,5.0,10.2,-0.3
2001/3/10,7.5,11.0,3.2
2001/3/11,6.0,10.1,3.7
2001/3/12,5.2,8.4,1.9
2001/3/13,4.7,8.2,-0.3
2001/3/14,9.8,14.2,-0.7
2001/3/15,14.0,17.6,8.9
2001/3/16,9.0,13.2,6.5
2001/3/17,9.4,12.2,6.1
2001/3/18,12.9,18.3,9.6
2001/3/19,13.7,17.0,9.7
2001/3/20,14.3,18.7,7.4
2001/3/21,14.9,19.6,8.8
2001/3/22,14.3,17.9,12.0
2001/3/23,13.8,17.1,10.5
2001/3/24,14.3,18.9,9.9
2001/3/25,14.3,15.5,13.0
2001/3/26,14.2,19.7,9.7
2001/3/27,11.5,16.0,4.9
2001/3/28,12.7,17.2,8.9
2001/3/29,10.1,14.7,6.4
2001/3/30,9.5,14.5,5.6
2001/3/31,4.5,7.4,3.1
