ダウンロードした時刻：2019/10/10 15:48:24

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,1.5,5.0,0.0
1996/12/2,2.3,4.2,0.2
1996/12/3,3.4,7.3,1.2
1996/12/4,5.0,10.3,0.4
1996/12/5,10.7,13.3,4.7
1996/12/6,3.1,7.5,0.6
1996/12/7,1.1,2.7,0.3
1996/12/8,2.2,3.9,0.6
1996/12/9,4.6,7.7,2.7
1996/12/10,6.0,8.6,2.3
1996/12/11,7.0,11.5,4.5
1996/12/12,7.4,10.2,5.9
1996/12/13,6.5,11.1,3.4
1996/12/14,7.0,14.8,1.2
1996/12/15,6.2,13.3,2.7
1996/12/16,8.5,17.3,1.0
1996/12/17,11.2,12.6,8.8
1996/12/18,7.5,11.4,2.4
1996/12/19,4.1,7.2,1.8
1996/12/20,3.0,5.4,0.9
1996/12/21,5.2,8.4,3.7
1996/12/22,7.3,12.3,1.6
1996/12/23,5.0,8.8,1.0
1996/12/24,5.7,11.4,0.2
1996/12/25,7.8,11.5,5.0
1996/12/26,5.8,8.4,1.5
1996/12/27,3.5,10.2,-0.8
1996/12/28,4.6,8.3,0.5
1996/12/29,4.4,11.7,-0.9
1996/12/30,7.7,15.4,2.6
1996/12/31,8.3,15.5,3.8
1997/1/1,10.7,17.5,3.4
1997/1/2,4.5,9.7,2.0
1997/1/3,4.3,6.5,1.7
1997/1/4,2.8,5.1,0.5
1997/1/5,2.3,4.8,-1.1
1997/1/6,4.5,6.7,2.4
1997/1/7,4.3,7.1,1.0
1997/1/8,2.3,4.8,0.9
1997/1/9,2.2,4.5,0.6
1997/1/10,3.2,6.7,0.2
1997/1/11,3.8,7.3,2.2
1997/1/12,4.6,9.2,0.8
1997/1/13,4.8,10.2,1.5
1997/1/14,5.4,10.8,0.2
1997/1/15,4.2,6.7,1.0
1997/1/16,3.3,9.0,-0.4
1997/1/17,5.5,12.0,0.7
1997/1/18,5.6,10.1,3.0
1997/1/19,4.6,7.8,2.3
1997/1/20,4.5,7.6,1.8
1997/1/21,1.7,6.9,-4.6
1997/1/22,-0.6,2.2,-5.2
1997/1/23,1.6,3.5,0.0
1997/1/24,2.5,3.5,1.7
1997/1/25,1.9,4.6,0.3
1997/1/26,2.0,5.1,0.6
1997/1/27,2.5,5.4,0.9
1997/1/28,3.6,8.6,1.1
1997/1/29,1.9,3.8,0.2
1997/1/30,0.9,3.3,-0.3
1997/1/31,1.6,6.3,-1.4
1997/2/1,0.9,4.4,-0.8
1997/2/2,2.5,5.6,0.1
1997/2/3,2.5,6.1,0.6
1997/2/4,1.6,4.9,-0.2
1997/2/5,2.8,7.8,0.3
1997/2/6,2.8,6.6,0.0
1997/2/7,3.9,6.9,0.7
1997/2/8,3.5,9.0,-0.9
1997/2/9,4.3,11.4,-0.8
1997/2/10,5.0,11.2,-0.4
1997/2/11,1.7,4.2,0.3
1997/2/12,1.8,4.2,0.3
1997/2/13,1.4,3.6,-0.3
1997/2/14,2.2,6.5,-0.8
1997/2/15,4.9,10.8,-0.6
1997/2/16,5.5,10.0,3.0
1997/2/17,2.4,4.2,0.7
1997/2/18,1.1,3.2,0.1
1997/2/19,1.0,2.8,-1.2
1997/2/20,4.5,9.0,1.1
1997/2/21,1.3,6.3,-2.3
1997/2/22,-0.6,1.8,-2.5
1997/2/23,1.0,6.9,-3.2
1997/2/24,3.6,11.1,-2.0
1997/2/25,6.6,13.6,-0.4
1997/2/26,8.2,11.0,4.0
1997/2/27,4.3,9.5,-0.2
1997/2/28,9.8,17.5,0.3
1997/3/1,8.2,14.2,2.4
1997/3/2,4.7,10.3,-1.0
1997/3/3,4.6,9.1,1.2
1997/3/4,4.2,8.1,0.8
1997/3/5,6.9,13.1,1.8
1997/3/6,10.6,18.1,1.8
1997/3/7,12.7,19.0,7.6
1997/3/8,6.8,11.1,2.4
1997/3/9,5.5,10.9,0.9
1997/3/10,6.4,13.8,-1.5
1997/3/11,8.3,11.1,3.7
1997/3/12,5.4,11.1,-0.3
1997/3/13,9.4,18.6,0.4
1997/3/14,12.4,18.2,9.2
1997/3/15,9.0,11.1,7.4
1997/3/16,7.5,9.1,5.6
1997/3/17,6.2,10.4,1.7
1997/3/18,5.2,11.4,-0.6
1997/3/19,6.8,12.2,1.9
1997/3/20,6.4,12.0,0.5
1997/3/21,9.3,17.3,1.4
1997/3/22,9.3,12.9,6.7
1997/3/23,6.9,12.3,2.2
1997/3/24,3.2,6.3,0.2
1997/3/25,7.0,14.8,-0.8
1997/3/26,9.7,16.4,3.6
1997/3/27,9.3,13.5,5.6
1997/3/28,10.6,17.9,3.1
1997/3/29,13.1,16.0,9.7
1997/3/30,8.7,14.0,4.3
1997/3/31,6.5,11.7,2.4
