ダウンロードした時刻：2017/07/24 15:41:59

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,4.7,11.2,-1.3
2009/1/2,5.0,11.3,-1.0
2009/1/3,6.1,12.4,-0.2
2009/1/4,7.5,12.9,3.4
2009/1/5,8.0,13.0,3.4
2009/1/6,7.7,13.4,2.3
2009/1/7,8.2,12.0,3.8
2009/1/8,8.8,11.7,6.7
2009/1/9,6.4,8.4,4.8
2009/1/10,7.2,13.7,3.1
2009/1/11,4.5,10.4,-1.5
2009/1/12,4.5,10.1,-0.6
2009/1/13,5.3,10.8,1.6
2009/1/14,5.3,11.8,-1.3
2009/1/15,5.1,10.0,-0.2
2009/1/16,4.4,9.8,-2.6
2009/1/17,6.7,12.0,0.6
2009/1/18,6.7,11.1,1.5
2009/1/19,9.8,15.5,4.5
2009/1/20,7.5,11.5,3.0
2009/1/21,8.1,12.5,4.2
2009/1/22,8.5,11.0,6.8
2009/1/23,10.8,14.9,8.0
2009/1/24,7.4,11.8,2.6
2009/1/25,5.0,11.1,-0.8
2009/1/26,5.7,12.5,-1.8
2009/1/27,6.9,12.0,0.7
2009/1/28,7.5,12.6,2.7
2009/1/29,10.4,16.4,3.1
2009/1/30,12.1,13.9,10.2
2009/1/31,12.8,14.9,10.5
2009/2/1,10.3,14.5,6.2
2009/2/2,7.8,11.8,5.0
2009/2/3,8.6,13.2,3.1
2009/2/4,9.7,11.9,6.2
2009/2/5,9.2,15.6,5.2
2009/2/6,9.0,14.6,3.1
2009/2/7,8.6,13.5,4.6
2009/2/8,10.4,15.8,4.2
2009/2/9,8.8,13.0,5.1
2009/2/10,8.3,13.8,4.4
2009/2/11,9.6,15.5,5.7
2009/2/12,8.7,14.5,3.2
2009/2/13,13.0,19.2,5.1
2009/2/14,19.6,26.2,12.9
2009/2/15,14.3,17.7,9.4
2009/2/16,12.1,16.5,5.6
2009/2/17,5.5,9.7,2.4
2009/2/18,5.7,10.3,-0.1
2009/2/19,7.4,10.4,2.8
2009/2/20,9.1,17.3,6.0
2009/2/21,7.8,12.5,4.2
2009/2/22,9.3,16.3,1.0
2009/2/23,10.2,13.6,8.5
2009/2/24,8.0,9.0,7.0
2009/2/25,11.9,16.8,8.6
2009/2/26,11.3,13.5,8.9
2009/2/27,7.9,9.1,7.0
2009/2/28,9.4,12.7,7.7
2009/3/1,8.8,12.0,5.7
2009/3/2,8.7,13.4,3.7
2009/3/3,5.0,8.1,3.3
2009/3/4,7.7,11.3,4.1
2009/3/5,9.3,13.7,3.9
2009/3/6,10.5,14.0,8.0
2009/3/7,10.8,15.5,5.8
2009/3/8,11.5,16.1,8.4
2009/3/9,10.8,14.0,7.0
2009/3/10,12.2,18.3,8.8
2009/3/11,8.4,14.1,4.1
2009/3/12,7.3,13.1,1.3
2009/3/13,8.3,12.9,4.6
2009/3/14,12.0,15.5,5.8
2009/3/15,7.7,13.0,1.4
2009/3/16,11.1,18.9,2.9
2009/3/17,14.8,22.0,7.3
2009/3/18,14.2,19.1,7.1
2009/3/19,16.8,24.2,9.2
2009/3/20,17.0,21.6,13.1
2009/3/21,13.1,15.5,10.7
2009/3/22,14.0,16.4,11.1
2009/3/23,14.4,18.8,11.3
2009/3/24,11.4,14.8,8.3
2009/3/25,8.9,14.1,5.6
2009/3/26,9.0,15.1,4.3
2009/3/27,10.5,15.1,6.9
2009/3/28,8.2,11.5,4.9
2009/3/29,8.5,12.7,2.7
2009/3/30,9.8,14.2,6.7
2009/3/31,10.3,14.3,5.4
2009/4/1,11.6,16.0,7.4
2009/4/2,11.6,17.9,5.0
2009/4/3,11.1,15.9,5.1
2009/4/4,11.8,17.6,6.4
2009/4/5,12.3,15.9,8.7
2009/4/6,13.0,18.2,7.3
2009/4/7,13.4,18.5,7.1
2009/4/8,13.7,18.6,8.0
2009/4/9,15.5,21.7,8.4
2009/4/10,15.4,20.5,9.8
2009/4/11,16.5,23.7,9.6
2009/4/12,17.2,23.1,13.3
2009/4/13,16.7,21.5,11.1
2009/4/14,15.3,17.1,14.0
2009/4/15,18.2,22.7,14.8
2009/4/16,19.7,28.3,12.6
2009/4/17,17.3,20.9,14.5
2009/4/18,15.7,19.3,14.0
2009/4/19,18.0,24.1,12.2
2009/4/20,17.4,20.9,14.3
2009/4/21,16.5,18.2,14.6
2009/4/22,20.4,26.9,13.9
2009/4/23,17.5,21.9,11.8
2009/4/24,16.4,20.6,13.2
2009/4/25,14.1,15.4,12.7
2009/4/26,15.6,19.1,12.3
2009/4/27,14.7,20.3,8.2
2009/4/28,13.5,17.4,9.6
2009/4/29,14.4,19.5,7.8
2009/4/30,16.7,23.1,10.2
2009/5/1,17.8,23.6,11.1
