ダウンロードした時刻：2019/10/10 15:43:39

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,11.3,15.1,8.8
1993/12/2,10.4,15.8,5.6
1993/12/3,9.5,13.4,6.3
1993/12/4,4.3,6.8,2.1
1993/12/5,4.4,6.4,1.7
1993/12/6,5.6,7.9,2.4
1993/12/7,5.8,8.7,3.3
1993/12/8,6.5,11.1,2.0
1993/12/9,7.1,9.2,3.8
1993/12/10,6.7,9.9,3.8
1993/12/11,8.0,11.3,5.6
1993/12/12,6.8,9.3,4.8
1993/12/13,6.0,9.0,2.9
1993/12/14,4.6,8.6,1.7
1993/12/15,2.0,2.8,0.5
1993/12/16,2.5,5.5,-0.3
1993/12/17,3.1,7.8,0.7
1993/12/18,3.0,5.3,-0.2
1993/12/19,4.1,6.6,1.4
1993/12/20,6.0,10.7,0.1
1993/12/21,6.6,10.4,2.7
1993/12/22,1.7,4.2,-1.1
1993/12/23,2.2,6.3,-1.7
1993/12/24,5.3,7.3,3.5
1993/12/25,5.3,8.8,3.2
1993/12/26,7.6,12.3,2.7
1993/12/27,7.3,9.7,4.7
1993/12/28,4.6,6.9,1.9
1993/12/29,5.5,7.0,3.4
1993/12/30,5.7,10.4,2.4
1993/12/31,5.1,9.9,2.9
1994/1/1,2.8,5.1,1.0
1994/1/2,4.6,8.3,0.9
1994/1/3,6.7,9.5,4.0
1994/1/4,4.9,8.4,0.9
1994/1/5,2.0,4.8,-0.7
1994/1/6,3.7,9.2,-0.7
1994/1/7,1.6,6.9,-1.2
1994/1/8,1.5,5.1,-1.3
1994/1/9,4.3,7.1,1.4
1994/1/10,5.9,8.4,2.1
1994/1/11,5.0,8.9,0.0
1994/1/12,3.6,5.4,1.2
1994/1/13,2.9,5.0,1.3
1994/1/14,3.5,7.2,1.6
1994/1/15,2.6,5.1,0.4
1994/1/16,3.8,9.6,-0.6
1994/1/17,4.1,6.8,1.4
1994/1/18,2.2,6.1,-0.7
1994/1/19,-0.3,0.6,-1.3
1994/1/20,0.3,1.5,-0.9
1994/1/21,1.9,3.7,-0.1
1994/1/22,1.7,4.7,-0.7
1994/1/23,0.7,3.4,-0.8
1994/1/24,-0.2,2.0,-2.2
1994/1/25,1.3,4.4,-1.6
1994/1/26,3.7,7.1,0.8
1994/1/27,2.6,6.7,0.1
1994/1/28,0.8,2.6,-1.2
1994/1/29,0.4,1.9,-1.1
1994/1/30,-0.2,1.1,-2.4
1994/1/31,0.1,1.7,-2.5
1994/2/1,2.2,4.4,-1.2
1994/2/2,0.5,4.0,-1.1
1994/2/3,0.3,2.5,-1.5
1994/2/4,2.0,4.4,-1.9
1994/2/5,3.2,7.4,-1.4
1994/2/6,3.7,6.8,1.2
1994/2/7,4.6,9.6,1.2
1994/2/8,4.8,7.6,-1.0
1994/2/9,5.1,7.7,2.8
1994/2/10,2.7,5.3,0.2
1994/2/11,1.2,2.9,-0.3
1994/2/12,-0.1,1.1,-1.7
1994/2/13,-1.2,1.0,-2.9
1994/2/14,1.5,3.1,-1.3
1994/2/15,4.1,6.3,2.5
1994/2/16,4.5,5.2,2.2
1994/2/17,3.4,4.8,2.1
1994/2/18,4.7,8.4,1.3
1994/2/19,5.1,11.3,0.2
1994/2/20,6.7,14.4,-0.6
1994/2/21,8.7,11.5,4.8
1994/2/22,2.3,5.1,0.1
1994/2/23,1.6,3.6,-1.5
1994/2/24,2.2,4.9,-0.6
1994/2/25,3.9,6.9,1.1
1994/2/26,4.0,5.9,0.8
1994/2/27,3.9,6.4,0.8
1994/2/28,3.6,6.4,1.7
1994/3/1,3.7,7.5,0.9
1994/3/2,2.8,5.5,0.6
1994/3/3,4.4,9.3,0.0
1994/3/4,2.4,6.8,-1.1
1994/3/5,2.5,4.8,1.5
1994/3/6,2.6,5.3,-0.3
1994/3/7,4.3,8.4,-1.8
1994/3/8,9.0,11.8,6.7
1994/3/9,7.9,10.6,3.6
1994/3/10,2.2,3.8,0.6
1994/3/11,2.7,6.1,-0.1
1994/3/12,4.0,6.2,1.9
1994/3/13,2.9,4.9,1.8
1994/3/14,1.7,3.8,-0.2
1994/3/15,1.6,4.4,-1.2
1994/3/16,4.7,9.7,-0.7
1994/3/17,5.1,8.4,3.0
1994/3/18,4.3,8.2,0.4
1994/3/19,6.2,12.5,0.1
1994/3/20,4.5,6.4,2.7
1994/3/21,3.9,7.0,1.4
1994/3/22,4.6,8.7,-0.9
1994/3/23,8.2,11.1,4.5
1994/3/24,6.6,9.1,3.0
1994/3/25,4.2,7.6,2.1
1994/3/26,3.5,7.3,0.6
1994/3/27,4.1,8.4,0.6
1994/3/28,8.0,13.9,1.1
1994/3/29,6.3,9.0,4.5
1994/3/30,5.7,8.8,2.1
1994/3/31,6.2,12.1,0.8
