ダウンロードした時刻：2019/10/10 16:01:44

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,9.9,12.8,4.8
1985/12/2,12.0,15.4,8.3
1985/12/3,10.1,13.0,7.5
1985/12/4,12.3,15.3,8.2
1985/12/5,12.3,14.8,10.1
1985/12/6,12.4,14.5,9.1
1985/12/7,8.2,9.4,7.7
1985/12/8,9.5,11.1,8.1
1985/12/9,8.5,11.3,5.3
1985/12/10,5.4,9.3,3.0
1985/12/11,6.2,9.6,3.3
1985/12/12,5.7,9.5,2.2
1985/12/13,5.9,10.1,2.4
1985/12/14,8.0,11.2,5.5
1985/12/15,4.8,7.3,2.7
1985/12/16,3.8,7.4,-0.5
1985/12/17,3.5,6.5,1.0
1985/12/18,4.1,8.3,0.3
1985/12/19,6.7,10.2,3.6
1985/12/20,5.5,9.7,2.7
1985/12/21,5.4,9.0,2.4
1985/12/22,5.1,6.7,3.2
1985/12/23,7.8,10.1,5.4
1985/12/24,6.3,8.9,3.2
1985/12/25,5.7,8.5,2.5
1985/12/26,6.4,9.5,3.0
1985/12/27,7.5,11.8,4.2
1985/12/28,5.8,8.2,3.4
1985/12/29,9.7,12.4,3.7
1985/12/30,13.7,16.3,11.8
1985/12/31,12.3,16.2,8.0
1986/1/1,7.1,8.3,5.6
1986/1/2,5.5,8.2,2.5
1986/1/3,5.5,8.6,1.4
1986/1/4,8.0,12.6,4.7
1986/1/5,2.8,7.5,-0.4
1986/1/6,1.3,4.1,-0.8
1986/1/7,4.9,8.8,1.2
1986/1/8,7.2,10.8,4.3
1986/1/9,2.7,4.8,1.2
1986/1/10,2.6,5.5,0.5
1986/1/11,2.7,6.8,0.0
1986/1/12,3.8,7.4,0.6
1986/1/13,5.3,8.2,2.2
1986/1/14,3.9,9.1,0.5
1986/1/15,5.7,9.0,1.4
1986/1/16,4.9,6.4,4.1
1986/1/17,6.5,10.2,4.0
1986/1/18,6.5,9.4,4.5
1986/1/19,6.2,8.5,2.5
1986/1/20,5.9,8.4,4.4
1986/1/21,5.2,8.0,3.1
1986/1/22,3.9,7.6,1.0
1986/1/23,3.9,7.3,1.2
1986/1/24,3.5,8.3,0.3
1986/1/25,4.1,7.8,0.4
1986/1/26,3.1,6.3,0.8
1986/1/27,3.3,8.3,0.1
1986/1/28,3.7,7.5,-0.1
1986/1/29,4.5,7.0,1.0
1986/1/30,6.6,11.1,2.1
1986/1/31,6.6,9.5,4.5
1986/2/1,4.4,7.0,2.3
1986/2/2,5.2,9.7,2.1
1986/2/3,7.5,10.9,4.8
1986/2/4,3.8,6.0,2.0
1986/2/5,4.7,9.2,1.6
1986/2/6,2.7,5.8,-0.6
1986/2/7,3.0,5.8,-0.4
1986/2/8,1.0,2.6,-0.3
1986/2/9,3.3,8.0,-1.0
1986/2/10,2.8,4.3,1.4
1986/2/11,1.3,3.1,-0.3
1986/2/12,3.5,7.0,-0.1
1986/2/13,8.1,11.4,3.0
1986/2/14,9.8,14.8,6.6
1986/2/15,5.8,8.2,1.2
1986/2/16,2.5,5.8,-0.3
1986/2/17,3.5,8.4,-0.7
1986/2/18,2.4,4.1,0.6
1986/2/19,3.5,6.3,1.1
1986/2/20,5.5,9.9,2.0
1986/2/21,5.5,10.0,1.9
1986/2/22,4.9,10.5,0.8
1986/2/23,6.8,10.6,1.8
1986/2/24,4.6,9.8,1.6
1986/2/25,3.2,8.5,-0.4
1986/2/26,3.7,7.7,-0.3
1986/2/27,6.8,11.0,2.2
1986/2/28,3.6,7.4,1.1
1986/3/1,4.8,10.5,0.3
1986/3/2,3.4,7.8,1.6
1986/3/3,5.6,11.4,1.6
1986/3/4,3.0,4.5,1.3
1986/3/5,6.5,12.6,1.8
1986/3/6,4.8,8.6,1.9
1986/3/7,7.9,13.6,3.5
1986/3/8,8.7,12.2,5.6
1986/3/9,12.8,16.5,7.8
1986/3/10,13.8,16.2,12.2
1986/3/11,8.8,13.5,4.6
1986/3/12,7.6,11.4,4.5
1986/3/13,10.1,15.0,4.4
1986/3/14,6.0,10.7,3.3
1986/3/15,5.4,8.0,2.9
1986/3/16,11.9,18.9,7.3
1986/3/17,7.2,13.0,3.7
1986/3/18,7.4,10.6,3.4
1986/3/19,8.4,9.9,7.7
1986/3/20,9.1,15.2,4.6
1986/3/21,8.6,13.5,3.7
1986/3/22,6.7,8.8,4.8
1986/3/23,4.2,6.6,2.2
1986/3/24,6.6,10.3,3.9
1986/3/25,6.5,11.0,2.2
1986/3/26,8.6,13.5,4.4
1986/3/27,12.2,16.4,6.9
1986/3/28,9.4,14.5,4.6
1986/3/29,6.9,8.3,4.5
1986/3/30,10.5,13.8,7.2
1986/3/31,10.9,14.6,7.8
