ダウンロードした時刻：2019/10/10 16:20:39

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,4.5,6.1,1.6
1996/12/2,5.2,8.7,0.9
1996/12/3,8.4,13.5,5.3
1996/12/4,12.7,18.6,5.4
1996/12/5,12.7,18.7,5.3
1996/12/6,4.5,6.2,2.8
1996/12/7,4.8,6.8,3.2
1996/12/8,6.5,8.9,4.0
1996/12/9,9.8,14.7,6.2
1996/12/10,11.1,14.1,8.0
1996/12/11,9.3,13.4,5.9
1996/12/12,8.9,13.8,5.3
1996/12/13,9.3,15.2,5.4
1996/12/14,9.9,15.8,5.3
1996/12/15,10.0,16.5,5.3
1996/12/16,13.0,19.3,7.1
1996/12/17,14.6,18.4,12.3
1996/12/18,8.5,13.4,7.0
1996/12/19,7.0,8.6,5.3
1996/12/20,8.3,11.1,6.6
1996/12/21,8.4,12.6,6.1
1996/12/22,12.1,15.8,6.3
1996/12/23,7.6,10.5,3.7
1996/12/24,8.4,13.5,2.9
1996/12/25,12.1,17.3,7.5
1996/12/26,10.3,15.6,6.1
1996/12/27,10.3,16.0,6.1
1996/12/28,10.7,15.1,7.5
1996/12/29,10.3,16.0,5.4
1996/12/30,11.7,17.4,7.1
1996/12/31,12.8,18.0,9.2
1997/1/1,13.3,17.5,7.7
1997/1/2,6.4,8.5,4.9
1997/1/3,6.5,8.5,3.4
1997/1/4,5.9,9.4,2.6
1997/1/5,7.5,12.1,3.9
1997/1/6,4.8,6.6,3.7
1997/1/7,4.7,6.1,3.7
1997/1/8,3.8,6.6,0.7
1997/1/9,4.7,9.3,0.4
1997/1/10,6.0,7.6,4.2
1997/1/11,6.7,11.8,2.3
1997/1/12,7.6,9.8,6.3
1997/1/13,8.4,13.9,4.1
1997/1/14,9.9,13.0,7.2
1997/1/15,8.5,12.5,4.6
1997/1/16,7.8,10.7,3.4
1997/1/17,7.9,12.7,3.6
1997/1/18,8.5,11.1,4.1
1997/1/19,6.2,9.8,3.7
1997/1/20,7.1,13.5,2.4
1997/1/21,6.2,11.2,2.5
1997/1/22,2.8,6.3,0.6
1997/1/23,3.9,8.5,-0.8
1997/1/24,5.2,6.9,4.2
1997/1/25,5.6,9.2,3.2
1997/1/26,8.5,11.5,4.0
1997/1/27,9.1,11.9,6.7
1997/1/28,8.5,10.5,5.6
1997/1/29,5.5,7.1,4.0
1997/1/30,5.6,8.3,3.0
1997/1/31,4.3,8.7,0.7
1997/2/1,6.8,10.0,2.2
1997/2/2,5.4,7.0,4.8
1997/2/3,6.2,9.8,3.0
1997/2/4,6.2,10.6,2.1
1997/2/5,7.4,11.2,2.9
1997/2/6,7.5,9.6,4.6
1997/2/7,6.8,9.0,3.3
1997/2/8,8.1,12.4,4.4
1997/2/9,8.7,14.6,3.6
1997/2/10,8.8,13.1,4.2
1997/2/11,6.0,10.0,3.1
1997/2/12,5.3,8.1,3.4
1997/2/13,5.3,9.0,2.7
1997/2/14,5.5,11.3,0.5
1997/2/15,6.5,8.6,4.7
1997/2/16,5.9,8.6,3.6
1997/2/17,4.8,9.2,1.2
1997/2/18,5.4,8.5,1.9
1997/2/19,5.1,7.8,3.3
1997/2/20,9.6,13.3,3.1
1997/2/21,8.8,13.3,5.6
1997/2/22,6.4,11.7,2.5
1997/2/23,7.1,12.8,1.6
1997/2/24,9.7,16.0,3.5
1997/2/25,16.3,20.4,11.5
1997/2/26,13.7,17.3,9.8
1997/2/27,12.6,18.3,7.5
1997/2/28,16.4,20.8,12.3
1997/3/1,12.5,17.9,8.0
1997/3/2,9.9,12.2,7.2
1997/3/3,8.6,10.6,4.4
1997/3/4,7.6,13.4,2.4
1997/3/5,10.0,16.0,4.7
1997/3/6,13.3,18.0,6.6
1997/3/7,15.0,18.9,11.5
1997/3/8,12.7,17.9,8.1
1997/3/9,12.2,18.4,6.7
1997/3/10,15.8,20.3,10.9
1997/3/11,15.0,18.7,10.3
1997/3/12,11.4,13.9,10.2
1997/3/13,13.5,14.9,11.4
1997/3/14,16.1,19.7,13.3
1997/3/15,12.6,14.4,10.7
1997/3/16,10.9,13.2,8.8
1997/3/17,10.0,13.6,7.2
1997/3/18,11.5,16.0,7.8
1997/3/19,11.8,15.4,9.6
1997/3/20,11.0,13.2,9.2
1997/3/21,11.7,15.6,9.2
1997/3/22,12.6,16.9,9.8
1997/3/23,11.3,15.5,7.4
1997/3/24,8.9,14.1,5.6
1997/3/25,10.2,15.0,4.2
1997/3/26,10.6,11.5,9.2
1997/3/27,11.8,17.1,6.9
1997/3/28,12.4,17.6,7.0
1997/3/29,14.7,17.6,12.4
1997/3/30,11.3,14.8,7.9
1997/3/31,9.8,14.3,4.9
