É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:50:52

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1983/12/1,9.0,12.6,5.5
1983/12/2,9.6,16.6,3.9
1983/12/3,7.8,16.4,2.7
1983/12/4,6.6,10.9,3.0
1983/12/5,5.6,10.7,-0.9
1983/12/6,6.2,11.4,1.8
1983/12/7,5.6,13.1,0.8
1983/12/8,7.6,13.4,2.5
1983/12/9,7.3,13.7,2.6
1983/12/10,7.3,15.0,1.6
1983/12/11,7.1,13.1,2.6
1983/12/12,6.3,11.8,3.1
1983/12/13,4.6,11.7,-1.6
1983/12/14,5.9,14.3,-0.5
1983/12/15,3.8,7.5,-0.5
1983/12/16,4.7,11.4,-0.4
1983/12/17,2.2,5.9,-1.5
1983/12/18,1.9,6.9,-1.5
1983/12/19,2.9,9.8,-3.3
1983/12/20,2.8,7.5,-0.9
1983/12/21,3.3,9.2,-1.3
1983/12/22,2.8,7.2,-2.8
1983/12/23,5.5,14.5,1.0
1983/12/24,2.7,6.8,0.4
1983/12/25,1.7,7.9,-2.2
1983/12/26,1.4,6.2,-2.2
1983/12/27,1.5,7.5,-3.2
1983/12/28,0.7,6.1,-5.0
1983/12/29,1.8,8.7,-3.5
1983/12/30,1.2,6.5,-2.9
1983/12/31,3.6,9.0,0.0
1984/1/1,3.5,10.3,-1.5
1984/1/2,2.4,9.4,-4.0
1984/1/3,2.1,7.7,-3.6
1984/1/4,4.8,10.0,0.7
1984/1/5,2.3,7.8,-2.0
1984/1/6,2.6,8.5,-2.3
1984/1/7,2.2,8.1,-2.8
1984/1/8,0.0,7.3,-5.5
1984/1/9,1.8,9.4,-3.7
1984/1/10,3.4,11.4,-4.2
1984/1/11,3.3,8.6,-0.9
1984/1/12,1.5,7.0,-3.0
1984/1/13,1.3,9.0,-4.7
1984/1/14,2.5,9.0,-2.5
1984/1/15,4.1,11.5,-3.0
1984/1/16,1.2,5.4,-2.9
1984/1/17,0.4,6.6,-4.0
1984/1/18,1.4,7.2,-4.0
1984/1/19,-0.6,0.5,-1.4
1984/1/20,-1.2,4.1,-4.8
1984/1/21,-1.9,1.9,-7.1
1984/1/22,1.8,5.0,-0.8
1984/1/23,3.1,7.4,-0.8
1984/1/24,1.7,5.9,-2.3
1984/1/25,-0.4,4.6,-5.4
1984/1/26,0.6,6.2,-3.3
1984/1/27,1.5,7.5,-4.4
1984/1/28,1.6,6.7,-3.4
1984/1/29,1.1,5.7,-2.0
1984/1/30,0.6,5.9,-3.5
1984/1/31,-0.4,1.1,-1.7
1984/2/1,3.3,8.6,-1.1
1984/2/2,1.7,8.9,-3.5
1984/2/3,-0.1,5.3,-4.1
1984/2/4,-1.5,2.4,-4.6
1984/2/5,-1.5,3.8,-7.0
1984/2/6,-0.4,3.8,-5.0
1984/2/7,-2.8,1.8,-7.2
1984/2/8,-1.5,3.5,-6.6
1984/2/9,-0.9,5.1,-7.3
1984/2/10,-0.4,4.8,-6.0
1984/2/11,1.5,8.1,-4.2
1984/2/12,0.3,3.7,-3.5
1984/2/13,1.9,5.4,0.0
1984/2/14,2.1,6.7,-0.8
1984/2/15,2.3,6.6,-0.6
1984/2/16,0.5,5.5,-4.0
1984/2/17,-0.9,2.4,-3.8
1984/2/18,-0.1,4.9,-4.5
1984/2/19,0.9,5.6,-5.0
1984/2/20,0.2,5.0,-4.5
1984/2/21,2.6,7.6,-3.1
1984/2/22,3.6,10.0,-2.3
1984/2/23,1.7,5.4,0.2
1984/2/24,5.3,9.7,2.7
1984/2/25,2.2,5.9,-0.8
1984/2/26,1.2,4.7,0.2
1984/2/27,3.6,8.1,-0.1
1984/2/28,1.6,5.2,-1.8
1984/2/29,0.7,6.3,-4.7
1984/3/1,1.6,7.0,-4.3
1984/3/2,2.5,8.8,-3.3
1984/3/3,4.0,10.1,-1.6
1984/3/4,3.2,8.5,-0.5
1984/3/5,3.0,9.8,-2.2
1984/3/6,3.1,10.6,-3.0
1984/3/7,4.0,9.9,-0.9
1984/3/8,4.0,10.8,-2.7
1984/3/9,4.6,10.3,-1.3
1984/3/10,2.7,4.3,1.6
1984/3/11,3.3,8.0,-0.2
1984/3/12,3.5,12.8,-3.5
1984/3/13,3.6,9.5,-1.5
1984/3/14,0.7,3.3,-0.4
1984/3/15,3.7,8.8,-2.2
1984/3/16,1.2,3.4,0.5
1984/3/17,4.9,12.6,-1.2
1984/3/18,6.0,11.4,1.5
1984/3/19,2.0,5.0,0.2
1984/3/20,2.5,5.7,0.3
1984/3/21,4.0,9.2,0.6
1984/3/22,2.6,7.5,-1.2
1984/3/23,3.4,10.3,-0.8
1984/3/24,3.8,7.5,-0.4
1984/3/25,8.0,15.4,1.1
1984/3/26,6.2,12.7,1.5
1984/3/27,6.3,13.5,-0.6
1984/3/28,3.4,6.1,-0.1
1984/3/29,8.1,17.1,-0.7
1984/3/30,10.9,19.3,2.5
1984/3/31,8.1,21.7,0.8
