ダウンロードした時刻：2019/10/10 15:37:35

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,2.3,6.7,0.2
2018/12/2,2.3,9.1,-2.2
2018/12/3,5.1,13.7,-0.9
2018/12/4,9.4,13.2,5.3
2018/12/5,7.2,13.0,-1.0
2018/12/6,-0.1,1.1,-2.1
2018/12/7,2.3,8.5,-1.0
2018/12/8,-1.2,1.4,-3.3
2018/12/9,-2.2,1.7,-5.5
2018/12/10,-2.0,2.7,-6.0
2018/12/11,-1.4,3.0,-6.4
2018/12/12,0.6,3.4,-1.3
2018/12/13,0.6,2.6,-3.7
2018/12/14,-0.5,2.8,-3.8
2018/12/15,-2.1,2.2,-7.1
2018/12/16,1.2,3.9,-0.8
2018/12/17,3.2,8.8,0.5
2018/12/18,1.8,5.4,-0.3
2018/12/19,0.4,3.3,-2.1
2018/12/20,2.4,5.6,-0.8
2018/12/21,2.9,6.8,-0.2
2018/12/22,1.7,7.8,-1.7
2018/12/23,1.3,5.8,-3.1
2018/12/24,1.3,3.2,0.1
2018/12/25,0.8,2.3,-2.2
2018/12/26,2.8,5.7,0.0
2018/12/27,-2.9,0.2,-7.0
2018/12/28,-3.7,-0.3,-7.1
2018/12/29,-3.0,0.0,-5.1
2018/12/30,-2.7,-0.3,-6.0
2018/12/31,-2.1,3.4,-7.3
2019/1/1,-0.6,3.2,-5.0
2019/1/2,-2.3,2.8,-6.3
2019/1/3,-1.2,2.5,-4.3
2019/1/4,0.8,3.9,-3.5
2019/1/5,0.2,3.5,-3.4
2019/1/6,-1.7,2.8,-6.3
2019/1/7,-0.6,2.4,-2.9
2019/1/8,-1.9,1.8,-5.8
2019/1/9,-1.6,1.1,-5.3
2019/1/10,3.0,6.1,-0.4
2019/1/11,0.2,2.5,-3.9
2019/1/12,-1.2,4.3,-5.5
2019/1/13,-2.1,3.6,-7.2
2019/1/14,-3.1,3.9,-8.9
2019/1/15,-2.1,2.5,-8.6
2019/1/16,-0.2,1.7,-2.0
2019/1/17,-2.1,1.8,-5.2
2019/1/18,-2.4,0.0,-6.0
2019/1/19,0.4,2.7,-2.0
2019/1/20,0.0,2.6,-2.4
2019/1/21,-3.0,-0.5,-5.5
2019/1/22,-1.5,2.3,-5.0
2019/1/23,-0.7,1.6,-4.0
2019/1/24,-3.0,-0.9,-5.8
2019/1/25,-3.0,2.4,-9.0
2019/1/26,-2.9,2.5,-7.7
2019/1/27,-1.6,2.0,-7.4
2019/1/28,-0.9,0.4,-3.1
2019/1/29,-0.1,2.8,-3.0
2019/1/30,0.0,3.7,-3.1
2019/1/31,0.2,4.0,-4.0
2019/2/1,-3.6,-1.5,-4.9
2019/2/2,-0.8,3.3,-5.0
2019/2/3,-0.2,5.0,-6.4
2019/2/4,2.7,9.0,-2.4
2019/2/5,0.1,4.0,-4.6
2019/2/6,-0.2,3.9,-3.5
2019/2/7,0.7,4.7,-2.8
2019/2/8,-5.7,-2.1,-8.0
2019/2/9,-3.9,-0.2,-6.9
2019/2/10,-3.7,0.2,-7.5
2019/2/11,-1.8,1.5,-4.3
2019/2/12,-3.0,1.0,-5.7
2019/2/13,-4.3,-0.4,-8.0
2019/2/14,-3.5,0.9,-8.4
2019/2/15,-2.4,0.1,-5.0
2019/2/16,-0.1,4.9,-4.8
2019/2/17,0.3,2.5,-2.7
2019/2/18,3.0,7.4,-1.8
2019/2/19,2.1,6.1,-2.2
2019/2/20,3.3,5.0,1.7
2019/2/21,3.5,8.5,-0.6
2019/2/22,3.2,6.2,-0.7
2019/2/23,2.2,7.2,-2.4
2019/2/24,1.7,8.6,-4.0
2019/2/25,3.2,12.1,-2.0
2019/2/26,0.7,6.1,-4.3
2019/2/27,0.5,6.2,-4.7
2019/2/28,2.6,9.2,-2.9
2019/3/1,2.9,8.9,-2.4
2019/3/2,4.3,8.5,-0.6
2019/3/3,3.6,11.8,-4.0
2019/3/4,4.7,11.9,-1.2
2019/3/5,4.4,11.5,-0.8
2019/3/6,5.4,13.3,-1.4
2019/3/7,2.2,6.9,-1.7
2019/3/8,1.7,6.0,-2.3
2019/3/9,5.8,13.0,-1.1
2019/3/10,9.6,15.2,5.2
2019/3/11,4.5,7.3,1.9
2019/3/12,5.9,9.0,2.3
2019/3/13,3.1,7.5,-1.4
2019/3/14,0.9,3.8,-1.5
2019/3/15,2.5,6.3,-2.3
2019/3/16,4.3,9.8,0.5
2019/3/17,2.3,6.2,-1.6
2019/3/18,3.4,9.4,-2.7
2019/3/19,5.9,14.1,-1.2
2019/3/20,9.5,19.0,-0.1
2019/3/21,9.1,13.5,4.8
2019/3/22,6.1,11.4,1.6
2019/3/23,1.0,4.6,-3.6
2019/3/24,-0.9,2.9,-4.8
2019/3/25,3.3,8.9,-1.3
2019/3/26,7.8,14.9,2.6
2019/3/27,2.3,5.2,0.3
2019/3/28,1.9,5.6,-0.9
2019/3/29,2.0,7.6,-3.0
2019/3/30,0.4,7.5,-5.3
2019/3/31,0.0,1.8,-1.2
