ダウンロードした時刻：2019/10/10 15:40:26

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,0.9,3.5,-0.1
1981/12/2,2.3,6.1,-0.1
1981/12/3,2.1,6.0,-0.9
1981/12/4,5.2,11.4,-2.5
1981/12/5,5.0,11.5,0.8
1981/12/6,3.8,10.3,-0.5
1981/12/7,2.4,7.6,-3.3
1981/12/8,4.6,7.8,1.6
1981/12/9,3.3,6.4,0.6
1981/12/10,3.8,7.2,0.7
1981/12/11,2.5,9.5,-3.0
1981/12/12,5.9,11.9,-0.5
1981/12/13,0.6,5.5,-1.6
1981/12/14,-1.6,0.9,-4.3
1981/12/15,0.3,3.5,-5.2
1981/12/16,3.8,7.9,-0.7
1981/12/17,2.8,8.7,-1.0
1981/12/18,5.6,8.6,0.3
1981/12/19,3.5,7.5,-1.5
1981/12/20,4.7,7.4,2.8
1981/12/21,5.0,8.4,0.0
1981/12/22,3.7,12.3,-2.0
1981/12/23,8.1,13.3,1.2
1981/12/24,2.2,10.0,0.6
1981/12/25,2.1,6.7,-1.6
1981/12/26,3.9,12.2,-2.6
1981/12/27,5.1,11.3,-0.8
1981/12/28,6.7,14.3,0.3
1981/12/29,7.9,14.8,1.2
1981/12/30,5.2,10.0,2.8
1981/12/31,1.2,2.8,-0.2
1982/1/1,3.3,7.2,1.5
1982/1/2,0.9,4.0,-2.0
1982/1/3,1.1,6.3,-2.6
1982/1/4,5.4,11.2,-3.8
1982/1/5,7.6,10.7,4.0
1982/1/6,2.2,5.1,-1.8
1982/1/7,-0.7,4.1,-3.5
1982/1/8,0.2,4.9,-4.9
1982/1/9,1.3,7.4,-3.2
1982/1/10,2.5,5.6,-1.9
1982/1/11,0.6,5.4,-5.1
1982/1/12,5.2,10.7,-0.3
1982/1/13,5.2,9.5,2.6
1982/1/14,1.3,3.7,-0.8
1982/1/15,0.7,3.2,-1.3
1982/1/16,-0.3,4.1,-3.6
1982/1/17,-1.3,2.0,-5.4
1982/1/18,0.7,4.3,-5.2
1982/1/19,-0.2,2.6,-3.3
1982/1/20,-1.0,2.2,-4.5
1982/1/21,4.0,8.3,-4.8
1982/1/22,4.8,8.5,2.2
1982/1/23,1.7,7.2,-2.1
1982/1/24,2.3,6.4,-2.3
1982/1/25,1.9,6.9,-2.8
1982/1/26,2.2,5.9,-0.5
1982/1/27,0.7,6.5,-4.0
1982/1/28,0.3,5.0,-2.7
1982/1/29,-1.5,-0.3,-2.9
1982/1/30,-1.6,1.4,-3.9
1982/1/31,1.5,4.8,-4.2
1982/2/1,0.1,3.0,-1.9
1982/2/2,-1.2,2.3,-3.7
1982/2/3,1.4,7.6,-6.1
1982/2/4,1.3,4.3,-1.5
1982/2/5,-1.6,1.8,-5.3
1982/2/6,-1.6,5.4,-7.9
1982/2/7,-4.2,-0.8,-7.3
1982/2/8,-4.0,-1.0,-9.9
1982/2/9,-1.8,1.1,-4.2
1982/2/10,-1.0,1.1,-3.1
1982/2/11,0.4,4.2,-3.8
1982/2/12,0.9,6.7,-4.7
1982/2/13,0.5,5.8,-4.1
1982/2/14,0.3,5.6,-3.6
1982/2/15,0.4,5.5,-4.1
1982/2/16,1.6,7.6,-5.1
1982/2/17,1.2,5.2,-3.2
1982/2/18,3.4,7.1,-0.3
1982/2/19,2.6,6.2,-1.6
1982/2/20,6.2,10.8,2.6
1982/2/21,7.8,12.1,5.1
1982/2/22,4.3,7.0,2.1
1982/2/23,2.4,5.7,-0.7
1982/2/24,1.7,6.3,-2.7
1982/2/25,-0.1,3.7,-2.9
1982/2/26,-1.5,2.1,-4.1
1982/2/27,3.5,8.9,-1.2
1982/2/28,5.3,12.4,-2.9
1982/3/1,1.7,5.1,0.4
1982/3/2,2.7,6.2,0.8
1982/3/3,3.0,6.6,0.0
1982/3/4,5.2,11.7,-2.6
1982/3/5,8.7,15.2,3.7
1982/3/6,4.0,10.1,0.6
1982/3/7,0.7,5.0,-1.1
1982/3/8,2.1,8.1,-4.8
1982/3/9,4.5,10.1,0.2
1982/3/10,6.7,13.8,-1.8
1982/3/11,7.5,13.3,2.8
1982/3/12,7.0,16.5,-0.3
1982/3/13,9.1,15.8,4.2
1982/3/14,5.3,12.1,-0.2
1982/3/15,8.5,12.3,1.2
1982/3/16,11.7,16.2,4.9
1982/3/17,5.8,10.7,2.4
1982/3/18,4.1,8.8,0.7
1982/3/19,5.8,10.4,1.8
1982/3/20,2.0,5.0,0.3
1982/3/21,6.1,9.3,1.9
1982/3/22,9.7,14.8,6.7
1982/3/23,7.4,15.2,0.6
1982/3/24,4.8,9.3,1.0
1982/3/25,2.9,8.0,-0.5
1982/3/26,1.9,6.7,-2.4
1982/3/27,1.9,6.4,-3.1
1982/3/28,3.0,9.0,-3.4
1982/3/29,5.4,13.2,-2.4
1982/3/30,10.0,21.1,-1.2
1982/3/31,8.4,11.2,5.0
