ダウンロードした時刻：2019/10/10 16:16:15

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,11.8,18.0,7.0
1998/12/2,11.9,15.6,10.0
1998/12/3,11.1,12.6,8.5
1998/12/4,10.9,15.6,5.5
1998/12/5,12.4,15.9,8.0
1998/12/6,10.5,13.9,6.8
1998/12/7,11.2,12.8,6.8
1998/12/8,10.0,12.8,5.1
1998/12/9,6.9,11.6,2.8
1998/12/10,6.8,11.8,2.4
1998/12/11,7.7,11.0,3.3
1998/12/12,7.1,12.1,3.1
1998/12/13,7.5,15.1,0.5
1998/12/14,11.5,16.1,5.2
1998/12/15,11.8,14.8,8.5
1998/12/16,11.2,14.7,8.0
1998/12/17,10.9,16.3,5.8
1998/12/18,8.5,13.3,4.5
1998/12/19,10.6,16.9,3.0
1998/12/20,12.5,15.4,6.3
1998/12/21,7.3,12.2,3.0
1998/12/22,8.7,16.6,1.3
1998/12/23,10.1,14.1,5.4
1998/12/24,9.1,11.1,6.0
1998/12/25,7.1,11.7,3.3
1998/12/26,8.8,14.0,4.1
1998/12/27,8.3,12.0,4.3
1998/12/28,9.2,14.8,4.5
1998/12/29,9.9,15.5,3.7
1998/12/30,9.9,12.8,6.4
1998/12/31,7.4,10.4,4.8
1999/1/1,5.4,9.2,1.9
1999/1/2,8.0,11.6,3.4
1999/1/3,8.2,11.0,5.4
1999/1/4,6.7,12.0,2.1
1999/1/5,5.7,11.7,0.3
1999/1/6,7.4,12.1,0.6
1999/1/7,8.0,12.2,2.2
1999/1/8,1.9,4.8,0.5
1999/1/9,2.3,5.4,0.7
1999/1/10,4.6,6.9,1.6
1999/1/11,6.1,9.9,4.5
1999/1/12,5.8,9.5,2.4
1999/1/13,6.3,9.8,1.2
1999/1/14,8.1,11.6,5.1
1999/1/15,5.5,7.2,3.8
1999/1/16,6.3,10.6,1.9
1999/1/17,5.3,8.4,0.9
1999/1/18,4.9,10.9,-0.5
1999/1/19,7.3,10.4,2.6
1999/1/20,8.6,13.4,4.4
1999/1/21,5.3,9.4,1.5
1999/1/22,3.9,11.2,-2.3
1999/1/23,7.1,12.8,-0.5
1999/1/24,7.9,9.9,5.6
1999/1/25,6.3,9.5,3.3
1999/1/26,9.2,12.5,3.0
1999/1/27,6.0,10.9,0.0
1999/1/28,8.2,14.4,3.1
1999/1/29,4.8,9.6,1.0
1999/1/30,4.4,9.2,-0.5
1999/1/31,5.4,10.3,0.1
1999/2/1,6.7,9.6,3.8
1999/2/2,6.4,11.8,2.8
1999/2/3,1.0,4.7,-2.0
1999/2/4,1.0,6.4,-3.5
1999/2/5,3.9,7.9,-2.3
1999/2/6,4.3,9.6,-0.8
1999/2/7,6.4,12.9,-1.2
1999/2/8,7.3,13.5,1.4
1999/2/9,7.7,14.1,0.7
1999/2/10,9.1,13.3,6.0
1999/2/11,5.9,8.3,2.9
1999/2/12,4.7,8.4,1.8
1999/2/13,3.3,7.0,-0.5
1999/2/14,4.4,8.9,-1.4
1999/2/15,4.9,9.9,1.1
1999/2/16,5.7,12.8,-1.1
1999/2/17,7.2,14.5,-0.1
1999/2/18,7.2,8.6,4.4
1999/2/19,5.9,9.6,3.3
1999/2/20,4.3,9.2,1.0
1999/2/21,3.3,8.2,-0.5
1999/2/22,4.8,10.9,-1.5
1999/2/23,7.6,13.0,1.4
1999/2/24,8.5,13.5,4.8
1999/2/25,10.3,14.8,6.3
1999/2/26,7.5,11.4,2.4
1999/2/27,9.1,14.0,3.9
1999/2/28,6.2,10.9,2.2
1999/3/1,8.7,14.9,1.3
1999/3/2,11.9,16.9,6.2
1999/3/3,11.0,18.3,5.9
1999/3/4,8.6,13.5,2.7
1999/3/5,14.0,19.0,8.4
1999/3/6,10.8,16.1,7.8
1999/3/7,7.8,8.7,6.9
1999/3/8,9.2,13.3,6.1
1999/3/9,7.0,8.3,5.9
1999/3/10,8.2,12.4,3.6
1999/3/11,8.5,11.9,6.6
1999/3/12,6.4,9.7,2.5
1999/3/13,7.7,11.4,1.4
1999/3/14,13.3,19.0,9.6
1999/3/15,15.1,20.7,12.0
1999/3/16,12.6,17.4,8.1
1999/3/17,11.6,17.3,4.9
1999/3/18,16.2,22.9,8.3
1999/3/19,14.1,17.4,8.4
1999/3/20,6.1,9.6,2.1
1999/3/21,6.7,8.3,4.7
1999/3/22,5.7,9.0,1.4
1999/3/23,4.9,10.2,-1.1
1999/3/24,8.3,12.9,0.9
1999/3/25,11.8,14.0,10.0
1999/3/26,12.8,14.8,10.3
1999/3/27,11.3,14.0,6.9
1999/3/28,8.8,14.1,3.1
1999/3/29,6.6,10.2,2.5
1999/3/30,5.7,7.3,4.7
1999/3/31,10.7,17.8,5.3
