É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:25

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1994/12/1,7.5,13.8,1.6
1994/12/2,11.0,17.1,7.0
1994/12/3,10.2,16.0,5.5
1994/12/4,6.5,14.0,0.2
1994/12/5,6.3,12.8,0.8
1994/12/6,7.3,13.3,1.9
1994/12/7,5.9,11.5,-1.4
1994/12/8,9.7,15.8,4.5
1994/12/9,8.0,15.4,4.0
1994/12/10,8.9,14.1,2.2
1994/12/11,4.3,6.6,1.3
1994/12/12,10.4,15.6,6.4
1994/12/13,11.0,12.7,8.8
1994/12/14,7.4,13.1,2.5
1994/12/15,5.3,12.7,-0.3
1994/12/16,4.5,7.5,-0.5
1994/12/17,1.0,7.7,-4.6
1994/12/18,2.6,10.7,-4.1
1994/12/19,2.2,8.1,-3.1
1994/12/20,1.1,6.7,-3.5
1994/12/21,1.5,7.4,-3.6
1994/12/22,2.6,10.9,-3.3
1994/12/23,3.7,12.9,-2.9
1994/12/24,4.7,13.6,-2.3
1994/12/25,6.6,17.2,-0.2
1994/12/26,5.0,9.1,0.3
1994/12/27,7.9,13.2,3.6
1994/12/28,7.4,9.4,4.2
1994/12/29,4.9,11.3,0.2
1994/12/30,2.7,7.6,-1.8
1994/12/31,3.7,8.9,-0.2
1995/1/1,4.8,10.1,0.3
1995/1/2,1.9,8.0,-3.3
1995/1/3,3.4,10.0,-3.3
1995/1/4,4.5,5.7,3.3
1995/1/5,5.8,11.5,2.8
1995/1/6,1.7,8.3,-1.8
1995/1/7,3.8,11.4,-4.5
1995/1/8,5.7,11.8,-0.3
1995/1/9,4.7,12.2,-1.2
1995/1/10,6.0,10.1,-0.2
1995/1/11,2.6,10.1,-3.5
1995/1/12,2.9,10.7,-2.8
1995/1/13,2.3,8.5,-3.1
1995/1/14,0.8,5.8,-4.0
1995/1/15,2.2,7.3,-3.2
1995/1/16,1.1,8.3,-4.9
1995/1/17,-0.1,7.4,-6.2
1995/1/18,0.8,7.5,-6.3
1995/1/19,2.7,9.2,-1.8
1995/1/20,1.4,9.0,-4.1
1995/1/21,2.7,10.6,-3.8
1995/1/22,0.6,1.8,-2.0
1995/1/23,3.3,6.7,1.3
1995/1/24,3.6,11.6,-1.1
1995/1/25,2.4,8.8,-2.7
1995/1/26,1.8,9.7,-4.8
1995/1/27,3.2,9.0,-2.6
1995/1/28,3.0,9.2,-2.9
1995/1/29,3.2,9.6,-3.5
1995/1/30,2.4,7.0,-1.4
1995/1/31,1.4,5.5,-2.5
1995/2/1,1.3,8.1,-5.4
1995/2/2,2.3,9.7,-5.1
1995/2/3,3.2,9.9,-3.4
1995/2/4,3.3,8.4,-1.1
1995/2/5,2.5,5.9,-0.2
1995/2/6,3.3,10.3,-1.8
1995/2/7,2.6,10.0,-3.7
1995/2/8,4.4,13.7,-3.9
1995/2/9,6.0,12.0,-0.1
1995/2/10,4.5,8.6,-1.0
1995/2/11,2.9,10.8,-4.4
1995/2/12,5.8,11.7,-0.9
1995/2/13,8.7,17.2,4.0
1995/2/14,7.9,12.7,4.9
1995/2/15,5.9,11.0,2.2
1995/2/16,4.8,11.8,0.3
1995/2/17,3.1,9.0,-2.6
1995/2/18,3.1,11.6,-4.5
1995/2/19,4.5,12.1,-1.7
1995/2/20,4.6,11.9,-2.3
1995/2/21,4.6,9.5,-1.3
1995/2/22,4.1,12.1,-3.1
1995/2/23,4.6,12.6,-2.6
1995/2/24,5.7,13.6,-1.2
1995/2/25,5.4,10.6,2.9
1995/2/26,4.4,7.8,1.3
1995/2/27,6.3,14.0,1.2
1995/2/28,5.6,12.1,-1.2
1995/3/1,6.9,14.3,1.9
1995/3/2,6.2,11.8,0.1
1995/3/3,5.6,9.4,0.9
1995/3/4,4.6,7.8,1.6
1995/3/5,4.3,10.7,-1.1
1995/3/6,5.2,13.2,-2.5
1995/3/7,6.3,13.7,-0.8
1995/3/8,7.4,16.3,-0.8
1995/3/9,10.0,16.9,2.7
1995/3/10,4.4,7.5,2.1
1995/3/11,7.6,12.9,2.6
1995/3/12,7.0,14.2,0.2
1995/3/13,7.9,13.6,4.3
1995/3/14,7.5,14.7,0.7
1995/3/15,9.3,14.9,4.7
1995/3/16,7.6,8.5,6.8
1995/3/17,12.4,19.6,7.2
1995/3/18,7.8,12.9,5.4
1995/3/19,7.1,12.3,2.9
1995/3/20,6.8,14.4,-0.2
1995/3/21,8.8,17.6,0.8
1995/3/22,12.0,21.2,2.7
1995/3/23,12.6,17.6,9.6
1995/3/24,11.9,15.6,9.2
1995/3/25,8.0,11.7,2.8
1995/3/26,4.6,7.5,1.9
1995/3/27,8.0,14.0,3.7
1995/3/28,7.8,13.3,2.9
1995/3/29,6.4,13.0,1.7
1995/3/30,8.1,9.9,6.6
1995/3/31,14.0,22.0,8.3
