ダウンロードした時刻：2017/07/24 15:36:50

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,0.7,2.4,0.2
1998/1/2,0.4,2.2,-1.8
1998/1/3,0.8,3.9,-1.6
1998/1/4,1.8,7.0,-1.0
1998/1/5,-0.6,1.2,-2.8
1998/1/6,-1.3,0.1,-2.7
1998/1/7,-3.2,-1.2,-4.6
1998/1/8,-2.7,-0.9,-4.1
1998/1/9,-1.8,1.0,-4.7
1998/1/10,1.0,2.6,-1.1
1998/1/11,-0.6,2.4,-3.5
1998/1/12,-2.9,-0.9,-6.7
1998/1/13,-1.5,1.2,-7.1
1998/1/14,-2.3,0.7,-5.6
1998/1/15,-2.9,-1.5,-4.1
1998/1/16,-0.1,1.8,-1.7
1998/1/17,-0.8,4.1,-5.3
1998/1/18,0.5,4.4,-6.5
1998/1/19,-1.4,3.2,-4.1
1998/1/20,-2.5,-1.7,-3.3
1998/1/21,-1.7,1.4,-3.0
1998/1/22,-3.0,-2.1,-3.9
1998/1/23,-2.4,-0.8,-4.1
1998/1/24,-4.0,-2.6,-5.5
1998/1/25,-2.8,-0.5,-5.7
1998/1/26,-2.4,-1.3,-3.7
1998/1/27,-3.7,-1.5,-4.9
1998/1/28,-4.5,-2.7,-6.4
1998/1/29,-3.7,-1.3,-8.6
1998/1/30,-0.7,3.5,-4.3
1998/1/31,-1.1,1.3,-4.3
1998/2/1,-2.1,-0.1,-4.4
1998/2/2,-0.1,2.3,-2.2
1998/2/3,0.3,2.4,-0.9
1998/2/4,-2.5,-0.6,-3.9
1998/2/5,-1.0,0.7,-3.6
1998/2/6,0.8,2.8,-0.8
1998/2/7,-0.9,3.7,-8.6
1998/2/8,1.5,4.5,-0.4
1998/2/9,0.4,2.1,-1.0
1998/2/10,-1.2,2.0,-3.4
1998/2/11,-1.1,3.0,-5.1
1998/2/12,-1.7,7.6,-10.1
1998/2/13,2.7,5.5,-1.1
1998/2/14,0.6,3.3,-2.2
1998/2/15,-0.2,2.3,-1.7
1998/2/16,-1.0,1.1,-4.4
1998/2/17,-2.4,1.4,-5.9
1998/2/18,-1.4,2.0,-4.6
1998/2/19,-3.4,4.6,-10.4
1998/2/20,-1.2,2.2,-6.3
1998/2/21,0.4,3.5,-3.2
1998/2/22,-0.5,2.9,-3.4
1998/2/23,0.9,5.5,-2.5
1998/2/24,0.9,6.8,-4.7
1998/2/25,2.9,5.5,1.1
1998/2/26,4.5,8.5,1.6
1998/2/27,2.9,7.5,-0.9
1998/2/28,2.1,9.2,-3.0
1998/3/1,3.5,7.3,-0.3
1998/3/2,3.5,7.8,-1.5
1998/3/3,4.1,9.4,0.4
1998/3/4,2.6,7.9,-0.9
1998/3/5,1.2,5.8,-3.2
1998/3/6,2.4,9.0,-2.9
1998/3/7,1.1,4.5,-1.6
1998/3/8,1.7,5.2,-3.1
1998/3/9,2.1,6.2,-1.7
1998/3/10,0.0,4.9,-4.3
1998/3/11,2.4,10.4,-4.9
1998/3/12,5.0,8.7,1.0
1998/3/13,5.0,8.8,2.7
1998/3/14,4.3,9.6,1.1
1998/3/15,0.6,5.6,-3.6
1998/3/16,-0.5,2.9,-3.3
1998/3/17,-0.8,1.6,-2.2
1998/3/18,1.8,6.5,-1.8
1998/3/19,4.3,11.9,-1.1
1998/3/20,5.3,12.0,2.2
1998/3/21,2.8,5.5,0.6
1998/3/22,1.7,6.0,-0.2
1998/3/23,1.9,6.1,-2.2
1998/3/24,2.8,8.5,-1.0
1998/3/25,4.2,11.6,-2.9
1998/3/26,6.9,12.9,2.0
1998/3/27,5.2,8.4,2.1
1998/3/28,8.9,14.4,4.1
1998/3/29,9.6,18.5,1.5
1998/3/30,10.9,16.7,3.1
1998/3/31,3.8,7.6,1.9
1998/4/1,3.2,6.7,0.4
1998/4/2,1.2,3.0,-0.1
1998/4/3,3.8,8.7,-0.2
1998/4/4,5.9,14.1,0.5
1998/4/5,8.2,17.0,-1.0
1998/4/6,10.0,18.2,5.5
1998/4/7,10.9,20.7,4.1
1998/4/8,10.1,18.7,3.0
1998/4/9,6.1,7.6,4.1
1998/4/10,9.5,12.6,6.5
1998/4/11,11.9,17.4,5.1
1998/4/12,9.9,16.5,3.1
1998/4/13,16.3,23.9,8.6
1998/4/14,15.5,16.5,13.9
1998/4/15,12.1,15.4,10.2
1998/4/16,11.1,16.4,5.4
1998/4/17,7.8,12.1,4.3
1998/4/18,12.0,20.1,6.6
1998/4/19,12.7,18.8,7.1
1998/4/20,17.0,27.2,9.3
1998/4/21,16.8,27.3,8.0
1998/4/22,18.3,27.5,8.9
1998/4/23,18.7,26.8,11.0
1998/4/24,18.8,21.8,15.6
1998/4/25,15.7,19.1,11.0
1998/4/26,10.0,13.0,6.8
1998/4/27,10.2,15.4,6.3
1998/4/28,14.5,22.4,8.6
1998/4/29,12.5,19.4,5.5
1998/4/30,12.3,18.2,5.5
1998/5/1,13.0,17.5,3.8
