ダウンロードした時刻：2019/10/10 15:37:01

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,7.1,12.3,3.0
1991/12/2,3.8,10.3,-0.8
1991/12/3,3.4,8.8,-2.9
1991/12/4,3.7,7.8,-0.3
1991/12/5,3.5,8.0,-0.4
1991/12/6,4.1,8.9,-0.2
1991/12/7,4.8,11.6,-0.9
1991/12/8,-1.5,-0.2,-2.3
1991/12/9,-2.1,1.4,-6.3
1991/12/10,-1.3,2.2,-3.8
1991/12/11,-1.5,0.4,-3.6
1991/12/12,-2.3,-0.2,-5.2
1991/12/13,-1.7,0.7,-5.9
1991/12/14,-0.1,1.4,-2.1
1991/12/15,0.7,4.4,-1.1
1991/12/16,1.9,6.6,-0.8
1991/12/17,0.7,2.5,-1.3
1991/12/18,3.1,8.4,0.0
1991/12/19,0.3,2.5,-3.2
1991/12/20,-1.5,3.8,-6.1
1991/12/21,1.9,5.0,-1.5
1991/12/22,2.1,6.7,-1.8
1991/12/23,3.6,6.2,0.1
1991/12/24,5.3,8.0,2.4
1991/12/25,0.2,3.1,-2.5
1991/12/26,-1.2,2.2,-4.3
1991/12/27,-0.3,2.0,-2.0
1991/12/28,0.0,3.2,-1.6
1991/12/29,0.5,2.5,-1.6
1991/12/30,-2.1,-0.2,-4.9
1991/12/31,0.3,2.6,-2.0
1992/1/1,0.6,3.0,-1.3
1992/1/2,-0.4,4.3,-5.4
1992/1/3,0.0,5.1,-3.5
1992/1/4,0.4,3.0,-3.0
1992/1/5,2.0,5.7,-1.8
1992/1/6,0.4,3.2,-3.1
1992/1/7,0.5,1.7,-0.8
1992/1/8,3.7,6.3,1.1
1992/1/9,-0.1,2.6,-2.0
1992/1/10,0.1,3.4,-3.1
1992/1/11,3.0,6.9,0.2
1992/1/12,2.5,6.8,0.1
1992/1/13,3.6,6.5,0.6
1992/1/14,-1.3,1.6,-4.8
1992/1/15,-1.7,1.5,-6.6
1992/1/16,-0.5,4.3,-4.4
1992/1/17,1.6,6.2,-2.0
1992/1/18,-0.3,3.0,-2.1
1992/1/19,-0.8,3.7,-3.9
1992/1/20,-1.1,3.0,-6.0
1992/1/21,1.4,4.6,-1.7
1992/1/22,0.2,3.9,-3.7
1992/1/23,-1.3,1.7,-3.9
1992/1/24,-4.3,-1.0,-6.9
1992/1/25,-2.4,2.7,-8.0
1992/1/26,0.0,3.7,-5.9
1992/1/27,-3.0,2.1,-8.4
1992/1/28,-1.0,1.5,-3.3
1992/1/29,-1.7,3.3,-5.9
1992/1/30,-2.0,2.4,-6.5
1992/1/31,-2.5,1.2,-7.4
1992/2/1,-1.7,1.8,-3.3
1992/2/2,-1.2,1.4,-4.8
1992/2/3,0.2,1.8,-2.7
1992/2/4,0.7,3.3,-3.2
1992/2/5,-1.4,3.0,-4.7
1992/2/6,-2.0,3.3,-7.5
1992/2/7,-0.7,4.3,-3.2
1992/2/8,-2.8,1.4,-5.8
1992/2/9,-1.7,2.1,-4.7
1992/2/10,-0.9,3.4,-5.8
1992/2/11,-2.8,0.0,-5.1
1992/2/12,-0.1,4.9,-6.1
1992/2/13,1.5,6.3,-2.4
1992/2/14,-0.9,3.3,-3.6
1992/2/15,0.4,4.1,-3.0
1992/2/16,-0.8,6.3,-4.9
1992/2/17,-1.9,1.6,-5.1
1992/2/18,-0.4,4.1,-5.6
1992/2/19,-2.8,0.4,-5.2
1992/2/20,-3.5,0.3,-6.7
1992/2/21,-4.5,0.5,-9.7
1992/2/22,-2.6,0.7,-6.8
1992/2/23,-1.0,3.3,-5.6
1992/2/24,0.2,4.3,-3.8
1992/2/25,1.0,4.4,-1.6
1992/2/26,-0.4,4.5,-3.2
1992/2/27,-0.7,3.4,-4.4
1992/2/28,2.3,8.7,-4.1
1992/2/29,3.0,5.3,1.2
1992/3/1,4.6,10.1,0.2
1992/3/2,-0.1,3.7,-3.8
1992/3/3,-1.4,3.0,-4.4
1992/3/4,0.3,4.3,-3.6
1992/3/5,-1.2,2.3,-5.6
1992/3/6,-0.6,0.8,-2.2
1992/3/7,-0.7,3.3,-4.9
1992/3/8,-1.1,4.5,-5.9
1992/3/9,1.7,6.2,-2.1
1992/3/10,3.6,11.3,-2.5
1992/3/11,2.3,7.8,-1.9
1992/3/12,2.8,8.8,-3.7
1992/3/13,4.8,9.3,-0.5
1992/3/14,6.4,12.3,0.3
1992/3/15,6.7,10.8,2.2
1992/3/16,4.4,8.6,-1.0
1992/3/17,1.0,6.1,-3.4
1992/3/18,0.1,1.7,-0.4
1992/3/19,2.1,5.1,-0.4
1992/3/20,2.1,5.5,-1.0
1992/3/21,-1.4,-0.2,-2.9
1992/3/22,0.2,4.2,-3.7
1992/3/23,2.0,7.8,-3.2
1992/3/24,3.3,7.1,-0.2
1992/3/25,5.1,7.7,2.8
1992/3/26,6.5,11.6,0.8
1992/3/27,5.6,12.8,-1.1
1992/3/28,6.5,15.5,-1.8
1992/3/29,7.0,14.6,-0.4
1992/3/30,7.4,11.3,5.2
1992/3/31,8.0,14.9,2.3
