ダウンロードした時刻：2019/10/10 16:02:56

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,18.3,20.8,14.9
1993/12/2,18.7,20.9,16.4
1993/12/3,21.1,22.5,19.3
1993/12/4,15.9,21.2,12.0
1993/12/5,12.2,13.3,10.7
1993/12/6,13.6,14.8,12.3
1993/12/7,13.8,16.1,12.7
1993/12/8,14.0,18.3,10.5
1993/12/9,13.2,16.3,9.4
1993/12/10,15.9,20.2,10.1
1993/12/11,15.2,19.5,10.8
1993/12/12,12.5,14.7,10.7
1993/12/13,15.4,18.5,9.7
1993/12/14,16.6,20.4,13.3
1993/12/15,12.9,15.6,10.7
1993/12/16,11.9,14.3,9.2
1993/12/17,12.2,14.9,9.4
1993/12/18,9.8,11.5,8.1
1993/12/19,11.0,13.4,9.4
1993/12/20,13.8,16.1,10.0
1993/12/21,14.8,17.5,11.7
1993/12/22,8.9,11.9,7.5
1993/12/23,8.6,10.7,5.8
1993/12/24,11.4,14.4,9.9
1993/12/25,11.7,15.1,9.0
1993/12/26,13.8,17.4,8.5
1993/12/27,12.9,17.7,11.1
1993/12/28,11.6,12.7,9.6
1993/12/29,11.9,14.5,8.6
1993/12/30,14.4,17.1,12.7
1993/12/31,15.8,19.0,11.0
1994/1/1,10.0,12.3,7.9
1994/1/2,11.7,14.7,7.8
1994/1/3,14.3,17.0,11.2
1994/1/4,12.6,14.5,11.0
1994/1/5,11.9,14.1,10.5
1994/1/6,13.4,16.6,10.1
1994/1/7,11.9,13.9,8.9
1994/1/8,10.5,12.7,8.5
1994/1/9,11.6,15.2,9.0
1994/1/10,12.6,16.2,8.8
1994/1/11,13.1,14.7,10.9
1994/1/12,11.4,15.1,8.2
1994/1/13,10.8,12.8,9.5
1994/1/14,10.2,12.4,6.7
1994/1/15,7.3,12.0,4.8
1994/1/16,10.5,14.5,5.7
1994/1/17,15.8,18.6,10.9
1994/1/18,14.7,19.3,11.1
1994/1/19,9.5,12.5,7.3
1994/1/20,7.9,10.3,6.7
1994/1/21,7.3,8.6,6.2
1994/1/22,8.1,11.8,5.1
1994/1/23,8.0,11.5,5.2
1994/1/24,6.6,9.0,5.0
1994/1/25,9.5,12.5,6.9
1994/1/26,15.0,18.6,8.6
1994/1/27,11.3,14.1,8.1
1994/1/28,11.5,15.2,8.5
1994/1/29,9.0,14.3,5.7
1994/1/30,5.5,7.2,4.3
1994/1/31,7.1,10.4,4.5
1994/2/1,12.2,17.4,5.0
1994/2/2,8.1,11.7,6.6
1994/2/3,6.4,8.1,4.2
1994/2/4,7.6,9.9,5.4
1994/2/5,10.1,13.4,7.6
1994/2/6,11.8,15.3,8.1
1994/2/7,10.8,12.5,9.2
1994/2/8,13.4,16.3,10.3
1994/2/9,13.7,17.5,7.6
1994/2/10,7.2,9.6,5.2
1994/2/11,7.2,9.8,5.3
1994/2/12,10.7,19.3,6.2
1994/2/13,5.9,7.9,3.9
1994/2/14,7.5,9.6,5.7
1994/2/15,10.2,13.5,8.4
1994/2/16,10.4,12.9,9.0
1994/2/17,9.7,12.8,7.5
1994/2/18,10.4,12.9,6.8
1994/2/19,13.2,17.5,9.3
1994/2/20,13.7,16.7,9.0
1994/2/21,13.5,18.4,8.4
1994/2/22,8.6,11.1,6.8
1994/2/23,9.9,12.4,6.4
1994/2/24,6.7,8.4,5.6
1994/2/25,9.1,12.1,7.5
1994/2/26,7.7,9.7,6.0
1994/2/27,7.2,11.2,4.0
1994/2/28,9.2,13.7,4.2
1994/3/1,11.2,15.1,7.5
1994/3/2,10.9,14.2,8.1
1994/3/3,10.6,15.2,4.7
1994/3/4,9.9,13.2,6.5
1994/3/5,10.9,14.4,8.5
1994/3/6,10.3,13.2,8.4
1994/3/7,11.3,12.8,9.8
1994/3/8,15.0,17.2,10.6
1994/3/9,18.0,18.9,14.6
1994/3/10,11.7,14.9,8.4
1994/3/11,9.9,12.4,7.3
1994/3/12,13.4,16.6,9.9
1994/3/13,12.2,17.0,10.1
1994/3/14,10.0,12.3,8.5
1994/3/15,9.4,13.1,7.1
1994/3/16,9.5,13.1,6.2
1994/3/17,11.3,15.0,9.0
1994/3/18,12.8,17.0,9.4
1994/3/19,11.7,15.4,8.5
1994/3/20,11.7,13.5,8.8
1994/3/21,11.0,14.2,9.5
1994/3/22,10.9,14.6,9.2
1994/3/23,15.0,18.1,12.6
1994/3/24,14.0,16.2,12.8
1994/3/25,10.8,15.3,9.6
1994/3/26,10.0,14.4,7.6
1994/3/27,9.7,13.1,7.1
1994/3/28,13.8,16.4,9.4
1994/3/29,14.4,17.7,10.9
1994/3/30,14.2,18.4,10.2
1994/3/31,14.7,18.6,11.2
