ダウンロードした時刻：2019/10/10 15:36:41

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,11.3,13.4,6.9
2014/12/2,3.5,7.5,1.0
2014/12/3,3.5,6.7,0.1
2014/12/4,1.9,4.1,0.4
2014/12/5,0.8,2.7,-1.6
2014/12/6,-0.3,1.8,-2.0
2014/12/7,-0.2,2.1,-2.0
2014/12/8,0.5,1.5,-0.7
2014/12/9,1.0,3.1,0.2
2014/12/10,2.1,3.7,-0.1
2014/12/11,4.8,8.2,0.5
2014/12/12,2.3,4.0,0.1
2014/12/13,0.0,1.3,-1.8
2014/12/14,-1.9,-0.3,-3.7
2014/12/15,-2.1,0.9,-4.2
2014/12/16,1.7,5.5,-2.2
2014/12/17,-0.4,5.3,-3.7
2014/12/18,2.2,4.8,-3.1
2014/12/19,2.6,4.3,0.7
2014/12/20,3.2,7.9,0.9
2014/12/21,0.5,6.6,-2.5
2014/12/22,-0.4,1.2,-3.4
2014/12/23,0.9,3.5,-3.1
2014/12/24,1.3,3.6,-0.4
2014/12/25,-0.2,2.1,-2.1
2014/12/26,-1.7,1.0,-4.0
2014/12/27,-0.9,3.1,-4.7
2014/12/28,0.9,4.1,-2.7
2014/12/29,1.9,3.4,0.7
2014/12/30,2.3,4.8,-0.3
2014/12/31,2.4,4.3,-0.8
2015/1/1,-0.3,0.9,-2.1
2015/1/2,-0.3,0.9,-2.2
2015/1/3,-0.3,2.3,-2.9
2015/1/4,1.2,2.7,-1.2
2015/1/5,2.3,6.3,-0.1
2015/1/6,2.3,6.3,-2.6
2015/1/7,-2.2,0.0,-3.9
2015/1/8,0.6,1.4,-1.4
2015/1/9,1.4,3.2,-0.2
2015/1/10,0.9,2.1,-0.8
2015/1/11,1.2,2.9,0.0
2015/1/12,2.3,4.3,-1.2
2015/1/13,3.5,5.0,2.6
2015/1/14,4.8,7.7,2.4
2015/1/15,3.5,6.0,1.8
2015/1/16,3.2,5.2,1.6
2015/1/17,-0.3,3.7,-5.1
2015/1/18,-0.3,1.3,-2.7
2015/1/19,0.5,4.8,-2.7
2015/1/20,-0.3,1.8,-1.7
2015/1/21,-0.3,2.7,-3.3
2015/1/22,2.0,4.9,-1.2
2015/1/23,3.4,6.2,1.5
2015/1/24,1.6,4.2,-1.6
2015/1/25,1.2,6.2,-2.8
2015/1/26,3.6,7.5,-0.5
2015/1/27,3.2,5.5,-1.6
2015/1/28,-2.3,-0.8,-4.0
2015/1/29,-0.9,2.0,-2.9
2015/1/30,-0.5,1.4,-2.8
2015/1/31,1.6,5.3,-0.2
2015/2/1,1.0,2.9,-1.2
2015/2/2,0.9,3.0,-1.6
2015/2/3,0.4,2.2,-1.0
2015/2/4,0.2,3.0,-2.6
2015/2/5,1.1,6.4,-2.4
2015/2/6,1.2,4.6,-1.8
2015/2/7,2.4,5.7,-0.4
2015/2/8,3.8,7.1,0.2
2015/2/9,-3.5,0.6,-5.5
2015/2/10,-1.8,0.2,-4.2
2015/2/11,0.9,2.7,-1.0
2015/2/12,2.1,4.7,0.6
2015/2/13,1.3,4.9,-0.5
2015/2/14,1.0,3.2,-1.8
2015/2/15,1.6,3.5,-1.2
2015/2/16,4.2,6.7,1.6
2015/2/17,3.5,8.2,-0.7
2015/2/18,4.0,5.8,2.5
2015/2/19,3.5,7.7,0.0
2015/2/20,2.9,7.7,-1.9
2015/2/21,3.5,8.0,0.1
2015/2/22,6.5,12.2,2.0
2015/2/23,6.8,9.9,3.2
2015/2/24,4.9,7.4,1.4
2015/2/25,1.8,5.3,-0.8
2015/2/26,3.0,9.2,-3.3
2015/2/27,3.4,6.0,1.3
2015/2/28,2.8,6.2,-0.6
2015/3/1,2.8,6.7,-1.5
2015/3/2,3.4,5.3,1.3
2015/3/3,3.9,5.9,-0.2
2015/3/4,5.2,9.5,2.5
2015/3/5,4.0,6.8,1.5
2015/3/6,3.2,7.9,0.5
2015/3/7,6.1,10.4,2.7
2015/3/8,5.8,12.4,-0.6
2015/3/9,8.9,12.0,5.5
2015/3/10,3.1,7.0,-2.2
2015/3/11,-0.3,2.4,-2.4
2015/3/12,1.0,2.4,-0.4
2015/3/13,3.3,6.3,0.7
2015/3/14,2.7,5.8,0.6
2015/3/15,4.5,9.0,0.8
2015/3/16,6.4,12.5,-0.3
2015/3/17,8.7,14.5,2.4
2015/3/18,9.2,12.9,5.8
2015/3/19,9.1,12.7,6.2
2015/3/20,7.4,11.6,2.8
2015/3/21,5.8,11.3,0.3
2015/3/22,7.6,12.5,1.8
2015/3/23,2.5,6.2,-0.9
2015/3/24,3.5,5.4,-0.1
2015/3/25,4.4,7.5,1.7
2015/3/26,6.2,10.5,0.2
2015/3/27,9.6,11.9,7.9
2015/3/28,11.0,15.4,6.9
2015/3/29,10.2,15.8,3.6
2015/3/30,8.2,10.7,5.7
2015/3/31,10.8,16.6,3.2
