ダウンロードした時刻：2019/10/10 16:05:13

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,7.7,14.8,3.7
2007/12/2,8.8,14.1,4.7
2007/12/3,10.0,12.0,6.6
2007/12/4,5.4,9.0,3.3
2007/12/5,4.6,6.5,2.5
2007/12/6,8.0,13.2,2.3
2007/12/7,8.9,13.2,5.1
2007/12/8,8.8,12.8,6.3
2007/12/9,7.0,9.2,5.6
2007/12/10,7.6,14.1,2.0
2007/12/11,9.8,13.3,6.4
2007/12/12,10.1,11.3,8.8
2007/12/13,10.2,13.0,6.2
2007/12/14,6.3,8.7,4.4
2007/12/15,5.9,10.1,3.1
2007/12/16,5.0,7.1,3.3
2007/12/17,6.3,11.1,2.4
2007/12/18,7.9,11.0,5.9
2007/12/19,7.0,11.1,4.3
2007/12/20,7.0,12.6,3.6
2007/12/21,7.9,12.1,4.0
2007/12/22,8.1,9.8,6.3
2007/12/23,10.5,14.7,7.7
2007/12/24,8.8,11.8,5.1
2007/12/25,7.1,13.0,3.3
2007/12/26,7.0,13.2,2.4
2007/12/27,7.5,15.2,0.1
2007/12/28,12.5,15.4,8.7
2007/12/29,11.5,15.1,7.1
2007/12/30,3.7,8.1,0.2
2007/12/31,2.5,5.5,-0.3
2008/1/1,0.5,3.7,-0.3
2008/1/2,1.5,3.8,0.1
2008/1/3,3.9,8.6,1.5
2008/1/4,2.8,5.2,0.0
2008/1/5,4.0,10.7,-0.1
2008/1/6,4.9,13.8,-0.3
2008/1/7,6.4,14.1,2.7
2008/1/8,7.8,12.7,2.7
2008/1/9,7.3,12.7,2.8
2008/1/10,6.9,13.7,1.5
2008/1/11,10.3,15.8,3.9
2008/1/12,7.6,10.9,4.9
2008/1/13,3.6,5.1,2.1
2008/1/14,2.0,5.3,0.4
2008/1/15,4.0,9.3,-1.3
2008/1/16,4.2,7.3,2.2
2008/1/17,2.2,4.2,0.4
2008/1/18,2.5,7.4,-0.1
2008/1/19,2.6,8.5,-0.7
2008/1/20,1.5,2.7,0.2
2008/1/21,3.7,6.8,1.0
2008/1/22,4.7,8.2,2.4
2008/1/23,6.0,9.4,3.5
2008/1/24,3.1,7.6,0.9
2008/1/25,2.3,5.4,0.5
2008/1/26,2.5,6.4,0.3
2008/1/27,1.8,4.8,0.3
2008/1/28,2.4,5.8,-0.6
2008/1/29,3.4,5.8,1.0
2008/1/30,5.4,8.8,3.1
2008/1/31,2.5,5.5,0.3
2008/2/1,1.2,2.9,-0.7
2008/2/2,2.1,6.1,-0.5
2008/2/3,2.9,7.0,1.1
2008/2/4,2.9,7.2,1.2
2008/2/5,2.5,6.2,0.5
2008/2/6,2.7,8.6,-0.1
2008/2/7,1.7,4.9,0.1
2008/2/8,0.7,2.7,-0.6
2008/2/9,2.6,6.0,-1.2
2008/2/10,5.9,9.9,0.9
2008/2/11,4.6,11.2,-0.1
2008/2/12,3.1,6.4,0.3
2008/2/13,1.1,3.2,-0.8
2008/2/14,1.2,5.7,-0.4
2008/2/15,1.8,7.1,0.3
2008/2/16,0.6,2.2,-0.4
2008/2/17,0.3,2.6,-0.9
2008/2/18,2.1,5.8,0.4
2008/2/19,3.3,7.7,0.5
2008/2/20,4.6,9.2,-1.0
2008/2/21,4.1,11.0,-1.6
2008/2/22,6.5,14.3,1.0
2008/2/23,3.6,10.2,-1.1
2008/2/24,1.2,3.4,-1.8
2008/2/25,3.7,8.1,0.0
2008/2/26,5.7,9.6,3.3
2008/2/27,3.0,5.1,0.9
2008/2/28,5.3,9.9,1.0
2008/2/29,7.1,13.4,0.6
2008/3/1,5.5,8.2,3.0
2008/3/2,6.7,12.7,0.1
2008/3/3,6.1,10.1,3.2
2008/3/4,4.4,9.3,0.8
2008/3/5,4.5,8.3,1.2
2008/3/6,5.5,11.5,1.4
2008/3/7,5.1,8.7,1.9
2008/3/8,4.6,10.8,0.4
2008/3/9,8.7,16.7,0.1
2008/3/10,9.3,14.4,4.0
2008/3/11,9.0,17.3,1.7
2008/3/12,9.1,17.1,3.6
2008/3/13,13.9,19.2,5.1
2008/3/14,11.1,15.2,8.1
2008/3/15,8.8,14.5,4.8
2008/3/16,9.4,16.8,4.3
2008/3/17,8.4,15.5,2.3
2008/3/18,9.4,17.8,1.0
2008/3/19,11.9,15.4,9.5
2008/3/20,9.1,9.7,8.5
2008/3/21,9.9,14.0,8.3
2008/3/22,9.7,16.1,3.1
2008/3/23,12.8,16.4,6.6
2008/3/24,11.0,14.7,5.9
2008/3/25,10.0,18.1,3.8
2008/3/26,7.4,12.6,4.3
2008/3/27,9.3,15.9,2.2
2008/3/28,8.9,12.4,6.6
2008/3/29,8.7,12.8,5.7
2008/3/30,6.7,8.1,5.1
2008/3/31,8.0,12.3,6.1
