ダウンロードした時刻：2017/07/24 15:46:00

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,4.2,9.0,0.4
2005/1/2,4.2,10.4,-0.6
2005/1/3,6.5,13.2,-0.1
2005/1/4,9.7,15.4,5.4
2005/1/5,6.5,10.0,3.5
2005/1/6,6.8,11.3,3.9
2005/1/7,7.8,14.0,3.1
2005/1/8,5.8,10.9,1.2
2005/1/9,4.2,9.3,0.3
2005/1/10,3.2,9.5,-1.6
2005/1/11,4.3,11.3,-1.3
2005/1/12,4.6,10.4,-0.1
2005/1/13,4.5,9.9,-0.1
2005/1/14,6.2,11.0,1.5
2005/1/15,7.5,13.0,5.6
2005/1/16,6.0,10.4,2.2
2005/1/17,8.8,12.0,3.3
2005/1/18,6.4,12.2,0.8
2005/1/19,7.4,12.8,3.4
2005/1/20,4.7,9.3,0.5
2005/1/21,3.8,8.7,-1.4
2005/1/22,5.0,10.7,-0.2
2005/1/23,5.9,9.4,3.5
2005/1/24,7.3,13.0,1.8
2005/1/25,9.4,14.4,7.3
2005/1/26,7.7,11.9,4.0
2005/1/27,5.4,9.7,1.2
2005/1/28,8.7,14.6,4.2
2005/1/29,10.2,16.4,4.0
2005/1/30,8.9,12.7,4.8
2005/1/31,4.4,10.0,0.3
2005/2/1,-0.1,2.5,-2.6
2005/2/2,1.8,7.5,-2.3
2005/2/3,3.4,10.9,-1.9
2005/2/4,4.7,12.8,-0.7
2005/2/5,6.8,13.7,0.2
2005/2/6,6.7,13.1,1.2
2005/2/7,5.2,6.7,2.3
2005/2/8,10.8,16.8,6.7
2005/2/9,9.4,14.0,5.3
2005/2/10,9.8,14.0,6.2
2005/2/11,6.3,11.3,1.4
2005/2/12,6.0,11.0,1.5
2005/2/13,5.8,12.6,0.8
2005/2/14,7.0,12.7,0.1
2005/2/15,8.8,10.4,6.7
2005/2/16,13.5,16.5,10.0
2005/2/17,11.6,13.9,9.1
2005/2/18,10.0,13.1,7.4
2005/2/19,9.5,11.7,6.0
2005/2/20,6.2,10.3,1.6
2005/2/21,3.2,9.5,-0.9
2005/2/22,4.3,10.4,-1.7
2005/2/23,10.3,18.8,2.6
2005/2/24,6.6,9.1,4.1
2005/2/25,8.6,15.8,3.1
2005/2/26,4.7,9.0,1.9
2005/2/27,4.3,9.6,-0.7
2005/2/28,7.5,13.8,0.9
2005/3/1,8.0,13.9,3.1
2005/3/2,7.2,12.5,1.4
2005/3/3,8.0,11.8,5.6
2005/3/4,6.9,13.0,3.4
2005/3/5,5.4,10.0,1.8
2005/3/6,6.5,11.6,2.3
2005/3/7,7.8,15.0,0.4
2005/3/8,10.1,17.5,2.3
2005/3/9,12.7,20.4,5.1
2005/3/10,12.9,16.2,9.4
2005/3/11,13.8,17.2,12.0
2005/3/12,7.6,14.2,2.3
2005/3/13,3.7,8.4,-0.2
2005/3/14,4.6,12.1,-1.4
2005/3/15,7.1,13.9,2.1
2005/3/16,11.6,17.9,4.4
2005/3/17,13.0,17.2,10.0
2005/3/18,9.8,15.2,5.8
2005/3/19,8.6,15.2,2.3
2005/3/20,9.4,14.5,4.8
2005/3/21,11.1,16.7,4.2
2005/3/22,11.4,15.1,8.5
2005/3/23,11.6,14.3,6.6
2005/3/24,7.7,15.4,3.5
2005/3/25,6.3,11.5,1.2
2005/3/26,10.9,19.3,1.8
2005/3/27,11.3,16.6,6.9
2005/3/28,13.9,19.4,10.3
2005/3/29,13.2,17.9,8.7
2005/3/30,10.6,15.5,4.3
2005/3/31,13.4,21.4,5.1
2005/4/1,12.5,17.5,6.6
2005/4/2,13.9,19.5,9.7
2005/4/3,14.1,19.2,10.0
2005/4/4,11.3,17.4,7.3
2005/4/5,12.9,21.0,4.8
2005/4/6,15.0,21.7,8.5
2005/4/7,16.3,19.6,12.8
2005/4/8,18.9,25.3,13.6
2005/4/9,18.1,22.9,14.3
2005/4/10,19.6,23.2,16.9
2005/4/11,18.3,22.2,15.8
2005/4/12,14.3,15.9,12.8
2005/4/13,14.7,20.7,8.8
2005/4/14,14.6,20.3,8.6
2005/4/15,15.9,21.3,10.0
2005/4/16,16.4,22.8,11.1
2005/4/17,16.0,22.6,8.3
2005/4/18,16.4,22.3,9.5
2005/4/19,17.6,23.1,10.5
2005/4/20,16.6,19.7,13.2
2005/4/21,17.3,21.5,12.4
2005/4/22,16.2,22.1,10.1
2005/4/23,15.1,20.5,9.9
2005/4/24,15.9,21.2,8.8
2005/4/25,17.6,21.1,14.4
2005/4/26,19.1,26.4,12.9
2005/4/27,17.7,23.8,10.5
2005/4/28,19.0,24.4,13.2
2005/4/29,20.6,27.0,14.9
2005/4/30,22.0,28.4,16.3
2005/5/1,20.6,21.6,19.4
