ダウンロードした時刻：2019/10/10 16:21:06

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,7.9,10.9,4.4
2017/12/2,8.2,12.6,3.2
2017/12/3,11.0,16.5,6.3
2017/12/4,11.4,15.9,7.3
2017/12/5,6.4,8.2,4.7
2017/12/6,7.2,11.6,4.3
2017/12/7,8.8,14.9,5.1
2017/12/8,6.9,8.8,5.1
2017/12/9,7.0,9.2,4.1
2017/12/10,11.5,15.8,8.3
2017/12/11,8.1,11.8,6.0
2017/12/12,4.6,6.2,3.6
2017/12/13,4.3,7.5,1.9
2017/12/14,6.1,10.6,1.0
2017/12/15,8.7,13.5,3.9
2017/12/16,7.7,10.4,3.5
2017/12/17,4.7,6.0,3.9
2017/12/18,5.7,7.5,3.7
2017/12/19,7.6,11.3,4.0
2017/12/20,6.0,10.4,2.7
2017/12/21,5.9,11.2,1.5
2017/12/22,8.2,13.2,5.1
2017/12/23,8.5,14.0,4.3
2017/12/24,11.8,17.7,7.3
2017/12/25,7.5,10.2,3.5
2017/12/26,7.7,10.0,3.8
2017/12/27,5.3,7.9,1.7
2017/12/28,4.8,8.7,0.7
2017/12/29,7.4,10.9,3.6
2017/12/30,8.6,12.9,3.9
2017/12/31,8.7,10.5,6.4
2018/1/1,6.1,8.6,2.3
2018/1/2,5.6,11.4,1.1
2018/1/3,7.2,10.3,3.3
2018/1/4,6.5,9.2,3.0
2018/1/5,6.4,8.5,4.3
2018/1/6,7.5,10.7,4.2
2018/1/7,7.6,9.7,4.4
2018/1/8,12.5,16.7,9.0
2018/1/9,6.2,9.9,3.5
2018/1/10,5.4,7.7,1.5
2018/1/11,0.4,2.2,-0.6
2018/1/12,0.3,1.9,-1.2
2018/1/13,2.1,5.1,-1.8
2018/1/14,3.7,8.1,0.6
2018/1/15,7.2,15.6,1.4
2018/1/16,13.0,19.2,5.8
2018/1/17,13.2,16.6,8.0
2018/1/18,9.1,12.9,6.3
2018/1/19,8.4,13.8,4.8
2018/1/20,8.1,13.2,4.1
2018/1/21,7.9,12.7,3.3
2018/1/22,6.6,9.4,4.7
2018/1/23,6.4,11.6,3.2
2018/1/24,1.4,4.1,-0.3
2018/1/25,1.2,3.6,-1.2
2018/1/26,2.0,4.0,-0.7
2018/1/27,2.2,8.0,-2.2
2018/1/28,4.3,5.6,2.5
2018/1/29,3.8,5.4,2.8
2018/1/30,2.7,4.5,0.7
2018/1/31,4.1,8.4,-0.4
2018/2/1,6.3,9.8,4.1
2018/2/2,6.2,10.5,2.2
2018/2/3,4.1,7.7,1.8
2018/2/4,0.9,3.1,-1.1
2018/2/5,0.7,3.2,-0.9
2018/2/6,0.7,2.0,-1.3
2018/2/7,1.7,5.5,-0.4
2018/2/8,3.5,8.5,-0.7
2018/2/9,8.9,14.9,1.6
2018/2/10,7.9,10.4,6.0
2018/2/11,3.4,7.9,0.8
2018/2/12,3.3,5.4,0.8
2018/2/13,3.4,8.1,0.8
2018/2/14,8.5,14.7,0.2
2018/2/15,9.4,11.6,6.0
2018/2/16,7.1,9.2,5.4
2018/2/17,7.2,10.5,2.5
2018/2/18,6.9,12.8,0.8
2018/2/19,6.9,8.6,5.8
2018/2/20,8.7,14.6,2.6
2018/2/21,9.2,12.1,6.3
2018/2/22,7.5,12.3,3.9
2018/2/23,6.6,12.3,1.7
2018/2/24,8.9,15.5,2.6
2018/2/25,8.4,10.7,7.3
2018/2/26,9.2,14.3,4.9
2018/2/27,9.1,15.3,3.8
2018/2/28,12.0,16.2,7.1
2018/3/1,10.9,14.8,7.3
2018/3/2,8.4,14.5,4.6
2018/3/3,9.1,12.3,6.0
2018/3/4,15.9,22.4,7.5
2018/3/5,14.6,21.4,9.4
2018/3/6,10.6,16.1,8.5
2018/3/7,12.0,16.6,7.6
2018/3/8,11.7,15.7,8.3
2018/3/9,7.9,10.2,5.3
2018/3/10,8.0,13.7,3.3
2018/3/11,10.2,15.3,5.2
2018/3/12,11.1,16.8,5.9
2018/3/13,14.2,20.7,9.0
2018/3/14,16.4,22.3,11.4
2018/3/15,17.0,19.0,13.9
2018/3/16,11.5,17.9,7.0
2018/3/17,10.3,17.1,3.9
2018/3/18,14.4,20.6,8.6
2018/3/19,15.4,17.8,12.0
2018/3/20,11.3,14.7,9.1
2018/3/21,8.8,10.9,7.8
2018/3/22,8.2,11.4,5.1
2018/3/23,9.0,14.6,3.2
2018/3/24,11.0,16.3,5.8
2018/3/25,12.8,18.3,8.0
2018/3/26,13.9,18.8,9.9
2018/3/27,15.0,20.6,11.0
2018/3/28,15.5,21.4,10.6
2018/3/29,16.4,21.8,10.9
2018/3/30,17.0,23.5,13.2
2018/3/31,16.7,22.7,11.0
