ダウンロードした時刻：2019/10/10 16:05:16

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,9.2,16.1,3.5
2009/12/2,10.0,17.2,5.8
2009/12/3,9.1,12.9,5.4
2009/12/4,11.1,14.3,5.8
2009/12/5,11.0,17.8,4.5
2009/12/6,8.5,10.4,6.7
2009/12/7,6.7,9.8,4.9
2009/12/8,8.0,13.6,4.5
2009/12/9,8.9,14.6,4.4
2009/12/10,10.3,14.6,6.4
2009/12/11,14.2,18.1,10.6
2009/12/12,12.8,15.7,10.5
2009/12/13,9.1,11.1,4.6
2009/12/14,7.4,14.0,3.5
2009/12/15,5.7,9.2,4.3
2009/12/16,3.7,6.4,1.2
2009/12/17,3.1,6.6,0.7
2009/12/18,1.7,3.9,-0.2
2009/12/19,1.4,4.5,-1.8
2009/12/20,3.0,6.2,0.0
2009/12/21,1.2,3.2,0.1
2009/12/22,4.3,9.8,0.6
2009/12/23,6.2,9.3,3.7
2009/12/24,6.3,11.4,3.2
2009/12/25,8.0,14.5,1.2
2009/12/26,8.9,10.9,5.1
2009/12/27,6.0,10.4,3.2
2009/12/28,5.1,8.2,3.2
2009/12/29,5.5,10.5,2.9
2009/12/30,7.7,11.0,5.4
2009/12/31,0.6,5.9,-1.5
2010/1/1,0.1,1.3,-1.5
2010/1/2,3.2,6.9,0.6
2010/1/3,3.4,6.7,1.0
2010/1/4,5.5,9.7,0.9
2010/1/5,2.8,9.1,0.3
2010/1/6,1.5,5.7,0.0
2010/1/7,0.9,2.6,0.1
2010/1/8,1.3,3.5,0.0
2010/1/9,3.3,8.6,0.3
2010/1/10,3.0,4.8,0.9
2010/1/11,4.3,10.6,0.4
2010/1/12,4.0,7.5,0.2
2010/1/13,-0.1,2.2,-2.0
2010/1/14,0.1,3.1,-2.4
2010/1/15,1.2,4.3,-1.0
2010/1/16,1.9,4.7,-0.4
2010/1/17,3.5,8.8,-0.5
2010/1/18,5.2,13.2,-1.4
2010/1/19,6.0,13.6,0.5
2010/1/20,13.3,17.1,3.2
2010/1/21,7.8,15.0,4.0
2010/1/22,4.9,10.3,1.4
2010/1/23,4.0,7.2,1.3
2010/1/24,4.7,10.6,0.4
2010/1/25,5.6,8.7,1.5
2010/1/26,5.4,8.8,0.8
2010/1/27,6.8,13.6,-2.2
2010/1/28,10.1,12.1,4.5
2010/1/29,6.5,9.4,2.1
2010/1/30,6.1,11.2,1.7
2010/1/31,7.6,12.0,3.6
2010/2/1,4.8,7.6,2.6
2010/2/2,4.7,6.8,3.4
2010/2/3,2.1,5.6,-0.2
2010/2/4,1.6,4.7,-0.7
2010/2/5,2.0,4.4,0.7
2010/2/6,2.5,4.3,0.2
2010/2/7,4.6,8.9,0.2
2010/2/8,9.8,14.4,0.3
2010/2/9,12.9,18.0,9.9
2010/2/10,8.9,10.6,6.5
2010/2/11,4.8,6.6,2.4
2010/2/12,3.3,4.6,1.5
2010/2/13,3.5,8.1,1.1
2010/2/14,5.1,9.9,0.4
2010/2/15,5.8,8.1,3.8
2010/2/16,3.9,6.8,1.8
2010/2/17,2.1,6.4,-1.2
2010/2/18,2.1,6.0,-1.1
2010/2/19,2.4,5.9,0.7
2010/2/20,4.4,9.2,0.0
2010/2/21,5.4,11.4,1.4
2010/2/22,8.4,15.3,1.1
2010/2/23,9.3,17.0,2.8
2010/2/24,12.7,22.2,3.8
2010/2/25,17.1,22.4,8.7
2010/2/26,14.7,18.6,9.8
2010/2/27,8.6,10.4,6.9
2010/2/28,7.4,10.1,3.8
2010/3/1,8.9,14.3,2.6
2010/3/2,8.5,10.6,6.7
2010/3/3,8.0,11.4,6.4
2010/3/4,10.4,15.5,4.9
2010/3/5,11.2,13.7,9.3
2010/3/6,9.1,11.1,7.7
2010/3/7,6.4,8.1,5.3
2010/3/8,5.6,7.5,5.0
2010/3/9,1.8,5.0,0.5
2010/3/10,3.5,6.8,0.5
2010/3/11,5.4,11.2,1.3
2010/3/12,9.4,13.9,1.3
2010/3/13,10.3,14.6,3.4
2010/3/14,7.4,14.5,0.5
2010/3/15,16.1,18.1,8.8
2010/3/16,10.2,16.2,7.0
2010/3/17,6.7,9.6,3.2
2010/3/18,6.6,10.4,1.4
2010/3/19,9.2,14.9,3.6
2010/3/20,18.6,25.1,11.7
2010/3/21,8.7,18.2,2.9
2010/3/22,6.8,13.1,-0.3
2010/3/23,8.4,10.5,6.9
2010/3/24,7.4,8.6,6.5
2010/3/25,5.5,6.8,3.0
2010/3/26,3.3,6.0,-0.6
2010/3/27,6.4,12.6,-0.9
2010/3/28,7.8,12.1,4.6
2010/3/29,5.0,8.1,1.0
2010/3/30,4.8,9.7,-0.5
2010/3/31,10.7,14.4,2.1
