ダウンロードした時刻：2019/10/10 15:45:55

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,7.6,13.9,3.4
1982/12/2,6.3,13.4,1.8
1982/12/3,6.8,12.6,3.0
1982/12/4,5.7,12.5,0.9
1982/12/5,9.4,18.0,1.2
1982/12/6,0.2,5.1,-2.0
1982/12/7,0.1,5.3,-4.9
1982/12/8,1.3,4.5,-0.2
1982/12/9,1.5,5.5,-1.0
1982/12/10,3.5,10.1,-1.3
1982/12/11,8.2,20.0,-0.6
1982/12/12,6.6,11.0,1.4
1982/12/13,1.8,5.9,-0.4
1982/12/14,1.9,7.0,-1.6
1982/12/15,2.1,8.0,-2.9
1982/12/16,2.8,6.9,-1.5
1982/12/17,3.9,7.9,1.5
1982/12/18,0.6,3.1,-1.4
1982/12/19,-0.1,4.8,-3.4
1982/12/20,-0.2,5.9,-5.3
1982/12/21,1.8,6.3,-3.7
1982/12/22,4.7,9.4,0.9
1982/12/23,4.7,9.5,1.7
1982/12/24,5.9,11.8,1.7
1982/12/25,2.4,5.0,-0.2
1982/12/26,2.5,4.9,-0.9
1982/12/27,3.7,7.8,-0.2
1982/12/28,1.9,6.1,-1.6
1982/12/29,0.5,6.9,-3.7
1982/12/30,0.3,3.9,-1.7
1982/12/31,-1.0,0.5,-2.5
1983/1/1,-2.0,0.0,-3.2
1983/1/2,-0.7,3.3,-4.1
1983/1/3,-1.2,2.7,-5.5
1983/1/4,0.8,4.6,-2.4
1983/1/5,0.5,3.5,-3.7
1983/1/6,3.1,7.4,0.3
1983/1/7,5.0,10.5,-0.6
1983/1/8,4.7,11.6,0.9
1983/1/9,0.3,3.6,-1.9
1983/1/10,-2.8,-0.9,-5.3
1983/1/11,-2.2,2.6,-6.0
1983/1/12,-2.1,2.9,-5.2
1983/1/13,-0.7,4.4,-4.1
1983/1/14,-1.4,1.8,-3.1
1983/1/15,-1.7,-0.1,-3.2
1983/1/16,-1.6,3.3,-6.2
1983/1/17,1.0,5.9,-3.4
1983/1/18,0.6,2.4,-0.2
1983/1/19,0.1,2.2,-1.5
1983/1/20,-2.1,0.0,-4.7
1983/1/21,-3.1,0.5,-6.6
1983/1/22,-4.7,-2.6,-6.6
1983/1/23,-5.1,0.4,-8.9
1983/1/24,-4.1,1.1,-10.0
1983/1/25,-2.0,4.0,-6.9
1983/1/26,-0.2,4.2,-5.0
1983/1/27,-0.1,5.5,-5.0
1983/1/28,-0.1,6.1,-5.6
1983/1/29,1.5,7.5,-4.9
1983/1/30,1.3,5.6,-0.9
1983/1/31,-1.5,1.7,-4.4
1983/2/1,-1.0,4.2,-7.0
1983/2/2,1.4,3.8,0.2
1983/2/3,0.1,2.6,-3.0
1983/2/4,-1.6,2.6,-4.2
1983/2/5,-0.2,6.7,-6.5
1983/2/6,0.5,4.2,-2.7
1983/2/7,-0.4,1.6,-1.7
1983/2/8,-1.4,-0.2,-3.1
1983/2/9,-2.0,0.2,-4.6
1983/2/10,-1.8,0.5,-4.0
1983/2/11,-1.1,2.7,-5.0
1983/2/12,-2.1,2.6,-6.2
1983/2/13,-5.2,-3.2,-6.7
1983/2/14,-3.7,0.2,-6.9
1983/2/15,-1.2,4.6,-7.1
1983/2/16,0.1,5.1,-4.9
1983/2/17,3.3,4.5,-1.3
1983/2/18,3.3,10.8,-1.5
1983/2/19,-0.4,3.2,-4.1
1983/2/20,-0.8,2.9,-3.4
1983/2/21,-2.6,2.4,-5.5
1983/2/22,-2.0,3.2,-6.7
1983/2/23,0.0,5.9,-6.4
1983/2/24,0.4,2.8,-2.0
1983/2/25,-0.4,3.3,-2.5
1983/2/26,-1.4,3.8,-4.5
1983/2/27,0.2,5.8,-3.4
1983/2/28,1.7,7.0,-2.8
1983/3/1,3.0,9.3,-4.4
1983/3/2,7.8,11.6,4.4
1983/3/3,3.9,7.2,0.9
1983/3/4,1.3,5.0,-0.7
1983/3/5,-0.3,3.6,-2.8
1983/3/6,0.2,8.7,-5.6
1983/3/7,-0.9,4.3,-4.7
1983/3/8,-2.7,0.5,-4.8
1983/3/9,-0.6,5.9,-7.6
1983/3/10,2.3,5.2,-0.7
1983/3/11,3.6,8.3,0.4
1983/3/12,7.4,15.6,-2.1
1983/3/13,2.8,6.9,0.1
1983/3/14,-0.5,3.5,-2.8
1983/3/15,1.4,9.0,-5.1
1983/3/16,4.9,11.3,-1.3
1983/3/17,4.5,10.1,0.3
1983/3/18,-1.5,1.3,-3.6
1983/3/19,0.4,6.6,-4.9
1983/3/20,4.4,12.8,-3.2
1983/3/21,3.4,7.9,0.2
1983/3/22,7.5,15.0,1.1
1983/3/23,7.6,12.5,2.4
1983/3/24,5.2,7.1,3.2
1983/3/25,4.2,8.3,1.7
1983/3/26,4.2,9.4,0.1
1983/3/27,4.3,7.5,0.3
1983/3/28,5.2,10.7,2.0
1983/3/29,6.2,9.8,1.6
1983/3/30,7.1,12.1,2.9
1983/3/31,7.8,14.4,0.4
