ダウンロードした時刻：2019/10/10 16:17:35

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,11.9,16.3,7.8
1997/12/2,8.6,12.7,2.7
1997/12/3,5.1,9.7,0.7
1997/12/4,6.5,12.5,2.0
1997/12/5,8.5,16.0,2.0
1997/12/6,11.4,17.7,5.4
1997/12/7,14.9,17.3,12.4
1997/12/8,16.0,20.4,12.2
1997/12/9,9.3,14.1,5.5
1997/12/10,6.0,10.7,1.2
1997/12/11,4.3,9.4,-0.8
1997/12/12,5.5,10.5,0.4
1997/12/13,7.5,13.4,2.5
1997/12/14,7.7,14.6,2.2
1997/12/15,9.2,17.3,3.6
1997/12/16,10.4,16.8,5.8
1997/12/17,11.0,12.9,9.7
1997/12/18,12.3,18.2,6.7
1997/12/19,10.6,17.6,4.1
1997/12/20,11.9,13.7,10.6
1997/12/21,12.2,17.5,8.7
1997/12/22,9.3,11.9,5.6
1997/12/23,10.0,13.2,7.9
1997/12/24,9.4,14.7,3.8
1997/12/25,9.2,16.0,3.2
1997/12/26,10.1,13.1,7.7
1997/12/27,10.9,18.5,5.7
1997/12/28,9.2,16.2,4.0
1997/12/29,8.8,14.3,2.8
1997/12/30,10.1,15.5,5.8
1997/12/31,8.2,14.2,3.5
1998/1/1,6.6,7.9,5.4
1998/1/2,8.8,15.8,3.5
1998/1/3,8.5,15.7,2.6
1998/1/4,10.6,14.5,6.9
1998/1/5,5.6,11.1,2.0
1998/1/6,5.3,11.6,0.9
1998/1/7,6.3,12.3,-0.3
1998/1/8,8.4,11.0,5.6
1998/1/9,8.9,13.0,3.1
1998/1/10,5.1,8.2,1.0
1998/1/11,7.6,9.2,6.4
1998/1/12,8.1,12.6,4.5
1998/1/13,8.0,13.9,2.1
1998/1/14,8.0,9.0,6.8
1998/1/15,9.0,10.6,7.7
1998/1/16,9.7,13.4,6.2
1998/1/17,9.5,15.1,4.2
1998/1/18,12.2,15.2,7.8
1998/1/19,3.9,8.3,-1.5
1998/1/20,3.0,9.0,-2.6
1998/1/21,5.5,11.8,1.4
1998/1/22,5.1,10.2,-0.2
1998/1/23,3.9,6.5,0.7
1998/1/24,0.3,4.9,-2.8
1998/1/25,1.4,6.7,-3.4
1998/1/26,3.8,11.0,-1.4
1998/1/27,4.4,11.4,-1.0
1998/1/28,5.5,10.0,2.5
1998/1/29,4.2,9.2,0.3
1998/1/30,4.7,11.6,-1.6
1998/1/31,6.7,14.1,0.1
1998/2/1,5.9,10.7,1.4
1998/2/2,7.6,14.3,0.1
1998/2/3,8.4,12.7,3.5
1998/2/4,7.9,10.3,4.7
1998/2/5,6.2,12.5,0.3
1998/2/6,5.8,13.0,-0.8
1998/2/7,4.0,7.8,1.0
1998/2/8,4.0,9.4,1.3
1998/2/9,4.3,10.2,-1.8
1998/2/10,7.8,14.4,2.3
1998/2/11,7.4,13.7,0.1
1998/2/12,13.8,20.3,9.0
1998/2/13,14.7,20.9,9.1
1998/2/14,16.1,21.5,12.6
1998/2/15,10.2,14.2,4.7
1998/2/16,8.1,13.3,1.8
1998/2/17,8.1,12.0,4.4
1998/2/18,7.7,11.6,3.8
1998/2/19,11.7,16.6,5.9
1998/2/20,15.4,18.5,13.1
1998/2/21,12.8,16.1,8.8
1998/2/22,10.4,14.2,6.6
1998/2/23,12.2,17.5,9.1
1998/2/24,12.4,15.3,10.8
1998/2/25,12.5,17.3,10.4
1998/2/26,12.2,17.7,7.2
1998/2/27,12.3,18.7,5.9
1998/2/28,10.0,16.9,4.9
1998/3/1,9.5,14.6,4.7
1998/3/2,9.2,16.5,2.1
1998/3/3,9.8,16.1,3.0
1998/3/4,12.4,18.9,6.1
1998/3/5,8.7,12.0,5.9
1998/3/6,9.5,16.8,2.2
1998/3/7,8.8,13.5,5.1
1998/3/8,8.4,13.5,3.1
1998/3/9,12.6,17.2,8.4
1998/3/10,11.7,14.2,9.5
1998/3/11,11.8,14.3,8.6
1998/3/12,13.6,18.8,8.8
1998/3/13,10.4,17.4,5.6
1998/3/14,10.7,18.9,4.2
1998/3/15,8.8,12.3,4.5
1998/3/16,8.2,13.9,2.3
1998/3/17,10.4,17.4,3.1
1998/3/18,10.9,15.9,5.4
1998/3/19,12.4,17.3,5.1
1998/3/20,14.6,18.9,8.8
1998/3/21,10.7,15.1,7.7
1998/3/22,10.5,16.4,6.5
1998/3/23,9.2,13.4,4.5
1998/3/24,10.5,14.1,7.9
1998/3/25,11.8,17.1,8.0
1998/3/26,11.9,18.3,6.2
1998/3/27,14.0,18.7,9.6
1998/3/28,16.4,21.3,12.1
1998/3/29,15.2,21.3,8.8
1998/3/30,15.5,22.4,8.5
1998/3/31,16.9,24.4,9.3
