ダウンロードした時刻：2019/10/10 16:13:12

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,11.1,14.0,7.7
2000/12/2,9.3,14.7,5.2
2000/12/3,8.8,11.5,6.0
2000/12/4,9.5,12.3,5.0
2000/12/5,9.7,16.1,3.1
2000/12/6,10.5,14.1,5.7
2000/12/7,8.1,11.6,4.7
2000/12/8,8.3,14.0,3.5
2000/12/9,9.8,17.1,4.1
2000/12/10,10.7,13.8,7.8
2000/12/11,10.1,13.9,3.9
2000/12/12,6.3,8.4,4.5
2000/12/13,6.2,10.7,2.2
2000/12/14,6.7,10.2,3.9
2000/12/15,7.1,13.5,2.0
2000/12/16,9.9,17.6,3.2
2000/12/17,9.2,10.3,8.2
2000/12/18,10.5,14.1,6.7
2000/12/19,12.5,16.7,10.1
2000/12/20,9.8,12.5,6.8
2000/12/21,9.8,12.1,5.9
2000/12/22,7.8,12.5,4.1
2000/12/23,9.5,16.0,2.7
2000/12/24,8.2,11.2,4.1
2000/12/25,6.0,13.0,3.0
2000/12/26,5.4,7.3,4.4
2000/12/27,5.6,8.9,3.1
2000/12/28,7.1,11.7,2.5
2000/12/29,6.2,9.6,2.1
2000/12/30,5.5,11.0,0.4
2000/12/31,7.7,9.8,5.9
2001/1/1,5.6,7.9,2.1
2001/1/2,6.6,13.3,1.4
2001/1/3,6.1,8.4,3.3
2001/1/4,4.6,6.9,3.3
2001/1/5,5.2,8.1,2.9
2001/1/6,5.2,7.4,3.9
2001/1/7,3.8,7.1,1.8
2001/1/8,9.1,12.6,6.2
2001/1/9,7.8,16.3,2.2
2001/1/10,10.1,17.1,3.6
2001/1/11,6.2,11.0,1.4
2001/1/12,5.3,7.5,3.6
2001/1/13,3.6,4.5,2.4
2001/1/14,2.6,4.8,-0.3
2001/1/15,0.9,3.6,-0.8
2001/1/16,2.0,4.9,0.6
2001/1/17,3.3,5.5,0.8
2001/1/18,4.4,7.6,-1.2
2001/1/19,4.4,6.6,1.2
2001/1/20,2.6,4.6,-0.1
2001/1/21,6.7,9.9,3.3
2001/1/22,5.3,9.6,0.7
2001/1/23,5.8,10.8,2.2
2001/1/24,4.1,7.2,2.0
2001/1/25,4.8,7.7,2.5
2001/1/26,6.8,8.3,5.4
2001/1/27,6.1,8.3,4.2
2001/1/28,7.0,10.3,2.5
2001/1/29,5.1,7.5,3.3
2001/1/30,4.0,9.5,-0.2
2001/1/31,5.2,10.2,-0.3
2001/2/1,6.1,8.4,4.8
2001/2/2,4.4,6.9,1.4
2001/2/3,3.7,7.9,-1.0
2001/2/4,5.3,8.5,1.5
2001/2/5,7.4,12.1,4.7
2001/2/6,7.0,9.1,5.6
2001/2/7,6.2,7.2,5.3
2001/2/8,6.7,10.0,3.3
2001/2/9,5.0,9.0,1.5
2001/2/10,5.0,8.9,1.1
2001/2/11,4.8,9.1,-0.1
2001/2/12,4.7,6.6,3.3
2001/2/13,4.7,7.5,2.9
2001/2/14,4.8,8.1,2.6
2001/2/15,4.0,8.0,1.2
2001/2/16,5.4,9.5,1.9
2001/2/17,3.7,8.5,-1.2
2001/2/18,7.0,12.1,1.5
2001/2/19,9.4,14.2,4.2
2001/2/20,7.9,11.8,4.7
2001/2/21,8.1,13.5,2.5
2001/2/22,11.2,16.1,7.6
2001/2/23,12.0,17.9,5.3
2001/2/24,10.1,13.7,6.7
2001/2/25,6.2,9.1,3.7
2001/2/26,4.7,7.6,2.4
2001/2/27,6.8,13.7,0.4
2001/2/28,11.9,16.7,6.0
2001/3/1,8.9,10.4,6.9
2001/3/2,7.1,10.3,4.2
2001/3/3,7.9,13.3,1.5
2001/3/4,8.6,13.7,1.7
2001/3/5,6.6,9.9,1.9
2001/3/6,9.1,14.0,3.2
2001/3/7,9.4,11.5,5.5
2001/3/8,4.8,8.4,2.0
2001/3/9,3.9,7.7,1.1
2001/3/10,6.3,11.9,0.2
2001/3/11,5.3,8.7,3.3
2001/3/12,5.7,10.9,0.6
2001/3/13,5.8,9.4,3.4
2001/3/14,10.5,18.1,1.4
2001/3/15,13.5,17.6,7.3
2001/3/16,8.6,12.5,4.8
2001/3/17,9.4,12.1,7.5
2001/3/18,12.1,16.5,9.1
2001/3/19,12.0,17.6,5.7
2001/3/20,12.7,18.6,6.9
2001/3/21,14.5,20.2,9.5
2001/3/22,14.6,20.8,7.8
2001/3/23,15.4,19.2,12.6
2001/3/24,14.3,19.7,9.3
2001/3/25,14.7,17.4,12.6
2001/3/26,13.8,17.1,9.4
2001/3/27,11.0,15.5,6.2
2001/3/28,12.8,17.2,8.7
2001/3/29,11.1,14.0,7.4
2001/3/30,8.8,12.7,5.9
2001/3/31,7.2,11.5,5.0
