ダウンロードした時刻：2019/10/10 16:21:27

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,8.1,13.1,3.0
1995/12/2,6.6,11.0,1.1
1995/12/3,8.9,12.4,7.2
1995/12/4,7.7,10.1,4.0
1995/12/5,5.9,9.6,3.5
1995/12/6,4.2,7.9,-0.6
1995/12/7,3.6,10.0,-2.0
1995/12/8,5.4,9.0,1.3
1995/12/9,5.7,11.5,1.1
1995/12/10,5.8,13.0,0.3
1995/12/11,8.4,16.0,1.1
1995/12/12,9.2,14.2,5.7
1995/12/13,7.7,13.4,1.9
1995/12/14,9.7,14.9,3.9
1995/12/15,9.4,12.2,3.2
1995/12/16,5.7,8.7,1.8
1995/12/17,6.7,11.2,2.2
1995/12/18,5.7,11.0,-0.4
1995/12/19,7.2,11.0,1.9
1995/12/20,5.5,11.5,0.8
1995/12/21,5.1,9.7,0.8
1995/12/22,4.5,11.3,-1.8
1995/12/23,5.6,12.8,-0.1
1995/12/24,5.5,9.5,3.1
1995/12/25,1.7,3.7,-1.7
1995/12/26,2.3,7.1,-2.4
1995/12/27,3.3,8.9,-3.2
1995/12/28,4.7,8.4,-0.4
1995/12/29,6.2,7.7,4.7
1995/12/30,3.1,5.4,-2.1
1995/12/31,1.9,6.6,-4.3
1996/1/1,5.0,10.9,-0.9
1996/1/2,5.0,11.1,-1.5
1996/1/3,7.0,11.6,3.7
1996/1/4,3.0,8.1,-1.6
1996/1/5,4.3,12.2,-2.5
1996/1/6,5.6,10.3,0.9
1996/1/7,8.0,14.5,1.3
1996/1/8,5.6,11.6,0.5
1996/1/9,1.2,4.7,-0.8
1996/1/10,3.3,8.9,-2.5
1996/1/11,3.9,10.3,-2.1
1996/1/12,5.1,12.6,-0.4
1996/1/13,7.3,12.4,1.2
1996/1/14,10.1,12.9,6.2
1996/1/15,11.8,15.2,9.0
1996/1/16,7.5,10.3,2.5
1996/1/17,4.6,9.2,-0.5
1996/1/18,5.0,6.8,3.3
1996/1/19,5.9,10.1,0.7
1996/1/20,6.3,11.0,1.5
1996/1/21,4.5,9.4,-0.4
1996/1/22,5.0,7.7,1.5
1996/1/23,5.9,10.0,0.9
1996/1/24,4.2,8.1,-0.1
1996/1/25,2.1,6.5,-2.0
1996/1/26,2.9,6.4,-0.6
1996/1/27,2.8,8.0,-2.1
1996/1/28,3.4,8.3,-1.9
1996/1/29,5.6,10.9,0.7
1996/1/30,3.5,6.2,-1.5
1996/1/31,2.1,7.8,-3.4
1996/2/1,2.4,4.3,-0.3
1996/2/2,-0.4,1.8,-2.8
1996/2/3,0.5,6.6,-4.4
1996/2/4,3.5,9.0,-2.0
1996/2/5,3.5,8.0,0.9
1996/2/6,2.3,5.4,-1.4
1996/2/7,3.8,9.7,-1.4
1996/2/8,4.6,8.6,-0.6
1996/2/9,2.6,6.2,-0.6
1996/2/10,1.3,5.0,-2.0
1996/2/11,2.4,8.4,-4.3
1996/2/12,10.4,15.6,4.6
1996/2/13,14.4,21.2,10.2
1996/2/14,13.9,17.7,11.1
1996/2/15,11.7,14.5,6.6
1996/2/16,7.9,11.7,4.3
1996/2/17,6.9,10.1,4.2
1996/2/18,5.6,9.4,3.1
1996/2/19,5.1,9.5,1.6
1996/2/20,3.4,7.1,0.8
1996/2/21,2.5,6.0,-1.4
1996/2/22,2.4,8.9,-3.9
1996/2/23,3.9,10.3,-1.1
1996/2/24,5.7,11.7,-0.3
1996/2/25,5.0,6.7,2.3
1996/2/26,6.7,11.2,2.4
1996/2/27,5.6,10.0,0.7
1996/2/28,4.7,12.4,-2.0
1996/2/29,5.9,9.7,1.0
1996/3/1,7.2,10.1,1.8
1996/3/2,5.2,10.0,0.9
1996/3/3,5.4,12.3,-1.4
1996/3/4,7.7,13.6,-0.2
1996/3/5,5.7,9.9,1.3
1996/3/6,6.6,13.3,-1.7
1996/3/7,12.1,18.0,7.5
1996/3/8,10.0,15.8,5.6
1996/3/9,7.0,11.3,5.1
1996/3/10,7.3,11.6,3.4
1996/3/11,6.9,13.2,2.3
1996/3/12,7.2,11.9,2.9
1996/3/13,8.0,14.8,2.0
1996/3/14,8.6,14.1,2.3
1996/3/15,10.0,12.4,8.3
1996/3/16,10.5,14.2,4.9
1996/3/17,14.6,20.6,9.4
1996/3/18,8.8,11.4,4.5
1996/3/19,7.1,13.4,1.1
1996/3/20,10.5,16.0,5.6
1996/3/21,13.6,18.1,10.0
1996/3/22,11.4,14.2,8.2
1996/3/23,9.2,11.6,7.3
1996/3/24,7.4,8.5,5.2
1996/3/25,10.6,15.8,7.3
1996/3/26,11.6,17.4,6.0
1996/3/27,11.6,15.0,8.9
1996/3/28,12.0,16.3,8.7
1996/3/29,11.7,15.3,8.6
1996/3/30,15.5,19.1,12.0
1996/3/31,11.7,14.9,8.2
