ダウンロードした時刻：2019/10/10 15:49:06

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,12.7,17.7,9.9
1990/12/2,7.0,10.2,5.1
1990/12/3,3.9,7.2,1.1
1990/12/4,3.4,8.0,0.1
1990/12/5,2.4,10.7,-1.1
1990/12/6,2.3,13.2,-2.4
1990/12/7,2.1,13.3,-3.8
1990/12/8,3.7,15.6,-3.1
1990/12/9,3.8,10.3,-1.7
1990/12/10,4.4,10.9,0.4
1990/12/11,3.2,12.7,-0.7
1990/12/12,3.4,6.3,0.4
1990/12/13,2.3,8.2,-1.5
1990/12/14,2.3,5.3,-1.5
1990/12/15,3.7,7.7,1.0
1990/12/16,1.1,6.3,-1.1
1990/12/17,-0.8,2.2,-4.6
1990/12/18,0.0,1.8,-1.9
1990/12/19,1.2,3.6,-0.5
1990/12/20,1.5,7.0,-3.6
1990/12/21,3.4,8.6,0.9
1990/12/22,4.9,9.4,-0.1
1990/12/23,2.0,6.6,-1.9
1990/12/24,-0.1,2.6,-2.1
1990/12/25,0.8,6.0,-2.6
1990/12/26,1.2,7.3,-3.2
1990/12/27,-1.4,1.0,-3.3
1990/12/28,-0.7,2.2,-3.8
1990/12/29,-0.4,3.3,-3.0
1990/12/30,-1.1,3.6,-6.2
1990/12/31,-2.0,3.6,-8.6
1991/1/1,2.3,5.1,0.5
1991/1/2,2.5,5.8,-0.5
1991/1/3,1.2,7.0,-1.2
1991/1/4,-0.8,1.8,-2.5
1991/1/5,-1.0,2.0,-2.8
1991/1/6,-2.8,-1.8,-3.9
1991/1/7,-2.8,0.5,-6.6
1991/1/8,-1.6,1.5,-5.2
1991/1/9,-1.6,0.7,-3.4
1991/1/10,-0.7,1.3,-3.3
1991/1/11,0.6,3.0,-1.7
1991/1/12,0.3,5.8,-3.7
1991/1/13,-0.1,3.7,-2.5
1991/1/14,-1.6,1.8,-5.0
1991/1/15,-3.6,0.3,-6.2
1991/1/16,-2.7,3.3,-6.4
1991/1/17,-2.0,4.5,-6.5
1991/1/18,-3.5,-2.2,-4.3
1991/1/19,-1.5,4.8,-4.7
1991/1/20,-2.9,5.2,-8.6
1991/1/21,-2.6,0.5,-5.5
1991/1/22,1.1,3.8,-1.7
1991/1/23,-4.3,-1.3,-11.8
1991/1/24,-6.3,0.4,-15.4
1991/1/25,1.1,4.9,-0.6
1991/1/26,-1.0,1.2,-2.4
1991/1/27,-1.7,2.4,-4.7
1991/1/28,-3.3,0.0,-7.6
1991/1/29,-5.2,1.4,-12.5
1991/1/30,-1.8,1.7,-5.8
1991/1/31,-1.5,3.1,-4.6
1991/2/1,-2.7,2.5,-6.5
1991/2/2,-2.6,0.3,-4.0
1991/2/3,-2.5,2.0,-7.0
1991/2/4,-2.9,2.1,-7.3
1991/2/5,-2.5,-0.7,-5.4
1991/2/6,-1.7,3.5,-6.6
1991/2/7,-0.1,3.7,-3.6
1991/2/8,-3.4,0.3,-6.9
1991/2/9,-4.6,2.3,-11.5
1991/2/10,-2.6,1.1,-8.4
1991/2/11,3.0,8.0,0.0
1991/2/12,1.1,4.2,-0.7
1991/2/13,-0.1,4.1,-4.4
1991/2/14,0.5,8.5,-6.8
1991/2/15,4.1,10.8,0.0
1991/2/16,0.9,3.3,-1.1
1991/2/17,-2.6,-1.0,-4.3
1991/2/18,-4.0,-0.3,-8.6
1991/2/19,-3.2,-1.0,-4.8
1991/2/20,-3.9,0.7,-8.1
1991/2/21,-3.7,1.3,-8.0
1991/2/22,-4.3,0.3,-9.5
1991/2/23,-4.8,-2.4,-7.3
1991/2/24,-5.6,-3.6,-7.3
1991/2/25,-5.1,-0.7,-7.9
1991/2/26,-3.7,4.0,-8.9
1991/2/27,-2.3,7.6,-11.5
1991/2/28,1.8,3.8,0.3
1991/3/1,0.0,1.1,-1.4
1991/3/2,-0.5,4.9,-5.7
1991/3/3,-0.5,4.5,-5.2
1991/3/4,-0.1,10.1,-9.3
1991/3/5,4.7,14.7,-1.3
1991/3/6,5.1,14.8,-0.3
1991/3/7,2.2,7.0,-1.6
1991/3/8,1.0,2.5,-0.9
1991/3/9,4.1,8.0,2.0
1991/3/10,4.5,8.4,1.4
1991/3/11,1.7,2.9,0.4
1991/3/12,3.8,8.6,0.3
1991/3/13,3.8,12.3,-1.7
1991/3/14,-0.3,2.7,-4.5
1991/3/15,-1.3,2.9,-5.3
1991/3/16,0.5,3.1,-1.4
1991/3/17,1.4,6.0,-1.0
1991/3/18,2.5,11.6,-3.8
1991/3/19,5.1,16.3,-3.8
1991/3/20,5.2,10.0,1.1
1991/3/21,3.0,6.3,0.8
1991/3/22,3.4,6.0,0.6
1991/3/23,6.2,11.3,3.2
1991/3/24,7.9,15.6,4.0
1991/3/25,7.7,15.4,2.6
1991/3/26,6.7,16.6,2.2
1991/3/27,6.7,10.0,2.5
1991/3/28,5.9,8.1,4.3
1991/3/29,5.8,13.0,1.3
1991/3/30,6.9,10.8,3.5
1991/3/31,4.9,8.5,2.1
