ダウンロードした時刻：2019/10/10 15:38:42

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,5.7,8.3,1.5
2005/12/2,6.4,10.4,2.4
2005/12/3,3.9,5.7,0.9
2005/12/4,5.4,8.0,2.0
2005/12/5,3.5,6.3,1.4
2005/12/6,4.5,9.4,1.3
2005/12/7,4.2,8.6,0.9
2005/12/8,4.2,8.6,1.6
2005/12/9,3.9,8.7,0.5
2005/12/10,1.3,2.8,-0.4
2005/12/11,0.7,2.3,-1.6
2005/12/12,0.1,3.0,-1.6
2005/12/13,-0.5,1.2,-2.3
2005/12/14,0.8,2.7,-1.0
2005/12/15,-0.1,1.8,-1.7
2005/12/16,1.6,4.4,-0.7
2005/12/17,1.5,4.0,0.3
2005/12/18,-1.2,1.3,-3.5
2005/12/19,-0.9,2.4,-4.3
2005/12/20,2.5,5.6,0.3
2005/12/21,2.1,3.6,0.5
2005/12/22,2.1,4.7,0.2
2005/12/23,2.4,4.2,-0.8
2005/12/24,2.0,3.5,0.1
2005/12/25,2.2,6.5,-0.6
2005/12/26,-0.3,1.4,-2.4
2005/12/27,-0.4,1.0,-2.4
2005/12/28,-0.8,0.9,-2.9
2005/12/29,1.0,2.6,-1.4
2005/12/30,1.3,3.6,-0.5
2005/12/31,0.9,2.1,-1.2
2006/1/1,0.6,2.7,-1.9
2006/1/2,3.0,5.9,0.7
2006/1/3,-0.2,3.0,-2.8
2006/1/4,-0.3,1.8,-2.6
2006/1/5,-0.6,1.0,-3.1
2006/1/6,-1.0,0.3,-4.6
2006/1/7,-2.5,0.6,-5.8
2006/1/8,-1.0,-0.1,-2.9
2006/1/9,-0.9,1.2,-5.0
2006/1/10,-0.5,5.2,-5.5
2006/1/11,2.0,3.7,-0.8
2006/1/12,-0.2,0.8,-2.9
2006/1/13,-0.3,3.4,-5.6
2006/1/14,3.3,5.7,2.0
2006/1/15,4.0,5.9,0.4
2006/1/16,3.4,7.5,0.3
2006/1/17,0.2,1.7,-1.6
2006/1/18,-0.2,1.7,-1.6
2006/1/19,-2.1,0.9,-4.1
2006/1/20,0.0,2.4,-2.4
2006/1/21,0.3,2.6,-2.8
2006/1/22,-1.7,-0.2,-4.4
2006/1/23,-2.2,0.8,-5.7
2006/1/24,0.6,2.9,-1.6
2006/1/25,2.5,4.3,0.1
2006/1/26,1.4,2.7,-0.2
2006/1/27,2.1,3.6,-0.4
2006/1/28,0.9,2.6,-1.2
2006/1/29,1.8,4.1,-1.3
2006/1/30,3.0,7.4,-1.5
2006/1/31,1.3,3.4,-1.2
2006/2/1,0.4,2.7,-3.0
2006/2/2,0.5,3.0,-3.9
2006/2/3,-3.5,-0.7,-6.1
2006/2/4,-2.5,0.1,-5.7
2006/2/5,-1.7,0.1,-4.1
2006/2/6,0.0,1.9,-1.2
2006/2/7,1.9,3.3,-0.4
2006/2/8,2.2,4.0,0.7
2006/2/9,-0.7,1.6,-3.0
2006/2/10,1.8,4.8,-1.5
2006/2/11,1.0,2.8,-0.8
2006/2/12,-1.9,0.2,-3.9
2006/2/13,4.7,8.6,-0.3
2006/2/14,6.7,11.4,3.5
2006/2/15,6.6,9.0,2.9
2006/2/16,2.4,4.7,1.7
2006/2/17,-0.3,6.2,-3.1
2006/2/18,0.6,4.1,-3.5
2006/2/19,3.4,8.2,0.6
2006/2/20,4.4,8.3,0.3
2006/2/21,5.4,11.5,0.0
2006/2/22,7.2,12.8,1.5
2006/2/23,3.7,8.1,-1.5
2006/2/24,2.7,7.2,-1.9
2006/2/25,4.5,10.5,-1.3
2006/2/26,7.1,11.0,4.5
2006/2/27,0.9,5.3,-0.4
2006/2/28,1.2,3.6,-0.9
2006/3/1,3.0,5.0,0.0
2006/3/2,3.3,4.7,2.2
2006/3/3,3.0,5.8,1.1
2006/3/4,2.1,4.2,-0.2
2006/3/5,5.7,11.4,1.1
2006/3/6,5.3,9.7,1.1
2006/3/7,3.3,10.3,-3.1
2006/3/8,4.6,7.9,1.6
2006/3/9,3.4,6.2,0.8
2006/3/10,7.6,12.1,3.6
2006/3/11,9.4,15.6,4.0
2006/3/12,1.9,6.4,-2.3
2006/3/13,-1.4,0.2,-3.3
2006/3/14,0.4,3.2,-2.3
2006/3/15,5.0,8.0,0.1
2006/3/16,7.6,12.0,3.8
2006/3/17,7.4,10.8,6.1
2006/3/18,8.4,15.1,2.0
2006/3/19,4.0,6.7,0.5
2006/3/20,4.7,7.3,0.9
2006/3/21,5.4,8.5,3.4
2006/3/22,6.9,9.8,1.8
2006/3/23,6.3,9.1,4.1
2006/3/24,5.4,7.5,3.7
2006/3/25,6.3,10.9,0.8
2006/3/26,5.4,15.6,-0.2
2006/3/27,4.9,8.6,-0.2
2006/3/28,9.9,17.9,3.2
2006/3/29,3.1,5.8,-0.5
2006/3/30,2.5,4.8,0.5
2006/3/31,2.9,4.9,0.3
