ダウンロードした時刻：2019/10/10 16:14:39

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,9.3,15.0,4.5
2000/12/2,7.3,14.1,2.1
2000/12/3,6.8,10.3,3.1
2000/12/4,6.8,11.9,1.3
2000/12/5,7.1,14.2,-0.7
2000/12/6,7.9,13.6,2.5
2000/12/7,5.4,11.1,0.7
2000/12/8,5.6,13.8,-0.8
2000/12/9,7.1,16.3,0.7
2000/12/10,8.0,10.6,3.8
2000/12/11,8.4,12.3,2.9
2000/12/12,3.9,8.0,0.9
2000/12/13,4.6,10.6,-0.7
2000/12/14,4.8,8.9,2.1
2000/12/15,5.6,13.3,-0.3
2000/12/16,8.3,16.1,0.4
2000/12/17,6.6,8.7,4.0
2000/12/18,8.1,13.2,3.1
2000/12/19,10.8,16.0,8.4
2000/12/20,8.0,11.9,3.2
2000/12/21,8.1,11.7,5.2
2000/12/22,6.2,12.3,1.8
2000/12/23,7.3,14.7,-0.6
2000/12/24,7.1,11.2,2.8
2000/12/25,4.3,9.6,0.5
2000/12/26,3.6,6.8,0.7
2000/12/27,3.3,7.5,0.3
2000/12/28,5.0,10.7,-0.4
2000/12/29,3.1,7.8,-1.3
2000/12/30,2.3,8.7,-3.3
2000/12/31,5.7,9.2,2.8
2001/1/1,4.0,8.1,-0.1
2001/1/2,6.1,11.6,0.3
2001/1/3,4.7,8.7,1.4
2001/1/4,2.8,6.4,0.9
2001/1/5,3.1,7.2,0.8
2001/1/6,3.0,7.1,0.2
2001/1/7,2.8,8.4,-0.2
2001/1/8,6.6,11.1,2.6
2001/1/9,3.9,8.0,0.1
2001/1/10,7.4,10.8,0.9
2001/1/11,4.5,10.5,-1.0
2001/1/12,3.6,7.0,-0.4
2001/1/13,2.2,4.2,0.2
2001/1/14,0.9,4.4,-1.1
2001/1/15,-0.4,3.2,-3.5
2001/1/16,0.5,4.7,-2.0
2001/1/17,1.2,6.3,-1.9
2001/1/18,3.3,7.9,-2.3
2001/1/19,2.3,6.0,-2.0
2001/1/20,0.0,2.0,-3.5
2001/1/21,4.2,10.0,-0.1
2001/1/22,4.8,10.4,-0.1
2001/1/23,4.1,10.4,0.8
2001/1/24,1.9,6.9,-1.6
2001/1/25,3.0,5.9,-0.2
2001/1/26,5.5,7.6,4.3
2001/1/27,5.0,6.2,3.7
2001/1/28,4.5,7.6,1.6
2001/1/29,2.9,7.1,-0.5
2001/1/30,2.7,8.3,-1.9
2001/1/31,3.7,9.4,-2.0
2001/2/1,4.2,7.2,2.8
2001/2/2,2.5,7.4,-2.0
2001/2/3,1.9,7.7,-2.4
2001/2/4,3.6,8.0,-0.7
2001/2/5,6.2,11.2,1.7
2001/2/6,5.0,7.1,3.3
2001/2/7,4.3,6.6,1.4
2001/2/8,5.0,9.1,1.7
2001/2/9,3.5,9.7,-1.6
2001/2/10,3.2,9.5,-1.3
2001/2/11,3.1,9.2,-2.5
2001/2/12,2.8,5.9,-0.7
2001/2/13,3.2,7.5,-0.1
2001/2/14,3.3,8.6,0.2
2001/2/15,2.4,7.7,-1.2
2001/2/16,2.5,6.0,-1.8
2001/2/17,1.8,8.6,-2.9
2001/2/18,5.6,13.1,-2.0
2001/2/19,8.4,14.8,2.0
2001/2/20,5.8,12.2,0.5
2001/2/21,5.9,13.2,-1.8
2001/2/22,9.5,16.6,3.9
2001/2/23,10.1,19.3,1.5
2001/2/24,7.5,9.5,5.6
2001/2/25,3.7,8.1,1.3
2001/2/26,2.6,7.9,-1.7
2001/2/27,4.9,15.1,-3.8
2001/2/28,6.4,8.8,1.1
2001/3/1,7.5,8.8,5.5
2001/3/2,5.3,8.6,0.7
2001/3/3,6.2,13.3,-1.5
2001/3/4,7.1,10.8,1.2
2001/3/5,4.1,8.8,1.1
2001/3/6,8.2,15.5,1.7
2001/3/7,6.7,12.2,2.3
2001/3/8,3.7,9.2,1.1
2001/3/9,1.1,6.8,-1.0
2001/3/10,4.0,10.8,-1.7
2001/3/11,3.0,7.7,-1.3
2001/3/12,3.8,11.6,-3.6
2001/3/13,3.4,8.4,-0.9
2001/3/14,8.0,18.9,-2.3
2001/3/15,9.1,15.8,3.7
2001/3/16,7.0,14.3,-0.3
2001/3/17,7.2,10.5,3.1
2001/3/18,10.4,16.7,5.1
2001/3/19,10.5,19.4,2.6
2001/3/20,11.8,20.6,4.0
2001/3/21,12.6,21.3,6.2
2001/3/22,13.6,23.6,3.1
2001/3/23,12.7,18.4,7.4
2001/3/24,13.0,21.8,3.7
2001/3/25,13.8,16.0,12.5
2001/3/26,11.6,16.5,4.5
2001/3/27,8.6,15.6,2.7
2001/3/28,9.3,13.9,4.9
2001/3/29,9.8,13.0,6.3
2001/3/30,6.8,11.8,4.2
2001/3/31,4.4,10.0,0.2
