ダウンロードした時刻：2019/10/10 15:59:48

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,7.7,14.7,1.1
1985/12/2,10.3,18.3,4.9
1985/12/3,8.1,14.0,2.6
1985/12/4,9.3,12.9,4.2
1985/12/5,11.0,17.0,7.4
1985/12/6,10.0,13.8,6.9
1985/12/7,10.8,13.8,8.3
1985/12/8,9.6,11.9,6.1
1985/12/9,7.3,10.6,3.5
1985/12/10,4.2,8.0,0.8
1985/12/11,6.0,9.7,0.7
1985/12/12,4.6,9.0,0.2
1985/12/13,4.3,10.8,-1.0
1985/12/14,6.5,13.1,1.0
1985/12/15,3.9,6.3,2.3
1985/12/16,3.7,8.3,0.3
1985/12/17,3.4,6.8,1.4
1985/12/18,2.9,8.0,-1.6
1985/12/19,5.4,12.3,-0.9
1985/12/20,5.3,10.1,0.5
1985/12/21,4.1,10.6,-1.4
1985/12/22,7.3,12.1,0.9
1985/12/23,9.2,14.0,5.5
1985/12/24,5.2,9.2,-0.2
1985/12/25,4.6,11.1,-1.0
1985/12/26,6.0,12.5,1.1
1985/12/27,6.1,13.4,0.9
1985/12/28,5.3,12.2,-0.7
1985/12/29,8.0,12.7,1.0
1985/12/30,11.2,12.6,9.3
1985/12/31,10.9,15.3,5.3
1986/1/1,5.9,9.4,3.1
1986/1/2,2.5,6.5,-1.8
1986/1/3,3.6,9.4,-3.3
1986/1/4,5.6,10.0,1.5
1986/1/5,0.9,4.5,-2.3
1986/1/6,1.0,5.5,-2.4
1986/1/7,2.3,8.2,-3.0
1986/1/8,4.9,12.2,-0.7
1986/1/9,3.6,5.9,1.7
1986/1/10,2.2,6.5,-2.0
1986/1/11,2.6,7.5,-2.0
1986/1/12,1.7,8.5,-3.0
1986/1/13,4.6,11.1,-2.2
1986/1/14,4.4,9.1,0.1
1986/1/15,4.6,9.9,-1.2
1986/1/16,5.3,9.0,2.0
1986/1/17,6.0,12.1,1.0
1986/1/18,6.5,12.0,0.4
1986/1/19,7.1,11.2,2.2
1986/1/20,8.4,13.1,3.2
1986/1/21,6.4,12.2,0.7
1986/1/22,5.0,7.6,1.4
1986/1/23,4.5,9.2,-0.6
1986/1/24,5.8,10.0,0.9
1986/1/25,3.8,8.5,-0.6
1986/1/26,3.0,7.7,-3.0
1986/1/27,2.6,6.6,-1.4
1986/1/28,2.6,9.2,-4.0
1986/1/29,4.3,10.1,-0.9
1986/1/30,5.1,9.1,-0.9
1986/1/31,6.4,12.0,2.4
1986/2/1,5.3,10.9,0.7
1986/2/2,4.9,10.4,1.2
1986/2/3,7.0,14.3,0.2
1986/2/4,3.0,7.5,-0.9
1986/2/5,3.2,8.6,-1.5
1986/2/6,3.6,8.7,-1.9
1986/2/7,4.3,8.7,-1.5
1986/2/8,3.8,8.5,1.0
1986/2/9,4.4,8.8,-0.4
1986/2/10,2.6,7.7,-1.5
1986/2/11,3.1,7.3,-2.1
1986/2/12,4.1,10.5,-1.5
1986/2/13,5.2,10.9,-1.1
1986/2/14,6.5,9.2,3.2
1986/2/15,6.5,13.7,1.8
1986/2/16,1.5,6.0,-2.2
1986/2/17,2.8,8.7,-3.8
1986/2/18,3.5,6.6,-0.1
1986/2/19,6.4,11.6,1.4
1986/2/20,5.3,11.0,-1.0
1986/2/21,4.9,10.6,0.3
1986/2/22,4.6,10.5,-0.6
1986/2/23,5.7,12.2,-0.3
1986/2/24,3.5,7.9,-0.8
1986/2/25,3.0,7.7,-0.9
1986/2/26,3.5,9.7,-2.9
1986/2/27,6.5,12.3,0.7
1986/2/28,3.4,6.9,0.5
1986/3/1,5.5,9.9,2.4
1986/3/2,5.4,9.7,1.1
1986/3/3,6.3,11.6,-1.0
1986/3/4,4.5,10.7,-1.7
1986/3/5,6.6,16.5,-0.4
1986/3/6,7.7,15.2,-0.1
1986/3/7,9.1,14.8,3.3
1986/3/8,9.8,17.4,3.5
1986/3/9,11.6,18.3,4.3
1986/3/10,12.8,16.0,10.1
1986/3/11,10.0,11.7,6.3
1986/3/12,8.1,14.5,2.4
1986/3/13,10.4,15.8,3.0
1986/3/14,9.2,11.8,8.1
1986/3/15,11.8,15.6,8.6
1986/3/16,11.1,19.0,5.0
1986/3/17,6.6,13.0,1.7
1986/3/18,7.3,11.6,0.6
1986/3/19,10.6,14.2,6.7
1986/3/20,8.7,12.3,3.4
1986/3/21,7.5,14.0,1.6
1986/3/22,9.1,13.6,2.6
1986/3/23,9.3,11.0,8.1
1986/3/24,8.7,11.8,6.2
1986/3/25,8.1,13.7,3.5
1986/3/26,8.7,15.6,1.9
1986/3/27,11.7,17.2,4.3
1986/3/28,11.4,12.4,10.7
1986/3/29,11.6,15.4,7.5
1986/3/30,11.6,15.7,7.2
1986/3/31,11.6,16.6,5.3
