ダウンロードした時刻：2019/10/10 16:00:17

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,7.1,7.9,6.4
1981/12/2,6.7,10.6,3.9
1981/12/3,6.0,10.8,1.4
1981/12/4,6.6,11.6,1.7
1981/12/5,9.7,16.2,2.7
1981/12/6,8.6,12.5,4.8
1981/12/7,8.0,11.7,5.1
1981/12/8,8.4,12.3,5.6
1981/12/9,8.0,11.9,3.4
1981/12/10,8.0,11.9,5.0
1981/12/11,4.9,6.7,2.1
1981/12/12,8.8,13.6,4.1
1981/12/13,7.4,12.2,4.7
1981/12/14,4.7,8.9,1.8
1981/12/15,4.4,8.7,0.5
1981/12/16,6.9,11.9,1.4
1981/12/17,6.7,11.6,1.7
1981/12/18,7.4,12.4,2.9
1981/12/19,9.1,15.8,2.1
1981/12/20,10.8,14.3,5.6
1981/12/21,8.5,13.2,4.5
1981/12/22,8.3,14.6,4.0
1981/12/23,9.7,17.0,3.1
1981/12/24,8.6,12.8,4.6
1981/12/25,5.4,8.4,3.2
1981/12/26,6.6,11.9,2.0
1981/12/27,8.0,13.2,2.8
1981/12/28,10.3,15.8,4.0
1981/12/29,13.1,16.8,7.5
1981/12/30,10.2,16.5,7.3
1981/12/31,6.1,7.3,5.5
1982/1/1,7.0,10.8,2.8
1982/1/2,8.2,12.2,5.1
1982/1/3,6.7,10.0,2.5
1982/1/4,6.9,9.7,5.1
1982/1/5,10.3,15.1,6.6
1982/1/6,7.0,9.2,4.7
1982/1/7,4.4,9.9,1.6
1982/1/8,3.6,6.5,0.6
1982/1/9,6.8,12.9,-0.7
1982/1/10,7.8,12.9,4.4
1982/1/11,6.6,10.0,4.3
1982/1/12,11.1,16.1,4.4
1982/1/13,8.8,12.0,5.8
1982/1/14,6.5,9.0,4.5
1982/1/15,5.8,9.5,2.9
1982/1/16,2.8,4.4,1.7
1982/1/17,3.9,8.6,1.6
1982/1/18,3.7,9.7,0.4
1982/1/19,4.6,10.6,1.3
1982/1/20,3.5,7.4,-0.3
1982/1/21,5.7,11.5,-0.4
1982/1/22,7.7,12.5,2.2
1982/1/23,7.7,14.0,3.9
1982/1/24,7.5,11.4,3.7
1982/1/25,6.5,10.9,2.1
1982/1/26,6.2,8.8,2.9
1982/1/27,6.1,9.4,3.7
1982/1/28,5.0,9.9,0.8
1982/1/29,2.5,6.4,-0.2
1982/1/30,2.4,7.3,-2.6
1982/1/31,3.6,7.4,-1.7
1982/2/1,5.1,11.3,1.3
1982/2/2,4.0,8.6,0.9
1982/2/3,4.3,8.0,0.0
1982/2/4,5.3,10.0,1.9
1982/2/5,3.5,6.9,1.2
1982/2/6,4.2,9.0,0.5
1982/2/7,2.3,5.5,-0.4
1982/2/8,2.8,6.6,-0.9
1982/2/9,3.8,6.6,-0.1
1982/2/10,3.8,8.0,0.7
1982/2/11,5.4,10.2,-0.2
1982/2/12,6.6,9.6,3.6
1982/2/13,6.5,8.6,5.1
1982/2/14,5.9,10.1,2.5
1982/2/15,6.4,10.2,3.0
1982/2/16,7.0,11.7,1.8
1982/2/17,4.4,7.3,1.4
1982/2/18,7.5,10.5,4.5
1982/2/19,7.7,10.6,4.6
1982/2/20,8.9,13.4,6.3
1982/2/21,9.1,13.2,6.0
1982/2/22,7.5,12.6,4.5
1982/2/23,7.9,12.2,3.9
1982/2/24,2.9,6.6,1.9
1982/2/25,4.8,8.5,1.7
1982/2/26,4.4,8.7,1.1
1982/2/27,5.8,9.6,1.3
1982/2/28,8.4,13.0,2.8
1982/3/1,6.1,8.9,4.9
1982/3/2,4.4,8.6,2.0
1982/3/3,6.1,12.0,1.2
1982/3/4,8.2,13.3,1.5
1982/3/5,15.2,18.9,9.0
1982/3/6,9.1,14.4,6.5
1982/3/7,6.5,9.8,4.9
1982/3/8,6.0,8.5,3.6
1982/3/9,8.1,13.0,2.9
1982/3/10,9.3,13.8,4.4
1982/3/11,11.3,17.7,5.2
1982/3/12,11.0,14.7,6.5
1982/3/13,11.4,17.4,8.0
1982/3/14,10.1,13.3,7.9
1982/3/15,12.1,16.1,7.7
1982/3/16,14.4,19.7,9.9
1982/3/17,10.2,13.7,7.2
1982/3/18,8.1,13.3,5.6
1982/3/19,8.1,11.1,5.3
1982/3/20,7.2,8.7,6.0
1982/3/21,9.7,12.9,6.3
1982/3/22,13.1,18.8,8.1
1982/3/23,13.2,18.0,6.6
1982/3/24,11.2,16.1,5.7
1982/3/25,6.2,9.0,4.0
1982/3/26,6.6,11.0,3.1
1982/3/27,7.5,11.4,3.6
1982/3/28,7.4,11.7,4.1
1982/3/29,8.2,12.7,2.7
1982/3/30,12.7,18.8,4.4
1982/3/31,14.7,18.3,12.8
