ダウンロードした時刻：2019/10/10 15:34:48

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,3.4,7.5,-3.0
2007/12/2,1.3,4.1,-2.0
2007/12/3,-0.7,1.5,-3.1
2007/12/4,-3.3,-1.0,-6.3
2007/12/5,-3.5,-1.3,-6.4
2007/12/6,-0.2,0.9,-1.9
2007/12/7,1.0,3.7,-2.8
2007/12/8,0.7,3.7,-2.4
2007/12/9,0.6,3.1,-2.1
2007/12/10,-0.4,1.8,-2.3
2007/12/11,0.6,3.9,-4.1
2007/12/12,1.9,3.9,0.0
2007/12/13,3.5,6.0,-0.4
2007/12/14,3.3,6.2,1.1
2007/12/15,1.0,4.7,-1.8
2007/12/16,-1.3,0.9,-3.4
2007/12/17,-1.8,-0.1,-5.7
2007/12/18,-2.7,0.0,-6.1
2007/12/19,-2.6,-0.1,-5.1
2007/12/20,-0.6,3.1,-5.4
2007/12/21,-1.5,0.5,-4.4
2007/12/22,-1.8,3.3,-6.8
2007/12/23,0.7,4.9,-5.1
2007/12/24,1.7,4.7,-0.4
2007/12/25,-0.2,2.9,-3.3
2007/12/26,-2.7,1.8,-6.6
2007/12/27,-0.3,2.5,-5.6
2007/12/28,3.7,6.5,0.3
2007/12/29,7.1,9.0,5.4
2007/12/30,2.5,5.9,-2.1
2007/12/31,-3.3,-1.3,-6.0
2008/1/1,-2.1,0.7,-6.0
2008/1/2,-2.5,0.5,-6.2
2008/1/3,-0.7,1.2,-2.4
2008/1/4,-2.1,0.0,-4.4
2008/1/5,-2.1,1.6,-6.0
2008/1/6,-1.6,1.9,-6.0
2008/1/7,-0.2,2.0,-4.1
2008/1/8,-1.9,2.7,-6.7
2008/1/9,-5.3,-1.3,-9.0
2008/1/10,-5.0,-1.2,-10.1
2008/1/11,-3.1,-0.9,-5.2
2008/1/12,-6.6,-4.3,-9.5
2008/1/13,-6.2,-3.7,-8.4
2008/1/14,-4.4,0.2,-8.8
2008/1/15,-5.1,-2.9,-6.8
2008/1/16,-6.9,-3.2,-10.9
2008/1/17,-6.7,-1.2,-11.3
2008/1/18,-6.8,-1.9,-11.6
2008/1/19,-6.0,-1.3,-12.1
2008/1/20,-5.8,-3.8,-11.9
2008/1/21,-6.7,-2.6,-12.4
2008/1/22,-3.8,-0.1,-6.1
2008/1/23,-2.4,0.7,-6.2
2008/1/24,0.4,2.9,-1.6
2008/1/25,-4.1,-0.4,-9.8
2008/1/26,-7.6,-3.4,-11.5
2008/1/27,-3.1,0.1,-8.7
2008/1/28,0.5,2.1,-1.0
2008/1/29,-1.4,1.9,-5.9
2008/1/30,-3.2,1.1,-6.3
2008/1/31,-5.2,-2.6,-6.8
2008/2/1,-5.7,-2.3,-10.9
2008/2/2,-3.1,0.5,-6.4
2008/2/3,-2.2,1.7,-5.4
2008/2/4,-3.4,0.5,-8.4
2008/2/5,-4.4,-0.6,-7.3
2008/2/6,-4.2,-0.4,-8.6
2008/2/7,-4.7,0.6,-9.6
2008/2/8,-4.0,0.4,-9.3
2008/2/9,-1.0,1.1,-2.8
2008/2/10,-0.1,2.6,-2.8
2008/2/11,1.5,3.2,0.3
2008/2/12,-2.2,3.6,-8.9
2008/2/13,-7.4,-5.1,-11.0
2008/2/14,-4.4,-2.2,-6.6
2008/2/15,-4.5,-1.6,-8.3
2008/2/16,-5.0,-0.9,-9.5
2008/2/17,-3.0,0.9,-8.9
2008/2/18,-2.8,2.5,-8.0
2008/2/19,-1.0,4.3,-7.2
2008/2/20,0.1,4.4,-4.9
2008/2/21,-1.3,1.9,-4.3
2008/2/22,0.2,4.5,-5.8
2008/2/23,2.5,5.1,-1.3
2008/2/24,-4.1,-1.2,-6.2
2008/2/25,-4.2,0.0,-10.6
2008/2/26,-0.5,3.3,-3.4
2008/2/27,-3.2,0.5,-5.6
2008/2/28,-2.2,1.7,-9.0
2008/2/29,4.0,7.9,0.2
2008/3/1,-0.3,4.0,-3.0
2008/3/2,-0.3,2.7,-3.2
2008/3/3,-0.6,1.9,-2.6
2008/3/4,-0.2,3.0,-1.8
2008/3/5,0.3,3.9,-2.8
2008/3/6,-0.4,4.4,-4.0
2008/3/7,-0.1,4.2,-4.6
2008/3/8,3.3,7.6,-2.8
2008/3/9,6.4,9.7,2.9
2008/3/10,6.6,11.5,2.7
2008/3/11,4.2,8.0,1.2
2008/3/12,2.6,6.5,-0.8
2008/3/13,3.8,8.9,-2.8
2008/3/14,5.3,7.8,2.3
2008/3/15,6.4,10.3,4.2
2008/3/16,5.2,8.0,2.2
2008/3/17,4.6,8.0,1.0
2008/3/18,4.7,9.7,0.5
2008/3/19,5.3,10.3,0.3
2008/3/20,4.3,7.8,0.6
2008/3/21,5.4,11.6,0.4
2008/3/22,5.6,12.2,-1.0
2008/3/23,7.0,13.3,0.5
2008/3/24,4.0,5.2,2.4
2008/3/25,8.8,13.5,4.4
2008/3/26,5.9,9.3,4.3
2008/3/27,4.6,7.9,1.5
2008/3/28,4.7,9.6,0.2
2008/3/29,3.0,6.4,-1.7
2008/3/30,2.5,7.7,-3.2
2008/3/31,3.1,7.5,-0.3
