ダウンロードした時刻：2019/10/10 16:04:02

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,10.9,15.1,7.1
2018/12/2,11.8,16.3,7.1
2018/12/3,16.2,20.8,11.6
2018/12/4,16.3,23.2,13.0
2018/12/5,12.3,13.7,10.4
2018/12/6,11.2,12.8,9.2
2018/12/7,8.7,12.8,4.9
2018/12/8,4.8,7.6,3.3
2018/12/9,3.7,6.6,2.3
2018/12/10,5.0,10.7,1.6
2018/12/11,4.4,8.3,0.3
2018/12/12,7.5,10.1,5.6
2018/12/13,6.7,9.2,5.3
2018/12/14,4.5,7.6,3.0
2018/12/15,5.3,9.9,2.2
2018/12/16,6.3,11.9,0.5
2018/12/17,7.9,11.2,6.1
2018/12/18,8.0,10.6,5.7
2018/12/19,9.8,13.7,4.7
2018/12/20,8.4,12.2,5.4
2018/12/21,8.7,15.2,2.1
2018/12/22,11.1,14.6,8.1
2018/12/23,10.2,11.4,8.8
2018/12/24,7.1,9.7,2.8
2018/12/25,6.8,12.5,1.2
2018/12/26,7.4,9.7,5.7
2018/12/27,5.4,9.4,2.1
2018/12/28,1.1,2.7,0.2
2018/12/29,2.8,4.8,0.8
2018/12/30,2.8,4.8,1.3
2018/12/31,3.4,7.2,-0.8
2019/1/1,3.9,9.4,-0.8
2019/1/2,5.6,8.5,3.1
2019/1/3,5.5,10.4,1.7
2019/1/4,6.3,12.1,0.4
2019/1/5,8.0,11.7,4.8
2019/1/6,5.7,8.1,3.8
2019/1/7,6.3,10.8,2.8
2019/1/8,6.7,11.8,2.0
2019/1/9,3.0,7.2,-1.7
2019/1/10,3.5,8.4,-2.3
2019/1/11,7.0,11.1,4.4
2019/1/12,6.4,9.8,3.8
2019/1/13,5.3,11.2,0.4
2019/1/14,5.4,12.0,0.3
2019/1/15,6.6,11.4,1.8
2019/1/16,4.8,7.7,1.8
2019/1/17,6.5,8.9,1.4
2019/1/18,6.4,11.0,2.6
2019/1/19,6.5,13.8,1.1
2019/1/20,7.9,11.1,6.1
2019/1/21,6.6,9.3,4.0
2019/1/22,7.0,10.9,2.5
2019/1/23,8.5,11.4,2.4
2019/1/24,5.9,9.0,2.5
2019/1/25,5.4,10.2,1.1
2019/1/26,2.7,4.4,0.7
2019/1/27,5.6,10.4,1.8
2019/1/28,6.4,8.9,2.0
2019/1/29,4.7,8.8,0.7
2019/1/30,5.5,12.3,-1.0
2019/1/31,5.3,7.5,1.9
2019/2/1,3.7,7.4,2.0
2019/2/2,6.5,11.8,0.9
2019/2/3,8.5,15.4,2.4
2019/2/4,8.4,12.4,2.7
2019/2/5,5.9,13.4,-0.1
2019/2/6,8.7,15.5,4.8
2019/2/7,8.2,13.9,4.8
2019/2/8,4.8,7.5,2.9
2019/2/9,4.6,7.9,3.2
2019/2/10,3.4,5.3,2.2
2019/2/11,4.5,6.3,2.6
2019/2/12,5.4,9.2,2.2
2019/2/13,5.7,10.1,2.7
2019/2/14,3.2,5.4,2.0
2019/2/15,5.4,10.1,-0.8
2019/2/16,5.7,8.8,2.8
2019/2/17,4.3,9.2,1.8
2019/2/18,5.4,12.0,-1.3
2019/2/19,9.1,12.6,5.9
2019/2/20,8.8,11.1,7.2
2019/2/21,7.5,10.2,5.8
2019/2/22,7.5,12.3,2.6
2019/2/23,8.1,12.2,3.0
2019/2/24,5.8,12.7,0.5
2019/2/25,8.3,15.3,1.9
2019/2/26,7.7,12.3,3.5
2019/2/27,7.2,12.0,2.2
2019/2/28,8.1,10.5,6.6
2019/3/1,8.3,14.2,3.9
2019/3/2,7.7,14.0,1.5
2019/3/3,9.2,12.5,6.9
2019/3/4,7.8,9.4,4.3
2019/3/5,8.3,15.5,2.2
2019/3/6,8.5,12.5,6.5
2019/3/7,8.1,11.4,6.5
2019/3/8,6.7,12.6,2.0
2019/3/9,8.4,17.3,-0.4
2019/3/10,9.9,11.3,7.4
2019/3/11,10.4,14.2,7.2
2019/3/12,10.0,14.8,6.4
2019/3/13,6.6,9.3,4.1
2019/3/14,7.7,12.8,2.7
2019/3/15,4.6,7.7,1.2
2019/3/16,5.7,10.7,2.8
2019/3/17,6.6,12.1,2.4
2019/3/18,7.3,15.2,0.3
2019/3/19,10.8,17.8,7.1
2019/3/20,11.9,19.5,4.2
2019/3/21,16.4,23.3,11.5
2019/3/22,9.6,14.3,5.6
2019/3/23,5.0,7.0,2.6
2019/3/24,7.2,11.9,2.8
2019/3/25,10.2,14.2,4.8
2019/3/26,10.6,16.3,5.1
2019/3/27,13.1,20.7,4.5
2019/3/28,10.5,16.0,7.5
2019/3/29,11.0,19.0,5.9
2019/3/30,11.5,15.5,8.5
2019/3/31,7.9,12.4,4.0
