ダウンロードした時刻：2019/10/10 16:25:59

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,11.5,13.4,9.3
2000/12/2,13.6,17.3,9.1
2000/12/3,13.7,17.7,10.6
2000/12/4,11.2,17.7,6.8
2000/12/5,11.4,17.3,6.3
2000/12/6,10.1,16.1,5.2
2000/12/7,9.4,15.7,3.7
2000/12/8,11.1,17.4,6.3
2000/12/9,13.0,19.6,5.6
2000/12/10,17.8,24.2,15.0
2000/12/11,11.1,16.4,4.6
2000/12/12,6.1,11.7,2.3
2000/12/13,7.6,10.1,5.1
2000/12/14,6.9,11.1,3.1
2000/12/15,7.1,15.7,1.5
2000/12/16,10.7,20.1,3.0
2000/12/17,12.0,13.1,10.7
2000/12/18,13.0,14.6,11.6
2000/12/19,14.6,19.1,11.0
2000/12/20,10.5,13.1,6.7
2000/12/21,10.6,14.6,4.6
2000/12/22,7.7,14.2,2.9
2000/12/23,11.3,18.4,5.1
2000/12/24,9.3,14.7,4.9
2000/12/25,8.5,14.5,3.7
2000/12/26,6.1,12.0,2.6
2000/12/27,5.4,11.8,0.0
2000/12/28,7.2,13.5,2.8
2000/12/29,6.8,13.8,1.7
2000/12/30,7.1,11.9,1.7
2000/12/31,10.1,15.1,5.4
2001/1/1,6.7,13.1,0.0
2001/1/2,9.1,15.6,1.8
2001/1/3,7.9,12.6,3.3
2001/1/4,7.2,11.9,2.6
2001/1/5,5.5,11.9,0.5
2001/1/6,5.5,11.3,-1.1
2001/1/7,9.9,15.2,5.8
2001/1/8,12.9,17.5,9.4
2001/1/9,11.8,16.3,7.4
2001/1/10,11.2,15.5,6.4
2001/1/11,7.9,11.3,4.4
2001/1/12,7.0,12.0,2.1
2001/1/13,4.8,7.3,2.5
2001/1/14,3.7,6.8,0.7
2001/1/15,1.7,5.8,-0.9
2001/1/16,2.3,7.8,-2.4
2001/1/17,3.0,9.4,-1.4
2001/1/18,5.1,12.4,-0.8
2001/1/19,5.9,12.7,-1.2
2001/1/20,10.5,16.3,6.4
2001/1/21,9.2,15.8,4.1
2001/1/22,6.5,8.9,4.0
2001/1/23,9.3,13.9,4.6
2001/1/24,8.1,10.8,2.8
2001/1/25,13.7,17.1,8.5
2001/1/26,10.8,12.7,9.4
2001/1/27,10.1,13.8,7.1
2001/1/28,8.2,14.0,4.6
2001/1/29,5.0,10.9,1.4
2001/1/30,6.3,12.6,0.2
2001/1/31,7.7,13.6,0.6
2001/2/1,9.7,15.2,5.5
2001/2/2,7.0,11.8,3.1
2001/2/3,6.4,10.9,1.1
2001/2/4,7.9,9.5,5.9
2001/2/5,11.3,13.1,9.3
2001/2/6,12.8,15.5,11.0
2001/2/7,10.9,12.5,9.8
2001/2/8,8.7,13.8,4.2
2001/2/9,6.5,11.7,1.7
2001/2/10,8.0,13.7,4.2
2001/2/11,6.5,12.5,0.7
2001/2/12,6.8,10.7,4.2
2001/2/13,7.0,8.6,5.7
2001/2/14,5.9,10.6,0.7
2001/2/15,4.8,11.4,-2.1
2001/2/16,6.2,9.7,1.0
2001/2/17,5.3,11.2,-1.4
2001/2/18,7.7,11.6,3.6
2001/2/19,10.3,18.0,4.3
2001/2/20,10.4,16.0,5.0
2001/2/21,14.4,21.9,6.7
2001/2/22,15.3,17.9,10.5
2001/2/23,17.3,24.2,10.1
2001/2/24,18.4,24.0,10.4
2001/2/25,9.7,14.4,5.2
2001/2/26,6.4,11.9,1.8
2001/2/27,9.2,16.5,1.6
2001/2/28,13.7,20.9,8.8
2001/3/1,13.6,17.8,8.5
2001/3/2,9.9,16.0,4.7
2001/3/3,11.1,16.8,5.5
2001/3/4,7.6,12.7,3.8
2001/3/5,8.8,15.1,3.6
2001/3/6,12.9,18.9,7.9
2001/3/7,11.4,15.3,5.9
2001/3/8,5.0,9.9,0.9
2001/3/9,4.6,9.8,0.2
2001/3/10,7.8,15.1,-0.4
2001/3/11,10.0,16.0,4.0
2001/3/12,9.5,16.4,4.0
2001/3/13,8.2,14.1,1.5
2001/3/14,12.4,19.9,4.2
2001/3/15,17.1,24.4,11.1
2001/3/16,11.2,15.1,6.7
2001/3/17,13.3,16.1,10.0
2001/3/18,15.4,20.8,10.4
2001/3/19,14.0,20.3,8.4
2001/3/20,14.1,17.4,9.4
2001/3/21,15.5,21.4,10.4
2001/3/22,17.1,25.6,9.2
2001/3/23,15.4,18.8,12.2
2001/3/24,16.2,21.5,10.9
2001/3/25,15.1,16.4,13.8
2001/3/26,15.4,20.1,10.0
2001/3/27,12.0,16.0,7.3
2001/3/28,16.0,21.6,11.7
2001/3/29,11.3,15.4,5.0
2001/3/30,11.6,18.1,3.6
2001/3/31,11.7,15.7,6.9
