É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:28

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2012/12/1,5.2,9.8,2.6
2012/12/2,4.3,7.3,0.5
2012/12/3,5.9,8.8,2.9
2012/12/4,9.2,15.9,5.5
2012/12/5,6.8,13.3,0.5
2012/12/6,7.2,16.5,0.9
2012/12/7,6.5,13.4,1.9
2012/12/8,5.0,14.4,-0.8
2012/12/9,2.7,9.9,-2.4
2012/12/10,3.5,8.8,-1.8
2012/12/11,5.8,12.2,1.5
2012/12/12,4.9,11.0,1.2
2012/12/13,4.5,11.2,-1.8
2012/12/14,2.9,9.5,-3.3
2012/12/15,6.6,11.0,1.3
2012/12/16,11.2,17.1,5.7
2012/12/17,5.6,7.3,3.2
2012/12/18,8.5,15.0,5.2
2012/12/19,4.0,8.3,0.3
2012/12/20,4.3,10.9,-1.3
2012/12/21,5.1,9.3,1.6
2012/12/22,6.4,12.4,2.1
2012/12/23,5.2,9.3,0.3
2012/12/24,3.5,7.8,-2.2
2012/12/25,2.8,8.8,-4.3
2012/12/26,2.5,6.1,-1.0
2012/12/27,2.1,7.7,-2.8
2012/12/28,2.7,5.8,-2.9
2012/12/29,6.4,10.6,2.4
2012/12/30,6.8,9.7,5.9
2012/12/31,7.5,12.5,1.1
2013/1/1,4.0,10.1,-0.5
2013/1/2,4.9,14.1,-2.6
2013/1/3,3.6,7.9,-1.0
2013/1/4,1.2,6.1,-2.1
2013/1/5,0.9,6.2,-3.5
2013/1/6,3.4,10.7,-4.4
2013/1/7,3.5,8.9,-0.6
2013/1/8,3.6,11.3,-3.3
2013/1/9,5.0,10.1,1.1
2013/1/10,3.7,9.1,0.0
2013/1/11,3.1,8.5,-1.5
2013/1/12,1.5,8.4,-3.3
2013/1/13,6.2,14.8,-2.0
2013/1/14,3.1,6.2,0.3
2013/1/15,3.5,6.3,1.1
2013/1/16,2.0,8.0,-0.9
2013/1/17,3.1,9.4,-1.4
2013/1/18,2.0,5.9,-1.4
2013/1/19,4.0,10.5,-3.1
2013/1/20,4.5,9.6,-0.5
2013/1/21,3.9,8.9,-1.2
2013/1/22,6.1,11.4,2.6
2013/1/23,5.3,8.9,0.3
2013/1/24,5.1,10.6,1.6
2013/1/25,3.2,10.2,-1.5
2013/1/26,1.0,6.3,-4.8
2013/1/27,3.1,8.7,-2.9
2013/1/28,4.3,10.0,0.8
2013/1/29,5.2,11.0,0.0
2013/1/30,6.1,12.9,1.5
2013/1/31,3.0,9.5,-3.0
2013/2/1,4.5,10.9,-3.4
2013/2/2,10.8,19.5,2.9
2013/2/3,7.6,12.7,4.3
2013/2/4,7.8,12.8,3.8
2013/2/5,7.5,11.9,3.9
2013/2/6,2.1,5.5,0.4
2013/2/7,4.4,9.7,0.0
2013/2/8,2.9,6.2,-0.6
2013/2/9,2.8,8.4,-1.7
2013/2/10,4.0,11.5,-2.5
2013/2/11,3.4,8.6,0.4
2013/2/12,2.8,6.9,-2.2
2013/2/13,5.5,12.0,0.4
2013/2/14,4.4,10.5,-1.3
2013/2/15,3.4,6.9,1.0
2013/2/16,1.4,5.3,-1.4
2013/2/17,2.2,8.1,-1.9
2013/2/18,4.3,9.1,-1.0
2013/2/19,4.0,7.4,0.0
2013/2/20,3.3,10.9,-1.2
2013/2/21,2.2,8.8,-3.3
2013/2/22,3.9,10.5,-3.0
2013/2/23,4.2,9.8,0.1
2013/2/24,1.4,6.5,-3.2
2013/2/25,1.5,7.9,-2.7
2013/2/26,3.7,9.6,-1.2
2013/2/27,5.8,11.3,2.4
2013/2/28,9.0,17.4,0.0
2013/3/1,9.5,15.0,4.3
2013/3/2,6.9,11.7,2.4
2013/3/3,5.7,12.1,0.4
2013/3/4,4.9,9.8,0.8
2013/3/5,6.5,14.6,-0.2
2013/3/6,9.1,19.0,0.4
2013/3/7,10.3,17.1,3.4
2013/3/8,13.7,22.4,4.8
2013/3/9,16.1,25.3,8.5
2013/3/10,9.7,25.7,3.3
2013/3/11,5.9,12.4,1.7
2013/3/12,8.3,16.9,-1.1
2013/3/13,12.9,23.4,4.0
2013/3/14,8.0,12.6,3.0
2013/3/15,7.6,14.6,0.9
2013/3/16,10.8,21.2,2.8
2013/3/17,12.1,18.7,7.0
2013/3/18,15.5,23.6,7.6
2013/3/19,18.6,26.1,12.3
2013/3/20,16.1,20.3,13.2
2013/3/21,9.3,14.9,5.2
2013/3/22,12.0,19.6,3.8
2013/3/23,13.2,18.5,9.3
2013/3/24,10.0,11.7,8.1
2013/3/25,8.6,10.1,6.1
2013/3/26,8.3,14.3,3.0
2013/3/27,7.8,9.3,6.2
2013/3/28,14.3,21.3,6.5
2013/3/29,15.4,22.4,9.6
2013/3/30,7.5,9.7,6.6
2013/3/31,6.9,8.3,5.8
