ダウンロードした時刻：2019/10/10 16:12:26

,洲本,洲本,洲本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,9.0,12.7,4.7
1985/12/2,8.4,12.9,3.1
1985/12/3,6.9,10.7,2.9
1985/12/4,9.0,11.3,6.3
1985/12/5,10.5,13.4,7.9
1985/12/6,9.5,12.6,7.3
1985/12/7,9.8,12.9,7.3
1985/12/8,9.2,11.0,6.5
1985/12/9,5.1,7.4,1.8
1985/12/10,3.0,5.7,0.9
1985/12/11,4.5,7.0,2.9
1985/12/12,3.9,7.3,1.9
1985/12/13,4.7,7.4,1.8
1985/12/14,5.8,9.0,2.9
1985/12/15,1.6,3.9,0.2
1985/12/16,1.7,5.1,-0.1
1985/12/17,1.7,4.1,0.4
1985/12/18,2.7,5.8,-1.4
1985/12/19,4.5,7.4,2.7
1985/12/20,4.4,8.1,2.3
1985/12/21,4.7,7.5,2.5
1985/12/22,5.7,7.5,3.5
1985/12/23,6.3,8.9,3.9
1985/12/24,3.9,6.8,1.6
1985/12/25,5.3,9.1,1.3
1985/12/26,6.8,9.8,4.2
1985/12/27,6.0,10.3,3.2
1985/12/28,5.3,8.5,3.2
1985/12/29,8.0,13.7,3.8
1985/12/30,12.7,16.2,8.8
1985/12/31,8.0,12.4,4.1
1986/1/1,3.5,5.7,0.8
1986/1/2,1.2,2.7,-1.3
1986/1/3,3.2,8.3,-2.1
1986/1/4,4.8,7.9,0.0
1986/1/5,-0.8,1.8,-1.9
1986/1/6,0.4,3.2,-1.4
1986/1/7,3.6,7.3,-0.4
1986/1/8,3.4,7.6,1.0
1986/1/9,1.0,4.0,-1.3
1986/1/10,0.8,3.7,-1.6
1986/1/11,1.4,4.5,-1.9
1986/1/12,1.3,5.3,-1.4
1986/1/13,3.4,8.0,0.4
1986/1/14,3.5,6.5,1.2
1986/1/15,4.6,8.4,0.6
1986/1/16,6.0,9.3,3.7
1986/1/17,6.3,9.8,3.0
1986/1/18,5.8,9.9,1.9
1986/1/19,4.3,7.3,2.8
1986/1/20,4.7,8.6,0.7
1986/1/21,5.3,8.4,2.6
1986/1/22,2.3,4.9,0.2
1986/1/23,3.8,6.6,1.6
1986/1/24,4.2,8.5,1.5
1986/1/25,2.6,5.1,0.4
1986/1/26,2.0,4.9,-0.9
1986/1/27,1.2,3.6,-1.8
1986/1/28,2.6,5.7,-1.6
1986/1/29,4.5,9.0,0.8
1986/1/30,4.4,6.3,2.3
1986/1/31,6.2,9.7,3.9
1986/2/1,4.3,7.7,2.3
1986/2/2,3.7,6.9,0.8
1986/2/3,4.0,9.5,0.3
1986/2/4,1.2,4.6,-1.3
1986/2/5,1.6,4.9,-1.5
1986/2/6,1.9,6.2,-0.9
1986/2/7,1.5,4.5,-1.6
1986/2/8,2.0,5.6,-1.4
1986/2/9,2.5,6.6,-1.1
1986/2/10,2.0,5.6,-0.3
1986/2/11,2.0,3.9,0.6
1986/2/12,3.5,7.4,-1.3
1986/2/13,5.9,10.0,1.7
1986/2/14,5.9,7.5,5.1
1986/2/15,4.5,9.3,-0.2
1986/2/16,0.0,3.6,-1.8
1986/2/17,2.0,5.6,-1.8
1986/2/18,2.6,4.8,0.0
1986/2/19,4.8,8.5,1.8
1986/2/20,4.3,9.2,0.5
1986/2/21,3.4,7.5,1.0
1986/2/22,3.8,7.8,-0.7
1986/2/23,4.8,8.8,1.4
1986/2/24,1.8,4.9,-1.4
1986/2/25,1.8,5.9,-0.7
1986/2/26,2.9,6.8,-2.3
1986/2/27,2.9,6.8,-0.6
1986/2/28,1.4,5.5,-1.1
1986/3/1,3.0,7.4,0.5
1986/3/2,2.6,6.4,0.1
1986/3/3,4.1,9.0,-0.7
1986/3/4,3.4,7.4,-0.3
1986/3/5,5.7,13.5,2.9
1986/3/6,5.9,10.7,1.0
1986/3/7,7.0,12.2,2.7
1986/3/8,7.4,11.3,2.7
1986/3/9,10.8,16.8,4.7
1986/3/10,12.9,16.1,9.2
1986/3/11,6.5,9.2,4.2
1986/3/12,6.9,11.2,2.6
1986/3/13,8.5,11.7,4.3
1986/3/14,7.1,9.0,6.2
1986/3/15,11.2,15.4,7.8
1986/3/16,8.9,13.1,3.5
1986/3/17,5.7,10.2,2.6
1986/3/18,5.0,7.4,1.3
1986/3/19,7.7,10.6,5.2
1986/3/20,6.6,10.8,2.6
1986/3/21,5.9,10.0,1.8
1986/3/22,5.6,9.0,3.4
1986/3/23,4.2,6.7,1.4
1986/3/24,6.2,10.3,3.1
1986/3/25,6.8,12.4,2.0
1986/3/26,8.5,13.1,3.8
1986/3/27,10.5,14.4,5.9
1986/3/28,8.8,11.7,8.2
1986/3/29,10.6,14.9,7.8
1986/3/30,9.4,13.0,6.0
1986/3/31,9.2,13.8,5.1
