ダウンロードした時刻：2019/10/10 16:02:59

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,9.5,12.7,6.8
1996/12/2,9.7,12.5,6.5
1996/12/3,10.7,13.8,8.1
1996/12/4,12.3,16.1,7.6
1996/12/5,18.9,20.9,16.0
1996/12/6,12.4,18.0,9.8
1996/12/7,10.2,13.7,7.2
1996/12/8,10.5,13.2,8.6
1996/12/9,11.8,14.6,8.9
1996/12/10,13.1,17.1,8.7
1996/12/11,15.0,17.5,12.0
1996/12/12,13.9,16.5,12.3
1996/12/13,13.9,17.7,11.0
1996/12/14,13.7,17.1,10.7
1996/12/15,14.2,19.0,8.6
1996/12/16,15.4,17.6,13.2
1996/12/17,16.9,19.9,14.0
1996/12/18,16.0,18.7,13.5
1996/12/19,12.3,14.6,10.3
1996/12/20,9.6,10.8,8.3
1996/12/21,11.2,14.5,9.1
1996/12/22,13.1,16.8,8.2
1996/12/23,11.9,17.7,8.7
1996/12/24,9.8,12.2,7.9
1996/12/25,13.6,15.7,8.9
1996/12/26,12.6,14.7,10.2
1996/12/27,11.8,15.6,7.6
1996/12/28,12.3,16.1,8.5
1996/12/29,11.9,14.6,8.9
1996/12/30,12.5,16.4,8.7
1996/12/31,13.1,17.5,9.1
1997/1/1,14.4,18.2,8.0
1997/1/2,13.9,18.6,9.7
1997/1/3,10.4,13.4,8.8
1997/1/4,9.7,11.7,9.1
1997/1/5,11.8,17.7,5.3
1997/1/6,13.5,17.8,10.0
1997/1/7,10.9,13.6,9.5
1997/1/8,8.7,12.1,6.3
1997/1/9,8.3,11.1,4.5
1997/1/10,9.3,11.0,8.2
1997/1/11,10.1,12.9,8.1
1997/1/12,8.4,11.4,6.5
1997/1/13,10.8,13.5,8.2
1997/1/14,11.2,15.2,6.8
1997/1/15,10.8,12.8,7.8
1997/1/16,11.1,13.8,8.6
1997/1/17,10.0,14.9,6.6
1997/1/18,12.6,14.7,9.4
1997/1/19,10.9,12.3,10.2
1997/1/20,11.8,14.4,9.6
1997/1/21,11.6,15.7,4.8
1997/1/22,3.1,6.3,-1.8
1997/1/23,8.8,11.4,6.2
1997/1/24,11.5,14.9,9.1
1997/1/25,8.6,9.8,7.3
1997/1/26,9.5,12.3,7.8
1997/1/27,10.8,13.6,9.0
1997/1/28,11.0,12.8,8.4
1997/1/29,9.2,12.1,7.5
1997/1/30,6.9,9.3,4.0
1997/1/31,8.1,10.6,6.7
1997/2/1,9.0,11.6,7.1
1997/2/2,9.9,13.0,7.2
1997/2/3,11.4,16.4,6.4
1997/2/4,7.1,9.2,5.5
1997/2/5,8.8,13.2,6.0
1997/2/6,10.2,13.0,8.7
1997/2/7,9.8,11.8,8.0
1997/2/8,10.5,14.9,7.3
1997/2/9,10.4,11.5,9.3
1997/2/10,11.7,16.1,8.1
1997/2/11,9.9,14.4,6.5
1997/2/12,8.2,11.0,6.4
1997/2/13,6.8,9.1,5.3
1997/2/14,8.1,12.4,5.5
1997/2/15,9.9,14.1,4.3
1997/2/16,13.4,16.8,9.4
1997/2/17,9.2,11.7,8.1
1997/2/18,8.7,11.4,6.6
1997/2/19,7.0,9.4,4.3
1997/2/20,10.4,13.3,7.4
1997/2/21,10.2,15.2,3.5
1997/2/22,3.9,6.6,2.0
1997/2/23,7.4,11.2,1.5
1997/2/24,10.7,15.3,6.7
1997/2/25,13.2,17.1,6.0
1997/2/26,15.8,18.6,11.6
1997/2/27,13.2,17.5,10.0
1997/2/28,14.3,17.4,11.6
1997/3/1,15.9,18.4,12.1
1997/3/2,13.2,16.6,10.8
1997/3/3,9.1,12.1,7.3
1997/3/4,10.4,13.7,5.9
1997/3/5,12.0,15.2,9.3
1997/3/6,13.5,17.9,7.8
1997/3/7,16.9,18.5,14.2
1997/3/8,14.3,18.5,11.4
1997/3/9,13.0,17.2,10.9
1997/3/10,12.9,16.4,8.5
1997/3/11,15.7,18.3,12.3
1997/3/12,13.2,16.4,10.3
1997/3/13,13.7,15.8,10.7
1997/3/14,15.7,17.6,13.5
1997/3/15,14.2,16.3,12.4
1997/3/16,13.0,14.4,11.2
1997/3/17,11.0,13.9,9.1
1997/3/18,12.0,16.4,6.6
1997/3/19,12.7,15.7,11.0
1997/3/20,11.5,12.6,10.0
1997/3/21,14.5,17.0,12.1
1997/3/22,14.9,19.2,11.6
1997/3/23,12.9,16.6,10.5
1997/3/24,9.8,12.9,6.5
1997/3/25,12.4,16.4,7.1
1997/3/26,15.2,19.9,12.1
1997/3/27,13.0,15.9,11.6
1997/3/28,13.9,17.4,10.6
1997/3/29,17.2,18.5,14.8
1997/3/30,17.9,21.0,12.1
1997/3/31,12.4,15.6,9.9
