ダウンロードした時刻：2017/07/24 15:44:11

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,6.3,10.3,2.6
1995/1/2,6.4,11.4,2.9
1995/1/3,5.1,7.1,2.5
1995/1/4,8.1,11.4,6.4
1995/1/5,5.6,8.5,3.1
1995/1/6,3.3,7.5,0.5
1995/1/7,3.8,7.0,0.1
1995/1/8,7.2,13.5,1.9
1995/1/9,10.7,16.9,5.8
1995/1/10,5.9,8.8,3.6
1995/1/11,5.1,8.8,2.5
1995/1/12,4.5,9.4,1.2
1995/1/13,3.3,6.6,1.4
1995/1/14,2.3,6.7,0.2
1995/1/15,3.2,8.3,-1.1
1995/1/16,4.2,8.1,1.0
1995/1/17,3.7,8.0,0.5
1995/1/18,5.0,10.4,-0.1
1995/1/19,5.8,9.7,2.9
1995/1/20,6.1,12.6,2.3
1995/1/21,6.8,11.5,1.3
1995/1/22,8.6,10.9,6.4
1995/1/23,10.7,15.3,6.5
1995/1/24,6.4,8.3,4.0
1995/1/25,4.7,11.8,0.0
1995/1/26,4.3,8.9,1.0
1995/1/27,3.9,9.6,-0.3
1995/1/28,3.6,8.7,0.0
1995/1/29,3.1,7.4,-0.8
1995/1/30,2.2,5.4,-0.2
1995/1/31,2.2,8.0,-2.0
1995/2/1,2.5,7.5,-0.8
1995/2/2,3.8,7.5,1.3
1995/2/3,4.2,10.0,-0.4
1995/2/4,4.6,8.6,1.8
1995/2/5,3.0,7.1,0.5
1995/2/6,3.2,9.6,-0.4
1995/2/7,5.3,11.6,0.0
1995/2/8,7.8,14.6,1.6
1995/2/9,8.0,12.5,5.6
1995/2/10,5.4,9.6,1.7
1995/2/11,4.9,11.0,-0.8
1995/2/12,6.1,7.9,3.8
1995/2/13,10.1,16.0,6.3
1995/2/14,8.1,12.2,4.6
1995/2/15,5.7,10.9,0.8
1995/2/16,5.4,10.6,2.2
1995/2/17,4.9,10.7,0.2
1995/2/18,6.1,10.7,0.5
1995/2/19,8.5,15.3,4.9
1995/2/20,5.7,10.2,2.0
1995/2/21,4.8,8.7,3.1
1995/2/22,6.0,11.0,1.8
1995/2/23,6.5,12.7,0.3
1995/2/24,8.2,13.5,3.8
1995/2/25,7.5,12.1,3.2
1995/2/26,8.1,12.6,5.3
1995/2/27,7.1,13.4,3.1
1995/2/28,5.5,10.8,0.8
1995/3/1,7.0,11.5,4.9
1995/3/2,6.7,11.8,2.6
1995/3/3,6.2,8.6,4.5
1995/3/4,5.3,8.6,2.0
1995/3/5,5.3,12.2,-0.1
1995/3/6,8.2,14.1,2.1
1995/3/7,9.5,15.6,4.4
1995/3/8,9.8,18.1,2.9
1995/3/9,9.8,14.6,4.7
1995/3/10,10.0,16.7,7.3
1995/3/11,9.5,14.2,6.9
1995/3/12,7.1,10.9,4.6
1995/3/13,8.1,13.3,3.8
1995/3/14,8.4,14.9,2.8
1995/3/15,9.6,14.6,3.0
1995/3/16,10.5,12.9,7.3
1995/3/17,11.2,16.5,6.7
1995/3/18,7.7,12.5,4.0
1995/3/19,6.7,13.5,1.5
1995/3/20,8.2,15.5,0.2
1995/3/21,11.4,17.6,4.8
1995/3/22,13.9,20.5,8.2
1995/3/23,14.4,19.3,8.9
1995/3/24,14.4,17.3,12.7
1995/3/25,11.2,14.5,7.5
1995/3/26,9.3,13.9,5.7
1995/3/27,10.0,16.4,2.4
1995/3/28,10.3,15.5,6.6
1995/3/29,10.2,13.1,7.3
1995/3/30,11.7,13.3,9.7
1995/3/31,14.5,18.3,10.8
1995/4/1,10.8,16.0,6.0
1995/4/2,7.5,13.7,3.6
1995/4/3,7.7,13.6,2.1
1995/4/4,9.3,15.6,1.6
1995/4/5,13.3,19.2,6.6
1995/4/6,13.1,16.1,10.1
1995/4/7,15.3,21.3,9.8
1995/4/8,14.6,21.3,6.2
1995/4/9,14.5,16.8,13.7
1995/4/10,13.6,18.7,9.5
1995/4/11,12.4,16.6,8.3
1995/4/12,11.9,14.7,7.1
1995/4/13,12.2,19.0,3.9
1995/4/14,11.6,13.3,9.1
1995/4/15,16.8,22.3,12.8
1995/4/16,15.6,18.0,13.9
1995/4/17,17.6,23.7,12.3
1995/4/18,15.6,18.0,14.2
1995/4/19,13.5,18.5,7.1
1995/4/20,11.3,17.7,4.0
1995/4/21,14.0,20.6,5.9
1995/4/22,15.7,17.5,13.8
1995/4/23,18.5,22.5,12.4
1995/4/24,14.3,18.4,9.8
1995/4/25,14.4,16.6,13.0
1995/4/26,16.4,21.7,11.1
1995/4/27,15.0,20.3,7.7
1995/4/28,15.4,18.1,13.1
1995/4/29,16.5,18.4,15.5
1995/4/30,18.2,22.9,15.8
1995/5/1,18.1,19.5,17.1
