ダウンロードした時刻：2019/10/10 16:02:29

,三宅島,三宅島,三宅島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,17.9,19.5,16.7
1992/12/2,16.7,18.4,14.4
1992/12/3,14.5,15.7,13.3
1992/12/4,14.1,15.1,13.2
1992/12/5,13.8,15.1,12.1
1992/12/6,13.9,15.5,12.0
1992/12/7,18.1,19.9,14.2
1992/12/8,18.2,20.5,16.5
1992/12/9,15.5,18.3,11.7
1992/12/10,15.9,18.0,12.9
1992/12/11,12.3,16.7,9.5
1992/12/12,10.6,12.1,9.1
1992/12/13,13.7,17.7,11.0
1992/12/14,11.2,14.7,9.1
1992/12/15,8.2,10.0,5.5
1992/12/16,10.6,12.1,8.1
1992/12/17,12.0,12.9,11.2
1992/12/18,11.4,12.5,10.8
1992/12/19,9.3,11.7,4.5
1992/12/20,13.1,15.9,9.0
1992/12/21,13.8,16.1,10.9
1992/12/22,15.7,16.8,14.1
1992/12/23,12.6,15.1,8.6
1992/12/24,8.8,10.0,7.4
1992/12/25,7.1,9.6,2.8
1992/12/26,9.7,12.9,3.8
1992/12/27,13.5,16.1,11.3
1992/12/28,17.4,18.4,15.9
1992/12/29,15.1,18.1,10.2
1992/12/30,13.0,14.8,11.6
1992/12/31,10.6,12.8,5.7
1993/1/1,10.6,12.0,6.0
1993/1/2,13.2,15.7,10.4
1993/1/3,14.5,16.0,13.1
1993/1/4,13.4,15.7,9.6
1993/1/5,9.3,11.8,4.3
1993/1/6,10.3,15.1,3.5
1993/1/7,16.5,19.6,12.3
1993/1/8,13.9,19.4,11.3
1993/1/9,11.6,13.8,9.4
1993/1/10,13.2,15.1,9.2
1993/1/11,11.8,14.7,10.0
1993/1/12,11.3,12.4,9.1
1993/1/13,12.0,13.6,8.8
1993/1/14,11.4,12.8,10.4
1993/1/15,10.1,11.0,9.4
1993/1/16,10.1,11.8,8.9
1993/1/17,11.7,13.1,8.9
1993/1/18,9.4,12.0,7.1
1993/1/19,9.2,10.4,7.5
1993/1/20,9.0,9.8,8.1
1993/1/21,7.9,9.4,5.1
1993/1/22,8.3,9.9,3.4
1993/1/23,10.0,11.3,8.8
1993/1/24,10.0,10.9,9.2
1993/1/25,10.9,11.9,10.1
1993/1/26,10.7,12.0,9.7
1993/1/27,10.7,13.9,7.2
1993/1/28,7.6,9.6,6.0
1993/1/29,7.8,9.6,5.5
1993/1/30,9.5,10.7,8.2
1993/1/31,10.2,11.3,9.0
1993/2/1,9.1,12.0,4.3
1993/2/2,7.1,8.8,5.9
1993/2/3,7.9,11.0,1.9
1993/2/4,11.2,12.2,10.0
1993/2/5,10.4,13.0,5.8
1993/2/6,16.3,18.6,12.9
1993/2/7,16.6,19.8,12.0
1993/2/8,8.7,12.2,6.3
1993/2/9,7.7,9.3,5.5
1993/2/10,7.4,10.1,3.8
1993/2/11,10.0,12.0,3.2
1993/2/12,10.3,11.2,9.5
1993/2/13,10.8,13.7,8.6
1993/2/14,10.5,13.7,5.5
1993/2/15,10.8,13.0,7.4
1993/2/16,12.1,15.7,6.4
1993/2/17,15.5,19.6,11.1
1993/2/18,12.8,14.8,9.6
1993/2/19,9.4,13.4,5.8
1993/2/20,9.1,10.7,6.8
1993/2/21,13.6,16.5,10.3
1993/2/22,15.8,18.1,14.1
1993/2/23,9.6,14.2,7.4
1993/2/24,8.5,9.4,7.5
1993/2/25,6.3,9.9,2.9
1993/2/26,7.1,9.4,4.2
1993/2/27,10.7,13.5,5.6
1993/2/28,13.2,16.2,11.6
1993/3/1,9.4,11.6,6.9
1993/3/2,7.1,8.9,5.7
1993/3/3,9.1,11.0,6.8
1993/3/4,11.2,13.7,9.8
1993/3/5,11.8,14.2,8.5
1993/3/6,15.3,16.6,13.5
1993/3/7,15.3,16.9,13.5
1993/3/8,9.2,13.6,7.1
1993/3/9,8.4,10.2,7.0
1993/3/10,10.6,12.7,7.9
1993/3/11,10.3,13.1,7.1
1993/3/12,7.9,11.2,4.9
1993/3/13,8.4,11.6,5.0
1993/3/14,10.3,14.1,3.3
1993/3/15,11.2,13.5,8.3
1993/3/16,8.7,11.0,7.0
1993/3/17,8.0,10.6,5.7
1993/3/18,9.1,10.6,7.1
1993/3/19,8.1,10.5,4.2
1993/3/20,8.4,10.2,6.0
1993/3/21,9.5,11.4,7.3
1993/3/22,13.1,15.1,8.5
1993/3/23,15.1,17.6,12.9
1993/3/24,17.3,20.6,15.0
1993/3/25,16.4,20.4,14.2
1993/3/26,15.5,16.6,13.9
1993/3/27,15.1,18.0,10.9
1993/3/28,12.5,15.1,10.4
1993/3/29,11.1,12.9,8.1
1993/3/30,10.2,13.6,6.2
1993/3/31,14.0,15.9,11.9
