ダウンロードした時刻：2019/10/10 16:06:41

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,9.8,11.1,8.5
2011/12/2,10.0,11.2,9.0
2011/12/3,12.1,16.5,8.8
2011/12/4,9.2,13.5,6.8
2011/12/5,8.4,13.2,5.6
2011/12/6,8.1,11.1,4.9
2011/12/7,9.8,15.1,5.3
2011/12/8,9.6,11.1,8.1
2011/12/9,4.9,9.0,1.0
2011/12/10,4.1,10.1,0.6
2011/12/11,4.8,8.6,1.2
2011/12/12,6.3,11.6,2.0
2011/12/13,7.3,11.1,3.0
2011/12/14,6.0,11.9,2.5
2011/12/15,6.6,11.6,2.7
2011/12/16,3.9,7.4,0.6
2011/12/17,2.0,6.1,0.4
2011/12/18,3.8,9.3,-0.1
2011/12/19,5.3,9.8,2.4
2011/12/20,4.4,7.4,2.5
2011/12/21,5.5,9.6,2.8
2011/12/22,5.0,10.8,2.3
2011/12/23,2.1,4.8,0.2
2011/12/24,2.2,6.6,0.4
2011/12/25,0.9,2.8,0.2
2011/12/26,1.0,2.6,0.3
2011/12/27,1.4,3.3,0.3
2011/12/28,2.4,6.0,0.5
2011/12/29,3.2,7.1,0.6
2011/12/30,3.5,6.5,0.5
2011/12/31,2.8,9.0,-0.7
2012/1/1,5.4,11.9,0.6
2012/1/2,3.8,7.3,1.6
2012/1/3,3.1,7.5,1.2
2012/1/4,2.2,7.4,0.5
2012/1/5,1.1,3.1,0.3
2012/1/6,2.7,7.3,0.2
2012/1/7,3.1,5.4,1.6
2012/1/8,2.4,7.8,-0.6
2012/1/9,3.0,6.0,0.6
2012/1/10,4.4,9.5,1.9
2012/1/11,3.6,9.0,0.9
2012/1/12,2.5,4.5,0.7
2012/1/13,3.9,8.8,0.8
2012/1/14,3.5,5.8,2.1
2012/1/15,4.0,7.2,2.1
2012/1/16,5.8,7.0,4.7
2012/1/17,5.6,7.2,1.1
2012/1/18,4.0,10.2,-1.3
2012/1/19,4.7,8.2,2.2
2012/1/20,6.9,9.4,4.7
2012/1/21,6.8,8.2,5.3
2012/1/22,7.2,11.5,4.5
2012/1/23,3.0,6.4,0.3
2012/1/24,0.6,4.0,-1.4
2012/1/25,0.3,5.1,-3.0
2012/1/26,0.0,2.7,-1.3
2012/1/27,-0.1,2.7,-2.4
2012/1/28,0.8,2.2,0.0
2012/1/29,1.1,2.7,0.3
2012/1/30,0.8,2.2,0.2
2012/1/31,0.6,2.9,-1.3
2012/2/1,1.7,4.6,-0.9
2012/2/2,-2.0,0.0,-4.5
2012/2/3,-1.3,4.1,-4.4
2012/2/4,0.9,6.4,-3.2
2012/2/5,2.2,7.3,-0.5
2012/2/6,2.7,7.7,-0.5
2012/2/7,3.1,5.7,1.9
2012/2/8,0.8,3.5,-2.1
2012/2/9,0.0,3.3,-3.3
2012/2/10,1.5,6.0,-2.0
2012/2/11,1.5,5.6,-0.8
2012/2/12,1.0,4.9,-0.9
2012/2/13,1.3,3.2,-0.6
2012/2/14,2.6,4.4,1.3
2012/2/15,3.6,6.7,1.8
2012/2/16,3.4,7.0,1.1
2012/2/17,1.1,4.5,-0.6
2012/2/18,-0.5,1.9,-2.6
2012/2/19,-0.1,3.9,-4.1
2012/2/20,1.6,7.8,-1.5
2012/2/21,2.1,7.8,-2.4
2012/2/22,5.1,9.5,1.6
2012/2/23,7.1,10.1,4.5
2012/2/24,6.4,9.2,1.4
2012/2/25,3.7,5.8,1.6
2012/2/26,3.6,5.0,1.6
2012/2/27,1.1,3.0,0.0
2012/2/28,2.1,5.6,-0.5
2012/2/29,3.8,8.9,0.4
2012/3/1,5.9,11.6,1.6
2012/3/2,6.6,8.8,4.4
2012/3/3,8.0,10.7,5.4
2012/3/4,6.1,8.3,5.4
2012/3/5,7.4,9.6,5.3
2012/3/6,10.5,16.6,7.4
2012/3/7,8.7,11.1,4.8
2012/3/8,7.0,11.2,3.0
2012/3/9,7.2,9.6,5.6
2012/3/10,7.1,8.8,3.6
2012/3/11,3.1,11.1,-1.3
2012/3/12,2.5,6.3,-0.4
2012/3/13,1.4,5.5,-1.0
2012/3/14,4.3,12.2,-2.1
2012/3/15,4.6,8.6,0.0
2012/3/16,6.8,14.3,-1.5
2012/3/17,11.6,14.5,7.9
2012/3/18,10.3,11.8,8.0
2012/3/19,4.1,8.7,-0.8
2012/3/20,4.4,11.9,-1.8
2012/3/21,5.1,10.3,0.7
2012/3/22,8.1,13.7,0.7
2012/3/23,8.4,10.9,6.6
2012/3/24,7.8,9.9,4.1
2012/3/25,2.3,5.1,0.5
2012/3/26,3.7,8.8,0.7
2012/3/27,7.5,16.5,1.2
2012/3/28,8.8,15.1,4.1
2012/3/29,10.4,20.6,1.1
2012/3/30,15.5,20.6,8.9
2012/3/31,9.1,17.1,2.0
