ダウンロードした時刻：2019/10/10 15:40:54

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,11.3,14.7,8.9
2003/12/2,11.2,15.1,8.9
2003/12/3,9.7,12.4,7.6
2003/12/4,6.1,8.3,4.6
2003/12/5,5.7,9.4,2.7
2003/12/6,5.9,13.3,2.5
2003/12/7,5.9,12.7,1.9
2003/12/8,4.3,9.2,0.5
2003/12/9,3.6,4.8,2.8
2003/12/10,4.9,9.3,1.5
2003/12/11,3.6,6.3,0.3
2003/12/12,5.1,8.7,2.7
2003/12/13,5.2,10.6,0.7
2003/12/14,6.2,11.8,2.1
2003/12/15,5.4,13.2,-0.7
2003/12/16,4.4,7.2,0.5
2003/12/17,3.8,7.0,0.4
2003/12/18,5.1,7.9,1.1
2003/12/19,4.7,9.1,2.0
2003/12/20,0.8,3.6,-1.2
2003/12/21,3.3,5.8,-0.2
2003/12/22,7.1,12.2,-0.4
2003/12/23,9.5,14.1,6.8
2003/12/24,7.3,12.7,3.2
2003/12/25,8.9,14.6,3.4
2003/12/26,4.2,7.5,2.4
2003/12/27,0.8,3.4,-1.6
2003/12/28,3.5,7.4,-0.9
2003/12/29,6.1,11.1,1.8
2003/12/30,4.2,6.8,-0.3
2003/12/31,3.5,8.9,-1.7
2004/1/1,6.4,9.0,3.9
2004/1/2,7.3,10.0,4.8
2004/1/3,5.4,9.9,3.3
2004/1/4,3.2,6.0,-0.4
2004/1/5,1.5,6.9,-1.8
2004/1/6,0.9,5.6,-2.5
2004/1/7,1.0,6.0,-3.3
2004/1/8,0.8,3.4,-1.7
2004/1/9,2.0,5.6,-2.2
2004/1/10,0.7,7.7,-5.5
2004/1/11,0.7,1.6,-0.9
2004/1/12,2.5,7.0,0.0
2004/1/13,1.7,6.4,-1.5
2004/1/14,-1.4,1.4,-2.9
2004/1/15,-1.5,1.6,-2.9
2004/1/16,-0.4,3.1,-4.0
2004/1/17,-1.7,3.7,-5.1
2004/1/18,-0.7,6.3,-6.4
2004/1/19,0.3,1.6,-0.8
2004/1/20,1.9,7.3,-2.1
2004/1/21,1.5,7.2,-2.2
2004/1/22,0.5,4.5,-3.1
2004/1/23,-0.5,2.2,-3.0
2004/1/24,0.4,5.2,-4.5
2004/1/25,-0.1,5.7,-4.8
2004/1/26,0.0,5.4,-4.9
2004/1/27,-0.3,4.8,-4.6
2004/1/28,2.6,5.9,-1.3
2004/1/29,2.5,5.0,-1.2
2004/1/30,2.0,7.5,-1.2
2004/1/31,2.7,5.6,-0.8
2004/2/1,2.9,7.9,-1.4
2004/2/2,-0.5,1.1,-2.8
2004/2/3,3.3,6.0,0.3
2004/2/4,1.4,4.1,-0.6
2004/2/5,-0.1,3.6,-1.9
2004/2/6,0.2,3.5,-3.1
2004/2/7,-0.9,0.7,-2.4
2004/2/8,0.3,4.2,-5.2
2004/2/9,1.1,3.4,-0.3
2004/2/10,0.4,5.2,-3.1
2004/2/11,1.4,8.6,-5.7
2004/2/12,3.4,7.2,0.5
2004/2/13,4.0,8.2,0.2
2004/2/14,6.7,12.3,0.9
2004/2/15,4.0,7.4,0.0
2004/2/16,3.2,7.1,-0.9
2004/2/17,3.0,10.4,-1.4
2004/2/18,2.9,5.9,0.5
2004/2/19,2.6,6.6,-0.4
2004/2/20,3.9,10.4,0.5
2004/2/21,6.8,15.4,0.6
2004/2/22,12.3,21.3,2.9
2004/2/23,5.5,15.6,1.3
2004/2/24,4.7,9.5,1.5
2004/2/25,8.1,13.5,1.8
2004/2/26,3.9,10.4,-0.4
2004/2/27,0.5,3.1,-2.2
2004/2/28,4.6,11.4,-0.2
2004/2/29,6.2,15.8,1.5
2004/3/1,2.6,5.5,0.4
2004/3/2,2.0,7.3,-1.1
2004/3/3,0.6,3.9,-1.8
2004/3/4,1.1,6.3,-1.4
2004/3/5,1.5,8.1,-2.8
2004/3/6,1.1,7.2,-2.1
2004/3/7,1.1,6.1,-1.4
2004/3/8,1.8,6.6,-2.3
2004/3/9,4.6,10.5,-1.1
2004/3/10,8.8,17.9,0.3
2004/3/11,9.9,15.8,7.2
2004/3/12,7.5,12.5,3.4
2004/3/13,4.1,12.0,-0.4
2004/3/14,5.4,11.6,-0.7
2004/3/15,5.1,13.0,0.0
2004/3/16,6.9,17.3,-1.0
2004/3/17,13.1,22.6,3.0
2004/3/18,5.7,14.5,1.0
2004/3/19,3.8,8.5,-0.1
2004/3/20,3.0,7.9,-1.5
2004/3/21,5.6,12.7,-1.3
2004/3/22,3.7,7.9,1.0
2004/3/23,4.5,6.7,3.0
2004/3/24,6.1,9.6,3.7
2004/3/25,7.7,13.2,1.6
2004/3/26,8.0,11.2,5.5
2004/3/27,6.9,11.1,2.3
2004/3/28,8.8,17.5,0.2
2004/3/29,11.9,22.6,2.2
2004/3/30,14.1,20.7,7.1
2004/3/31,10.1,14.0,5.4
