ダウンロードした時刻：2017/07/24 15:46:31

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,2.6,4.6,0.8
2005/1/2,5.5,8.5,0.9
2005/1/3,10.9,14.1,5.3
2005/1/4,5.5,9.5,1.2
2005/1/5,5.4,9.3,-0.3
2005/1/6,7.2,10.4,4.2
2005/1/7,6.8,8.9,3.8
2005/1/8,4.0,5.5,2.2
2005/1/9,1.7,4.5,-1.4
2005/1/10,1.7,4.2,-1.7
2005/1/11,4.6,7.6,2.3
2005/1/12,2.5,6.8,-1.1
2005/1/13,2.5,5.3,-0.9
2005/1/14,4.9,8.7,-0.1
2005/1/15,5.6,7.4,2.4
2005/1/16,4.3,6.4,1.7
2005/1/17,4.8,8.7,0.7
2005/1/18,6.4,11.1,0.3
2005/1/19,5.3,8.6,2.6
2005/1/20,3.2,5.2,0.8
2005/1/21,1.5,5.9,-1.1
2005/1/22,5.8,9.7,-1.0
2005/1/23,7.7,10.8,5.2
2005/1/24,8.4,11.0,5.1
2005/1/25,6.8,8.3,4.5
2005/1/26,7.0,10.6,3.6
2005/1/27,7.2,10.5,3.1
2005/1/28,7.6,13.4,4.2
2005/1/29,7.5,12.7,3.6
2005/1/30,3.9,5.7,2.3
2005/1/31,2.2,3.7,0.1
2005/2/1,-1.1,2.9,-2.7
2005/2/2,0.9,2.9,-1.5
2005/2/3,2.5,6.9,-0.4
2005/2/4,5.6,10.3,0.0
2005/2/5,4.9,9.5,1.3
2005/2/6,7.7,10.1,1.6
2005/2/7,9.1,10.3,8.2
2005/2/8,9.2,11.9,6.3
2005/2/9,10.6,14.0,5.7
2005/2/10,4.1,6.7,0.0
2005/2/11,1.6,5.7,-1.5
2005/2/12,1.7,5.7,-1.6
2005/2/13,2.9,8.2,-1.5
2005/2/14,5.5,10.5,-0.3
2005/2/15,10.5,12.0,6.8
2005/2/16,10.0,12.0,9.1
2005/2/17,9.7,10.5,9.1
2005/2/18,8.4,10.3,6.6
2005/2/19,7.3,10.2,2.5
2005/2/20,0.6,2.5,-1.4
2005/2/21,0.6,3.2,-1.6
2005/2/22,5.5,12.5,-2.5
2005/2/23,8.7,13.1,4.1
2005/2/24,6.5,9.6,3.6
2005/2/25,4.9,7.0,1.4
2005/2/26,0.9,4.6,-1.8
2005/2/27,2.6,7.7,-2.1
2005/2/28,4.3,10.0,0.2
2005/3/1,4.7,10.4,-0.3
2005/3/2,7.9,10.6,1.9
2005/3/3,6.3,8.9,0.9
2005/3/4,4.2,7.5,1.7
2005/3/5,2.9,6.3,-0.2
2005/3/6,5.1,10.1,0.7
2005/3/7,9.7,13.5,6.0
2005/3/8,13.2,16.1,9.1
2005/3/9,14.0,17.7,11.6
2005/3/10,14.5,16.7,12.3
2005/3/11,9.9,13.1,4.0
2005/3/12,2.2,4.1,0.1
2005/3/13,2.2,5.8,-1.1
2005/3/14,4.7,9.3,2.1
2005/3/15,8.2,13.1,2.7
2005/3/16,11.1,17.4,5.7
2005/3/17,12.4,16.9,9.4
2005/3/18,8.6,11.4,5.6
2005/3/19,7.5,12.3,3.5
2005/3/20,10.6,13.7,3.3
2005/3/21,10.7,15.0,5.1
2005/3/22,11.7,17.0,7.9
2005/3/23,10.6,14.4,7.5
2005/3/24,7.3,11.4,4.1
2005/3/25,6.8,10.1,2.6
2005/3/26,12.1,16.3,7.8
2005/3/27,11.2,12.2,10.3
2005/3/28,13.7,17.0,10.7
2005/3/29,10.2,13.3,7.2
2005/3/30,10.5,15.0,4.5
2005/3/31,12.8,17.7,8.1
2005/4/1,12.4,17.7,7.2
2005/4/2,13.4,19.4,8.6
2005/4/3,10.7,14.9,5.3
2005/4/4,11.5,16.3,4.2
2005/4/5,15.0,19.0,12.1
2005/4/6,16.0,17.7,13.4
2005/4/7,18.0,21.2,15.9
2005/4/8,15.3,17.4,12.1
2005/4/9,15.3,20.0,11.7
2005/4/10,15.8,20.0,11.5
2005/4/11,12.0,14.4,10.8
2005/4/12,11.8,15.1,9.1
2005/4/13,12.9,17.3,8.9
2005/4/14,13.7,19.6,7.4
2005/4/15,13.8,18.0,9.5
2005/4/16,13.0,19.1,7.7
2005/4/17,14.7,21.9,7.4
2005/4/18,14.6,20.5,10.3
2005/4/19,15.2,21.1,8.9
2005/4/20,15.8,18.7,14.0
2005/4/21,14.9,19.1,11.0
2005/4/22,15.1,18.7,12.0
2005/4/23,13.8,17.8,9.4
2005/4/24,13.0,18.4,8.1
2005/4/25,16.5,21.4,9.8
2005/4/26,16.7,22.8,9.7
2005/4/27,18.2,22.7,9.8
2005/4/28,19.8,21.4,18.2
2005/4/29,21.0,22.7,19.1
2005/4/30,20.5,23.1,17.6
2005/5/1,18.9,21.9,15.1
