ダウンロードした時刻：2019/10/10 16:08:29

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,4.1,6.9,3.0
1995/12/2,6.6,9.2,4.1
1995/12/3,7.9,10.9,5.0
1995/12/4,7.2,10.8,4.2
1995/12/5,5.8,9.3,2.8
1995/12/6,4.1,5.8,1.7
1995/12/7,4.8,8.2,2.2
1995/12/8,3.9,6.8,2.7
1995/12/9,4.7,8.4,1.3
1995/12/10,4.0,9.9,-0.4
1995/12/11,4.5,9.6,-0.6
1995/12/12,6.7,10.0,2.4
1995/12/13,7.3,10.9,3.2
1995/12/14,6.0,10.6,0.5
1995/12/15,8.0,12.0,4.7
1995/12/16,5.0,7.3,1.7
1995/12/17,4.6,6.9,1.4
1995/12/18,5.5,8.3,2.3
1995/12/19,5.5,9.1,2.0
1995/12/20,5.2,9.2,0.9
1995/12/21,5.1,6.3,3.5
1995/12/22,5.8,9.5,1.9
1995/12/23,5.7,10.1,0.8
1995/12/24,5.2,11.9,0.0
1995/12/25,-0.1,0.8,-1.2
1995/12/26,-0.3,1.1,-1.6
1995/12/27,1.3,4.5,-2.6
1995/12/28,0.3,4.5,-4.5
1995/12/29,2.6,7.1,0.3
1995/12/30,2.9,5.5,0.7
1995/12/31,3.4,6.9,1.2
1996/1/1,4.2,5.5,2.8
1996/1/2,3.2,7.6,-0.2
1996/1/3,3.4,9.6,-1.5
1996/1/4,2.3,3.7,0.4
1996/1/5,3.5,4.9,1.6
1996/1/6,5.9,9.3,2.4
1996/1/7,4.5,10.6,-0.9
1996/1/8,4.5,7.2,-0.4
1996/1/9,-0.4,1.3,-1.8
1996/1/10,0.5,2.7,-1.6
1996/1/11,3.9,6.8,0.4
1996/1/12,4.9,8.4,1.3
1996/1/13,5.0,9.1,0.2
1996/1/14,5.5,10.9,-0.3
1996/1/15,7.8,10.2,5.3
1996/1/16,8.1,10.7,5.1
1996/1/17,4.9,7.6,1.6
1996/1/18,4.2,5.8,2.1
1996/1/19,3.0,6.3,0.0
1996/1/20,4.2,7.3,1.7
1996/1/21,4.6,8.0,1.5
1996/1/22,2.4,4.4,-0.1
1996/1/23,4.1,7.6,1.7
1996/1/24,1.6,4.9,-0.2
1996/1/25,1.8,4.3,-1.1
1996/1/26,0.4,1.5,-0.5
1996/1/27,0.6,4.5,-1.8
1996/1/28,1.6,5.4,-2.9
1996/1/29,4.5,8.8,1.9
1996/1/30,1.9,5.1,-1.3
1996/1/31,0.9,3.0,-1.5
1996/2/1,1.2,3.4,-1.2
1996/2/2,-1.5,0.1,-3.1
1996/2/3,-0.3,1.5,-2.9
1996/2/4,1.0,5.4,-3.0
1996/2/5,1.8,7.4,-2.8
1996/2/6,0.3,2.2,-1.3
1996/2/7,1.7,4.4,-0.8
1996/2/8,1.4,5.3,-3.6
1996/2/9,3.0,5.8,-0.5
1996/2/10,0.1,2.5,-1.4
1996/2/11,1.9,5.9,-1.5
1996/2/12,3.1,9.4,-2.2
1996/2/13,4.5,8.3,0.6
1996/2/14,6.5,10.5,2.7
1996/2/15,6.6,11.2,3.6
1996/2/16,3.3,5.4,1.1
1996/2/17,0.9,2.0,-1.0
1996/2/18,2.6,6.7,0.2
1996/2/19,1.3,4.0,-0.3
1996/2/20,0.6,5.5,-2.9
1996/2/21,1.3,5.3,-1.6
1996/2/22,1.2,4.5,-2.0
1996/2/23,1.8,6.2,-1.3
1996/2/24,2.8,6.0,0.5
1996/2/25,2.3,5.4,-0.8
1996/2/26,5.7,9.2,3.0
1996/2/27,5.0,9.1,3.1
1996/2/28,5.1,8.7,0.8
1996/2/29,4.5,10.1,-1.3
1996/3/1,6.0,8.5,2.4
1996/3/2,2.4,4.7,0.5
1996/3/3,3.1,6.7,0.2
1996/3/4,3.0,8.0,-1.4
1996/3/5,1.0,3.5,-1.5
1996/3/6,3.5,7.0,0.1
1996/3/7,2.2,5.0,-1.2
1996/3/8,5.3,7.3,3.2
1996/3/9,3.8,6.9,1.4
1996/3/10,4.4,8.2,1.8
1996/3/11,4.0,10.7,-0.1
1996/3/12,2.2,5.1,-0.4
1996/3/13,3.7,9.1,-1.2
1996/3/14,6.4,12.5,0.3
1996/3/15,7.1,8.2,6.0
1996/3/16,8.8,12.2,5.0
1996/3/17,9.4,11.5,8.0
1996/3/18,5.9,8.3,3.8
1996/3/19,4.4,8.0,0.7
1996/3/20,6.0,9.6,2.5
1996/3/21,9.6,16.6,2.2
1996/3/22,9.2,13.8,7.1
1996/3/23,5.5,7.3,3.4
1996/3/24,6.0,10.3,1.6
1996/3/25,8.0,9.1,7.4
1996/3/26,8.5,12.2,4.8
1996/3/27,7.5,12.4,2.3
1996/3/28,8.6,12.2,4.6
1996/3/29,8.8,13.3,4.5
1996/3/30,12.1,16.6,9.1
1996/3/31,10.7,13.2,9.5
