ダウンロードした時刻：2019/10/10 16:26:00

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,10.9,16.7,5.9
2001/12/2,12.9,17.9,9.2
2001/12/3,13.0,17.6,8.0
2001/12/4,15.7,18.8,13.0
2001/12/5,14.6,21.3,12.0
2001/12/6,12.3,18.3,7.9
2001/12/7,7.6,13.9,2.7
2001/12/8,9.3,16.6,4.1
2001/12/9,10.0,16.2,5.9
2001/12/10,11.0,14.1,7.6
2001/12/11,11.2,14.2,9.1
2001/12/12,8.7,11.3,4.7
2001/12/13,14.7,21.3,9.1
2001/12/14,8.1,11.6,5.6
2001/12/15,7.9,13.0,3.5
2001/12/16,6.5,11.3,0.5
2001/12/17,7.4,9.5,5.9
2001/12/18,8.5,14.3,5.0
2001/12/19,7.8,13.7,3.9
2001/12/20,8.2,14.3,1.6
2001/12/21,8.8,13.7,5.1
2001/12/22,6.3,11.1,1.3
2001/12/23,5.6,12.6,-1.3
2001/12/24,7.0,13.4,1.9
2001/12/25,6.2,10.1,2.1
2001/12/26,7.1,13.0,1.7
2001/12/27,7.1,13.4,-0.2
2001/12/28,7.4,13.3,2.7
2001/12/29,7.4,12.6,2.2
2001/12/30,9.0,12.5,4.6
2001/12/31,6.4,13.5,-0.2
2002/1/1,7.8,16.1,1.0
2002/1/2,4.7,7.7,2.4
2002/1/3,4.6,9.1,1.0
2002/1/4,10.2,16.2,1.8
2002/1/5,11.6,15.7,5.2
2002/1/6,5.1,11.7,-0.2
2002/1/7,7.7,16.4,1.2
2002/1/8,7.2,10.1,4.4
2002/1/9,7.2,13.8,2.3
2002/1/10,10.4,16.6,2.2
2002/1/11,14.1,19.3,9.1
2002/1/12,10.4,19.3,4.0
2002/1/13,10.6,16.2,5.0
2002/1/14,12.9,14.2,11.4
2002/1/15,15.7,19.2,12.4
2002/1/16,18.5,24.6,14.9
2002/1/17,15.1,18.6,9.2
2002/1/18,8.6,10.9,7.4
2002/1/19,8.0,10.5,5.7
2002/1/20,9.4,12.2,5.2
2002/1/21,10.5,14.8,6.4
2002/1/22,6.3,10.6,2.1
2002/1/23,5.6,10.1,1.3
2002/1/24,5.5,11.8,-1.1
2002/1/25,6.2,11.0,-0.3
2002/1/26,11.3,16.0,6.6
2002/1/27,10.5,14.9,6.3
2002/1/28,7.5,13.0,1.8
2002/1/29,5.8,10.4,2.6
2002/1/30,6.0,12.8,-0.4
2002/1/31,6.0,12.1,1.0
2002/2/1,6.7,13.0,0.8
2002/2/2,7.4,8.7,6.1
2002/2/3,8.7,14.6,4.2
2002/2/4,6.5,13.5,1.1
2002/2/5,8.7,13.2,4.6
2002/2/6,9.3,15.6,3.9
2002/2/7,9.8,16.6,4.2
2002/2/8,10.2,19.1,1.7
2002/2/9,11.8,15.9,8.4
2002/2/10,8.1,12.2,3.5
2002/2/11,6.1,10.4,2.6
2002/2/12,7.3,13.0,2.1
2002/2/13,7.4,12.5,2.6
2002/2/14,8.6,13.3,4.9
2002/2/15,7.0,12.6,2.7
2002/2/16,8.6,15.7,1.7
2002/2/17,10.4,14.7,7.4
2002/2/18,9.7,14.6,4.5
2002/2/19,6.8,13.1,1.1
2002/2/20,6.9,15.3,-1.1
2002/2/21,11.1,18.9,2.2
2002/2/22,14.9,21.5,9.5
2002/2/23,11.1,16.0,5.7
2002/2/24,11.5,15.9,6.5
2002/2/25,10.0,16.0,3.5
2002/2/26,12.6,18.1,7.3
2002/2/27,12.4,13.1,11.3
2002/2/28,18.1,21.6,12.7
2002/3/1,14.9,17.5,13.0
2002/3/2,11.8,14.4,8.9
2002/3/3,11.2,15.7,5.5
2002/3/4,11.6,16.3,6.8
2002/3/5,15.0,21.8,10.8
2002/3/6,12.6,16.2,7.2
2002/3/7,9.3,14.2,5.7
2002/3/8,8.5,15.3,3.0
2002/3/9,10.4,19.2,1.9
2002/3/10,14.0,22.1,4.6
2002/3/11,15.7,20.6,11.5
2002/3/12,14.2,19.7,7.5
2002/3/13,13.3,18.8,6.3
2002/3/14,13.9,18.2,9.4
2002/3/15,18.3,23.6,14.2
2002/3/16,14.8,19.7,11.3
2002/3/17,15.1,22.2,8.8
2002/3/18,15.4,21.5,10.2
2002/3/19,14.5,22.5,7.9
2002/3/20,17.5,25.9,8.7
2002/3/21,15.3,23.1,9.7
2002/3/22,11.0,13.3,9.9
2002/3/23,12.2,17.2,8.4
2002/3/24,12.0,16.3,8.8
2002/3/25,10.5,12.0,7.7
2002/3/26,15.1,19.8,10.2
2002/3/27,18.2,24.6,13.2
2002/3/28,13.4,17.7,6.8
2002/3/29,15.6,18.8,13.5
2002/3/30,16.2,20.1,11.9
2002/3/31,16.6,24.0,10.3
