ダウンロードした時刻：2019/10/10 15:34:08

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,3.1,6.8,-0.2
2002/12/2,2.0,6.6,-2.1
2002/12/3,3.7,8.9,-2.9
2002/12/4,7.1,12.7,0.9
2002/12/5,4.8,11.6,1.2
2002/12/6,0.6,1.8,-0.2
2002/12/7,-0.7,2.1,-3.1
2002/12/8,-3.5,-2.2,-4.9
2002/12/9,-4.6,-2.8,-5.8
2002/12/10,-4.6,-2.5,-6.8
2002/12/11,-5.9,-4.4,-7.0
2002/12/12,-4.1,-2.1,-6.1
2002/12/13,-3.5,1.8,-10.1
2002/12/14,2.5,5.6,-0.7
2002/12/15,4.3,5.7,3.6
2002/12/16,4.0,5.4,1.8
2002/12/17,1.7,4.6,-0.4
2002/12/18,4.2,6.9,1.4
2002/12/19,-0.8,3.4,-3.2
2002/12/20,-0.7,0.7,-2.7
2002/12/21,0.2,0.9,-0.8
2002/12/22,0.1,0.7,-1.3
2002/12/23,-0.7,0.8,-3.2
2002/12/24,-2.4,-0.4,-3.5
2002/12/25,-2.7,-0.6,-4.7
2002/12/26,-4.2,-1.8,-7.4
2002/12/27,-6.0,-3.4,-8.8
2002/12/28,0.0,4.2,-3.9
2002/12/29,-4.9,-1.9,-6.9
2002/12/30,-5.2,-4.1,-6.7
2002/12/31,-4.1,-2.9,-5.5
2003/1/1,-3.4,-1.5,-5.5
2003/1/2,-5.0,-1.0,-8.6
2003/1/3,-0.1,3.4,-5.8
2003/1/4,0.8,3.7,-3.7
2003/1/5,-3.4,-0.3,-6.7
2003/1/6,-1.6,-0.2,-2.7
2003/1/7,-2.3,-1.2,-3.2
2003/1/8,0.6,2.7,-1.5
2003/1/9,4.3,6.1,2.4
2003/1/10,-0.5,2.7,-3.1
2003/1/11,-1.4,1.9,-3.3
2003/1/12,-0.4,2.7,-2.2
2003/1/13,5.1,7.6,0.5
2003/1/14,1.0,4.1,-4.4
2003/1/15,-4.8,-2.9,-7.5
2003/1/16,0.9,3.1,-3.5
2003/1/17,0.7,3.3,-2.6
2003/1/18,-1.0,-0.2,-2.9
2003/1/19,-1.9,-0.4,-4.3
2003/1/20,-2.7,-0.1,-4.9
2003/1/21,-2.2,0.0,-4.3
2003/1/22,-2.9,-1.7,-4.5
2003/1/23,-1.1,1.3,-2.9
2003/1/24,-0.3,2.1,-4.3
2003/1/25,0.8,2.0,-0.2
2003/1/26,-0.6,2.7,-4.8
2003/1/27,2.2,5.3,-1.8
2003/1/28,3.6,7.9,-0.2
2003/1/29,-3.1,0.2,-6.2
2003/1/30,-3.8,-2.1,-5.9
2003/1/31,-3.2,-2.0,-4.3
2003/2/1,-0.5,0.7,-3.3
2003/2/2,-0.6,1.3,-2.5
2003/2/3,-0.6,1.1,-2.3
2003/2/4,-1.2,0.2,-2.7
2003/2/5,-2.2,-0.2,-4.1
2003/2/6,-1.6,1.7,-4.2
2003/2/7,4.2,5.8,1.1
2003/2/8,4.3,6.7,0.6
2003/2/9,4.5,7.0,0.4
2003/2/10,1.6,6.3,-0.6
2003/2/11,-1.1,0.2,-1.7
2003/2/12,-4.5,-1.0,-6.4
2003/2/13,-2.5,0.9,-5.1
2003/2/14,-1.6,1.0,-3.3
2003/2/15,0.9,2.5,-1.1
2003/2/16,3.0,5.6,-0.8
2003/2/17,0.5,2.2,-1.0
2003/2/18,-0.2,2.3,-4.1
2003/2/19,-1.9,2.4,-6.8
2003/2/20,-1.6,0.1,-2.5
2003/2/21,-0.9,1.7,-4.4
2003/2/22,-0.3,2.2,-2.7
2003/2/23,-1.9,1.4,-5.4
2003/2/24,-1.9,2.1,-5.8
2003/2/25,-1.4,2.1,-5.7
2003/2/26,-0.8,1.4,-3.2
2003/2/27,-1.8,1.2,-5.3
2003/2/28,2.7,4.9,-3.0
2003/3/1,5.5,7.4,3.1
2003/3/2,3.3,5.5,1.1
2003/3/3,1.5,3.7,-0.4
2003/3/4,-1.0,1.6,-3.2
2003/3/5,0.1,1.1,-2.7
2003/3/6,2.1,4.5,-1.3
2003/3/7,1.1,3.5,-0.9
2003/3/8,0.1,2.1,-2.3
2003/3/9,-2.1,1.7,-5.6
2003/3/10,-2.9,0.2,-7.0
2003/3/11,-1.7,1.6,-5.3
2003/3/12,-0.7,3.0,-6.3
2003/3/13,1.2,4.5,-2.6
2003/3/14,2.7,5.3,-2.8
2003/3/15,4.0,6.4,1.2
2003/3/16,3.3,6.9,-1.4
2003/3/17,0.9,4.4,-3.5
2003/3/18,2.0,6.2,-2.8
2003/3/19,2.3,7.0,-0.7
2003/3/20,0.9,5.6,-2.5
2003/3/21,0.7,5.3,-4.2
2003/3/22,5.1,9.0,-1.3
2003/3/23,6.6,9.0,5.4
2003/3/24,7.5,8.5,6.3
2003/3/25,7.1,11.0,2.6
2003/3/26,5.3,7.8,1.8
2003/3/27,6.0,7.6,4.3
2003/3/28,4.3,5.2,3.0
2003/3/29,3.7,5.2,2.0
2003/3/30,4.4,8.3,0.9
2003/3/31,3.7,9.9,-0.8
