ダウンロードした時刻：2017/07/24 15:47:21

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,9.5,16.5,4.2
1997/1/2,5.1,8.6,1.8
1997/1/3,4.2,8.8,0.5
1997/1/4,2.9,9.1,-1.5
1997/1/5,5.0,10.2,-0.1
1997/1/6,4.5,6.3,3.2
1997/1/7,4.3,7.3,2.1
1997/1/8,3.9,8.8,0.2
1997/1/9,3.2,9.5,-2.5
1997/1/10,5.1,9.6,1.0
1997/1/11,4.8,11.4,-0.5
1997/1/12,5.8,10.9,0.8
1997/1/13,6.8,14.0,0.6
1997/1/14,7.2,11.5,3.1
1997/1/15,7.6,12.9,1.8
1997/1/16,6.9,12.3,0.5
1997/1/17,7.2,13.4,1.8
1997/1/18,7.3,12.1,3.4
1997/1/19,4.5,10.1,-0.8
1997/1/20,5.5,13.6,-1.4
1997/1/21,4.7,9.0,0.6
1997/1/22,1.6,5.2,-1.3
1997/1/23,2.8,7.9,-3.5
1997/1/24,2.4,4.1,-0.3
1997/1/25,2.5,9.3,-2.8
1997/1/26,4.3,11.1,-1.5
1997/1/27,6.9,12.0,2.2
1997/1/28,6.7,10.0,4.5
1997/1/29,5.1,8.4,3.1
1997/1/30,4.6,9.3,-1.0
1997/1/31,3.3,8.2,0.4
1997/2/1,5.4,10.8,-0.6
1997/2/2,4.7,5.9,3.5
1997/2/3,4.7,10.1,1.4
1997/2/4,5.3,11.4,-1.2
1997/2/5,5.8,10.2,1.3
1997/2/6,6.8,10.6,3.5
1997/2/7,5.9,9.4,1.0
1997/2/8,7.7,12.8,2.7
1997/2/9,8.0,16.0,1.4
1997/2/10,7.3,13.1,0.7
1997/2/11,5.5,7.8,3.4
1997/2/12,5.0,8.3,1.5
1997/2/13,4.1,9.6,-0.3
1997/2/14,4.1,10.8,-2.8
1997/2/15,5.2,6.8,2.3
1997/2/16,6.1,9.7,1.6
1997/2/17,4.6,10.0,-0.5
1997/2/18,4.2,10.0,-0.6
1997/2/19,4.6,8.9,-0.2
1997/2/20,6.9,13.0,-0.6
1997/2/21,8.8,12.2,3.1
1997/2/22,5.7,12.4,-0.8
1997/2/23,7.5,14.7,-1.0
1997/2/24,10.7,17.7,4.4
1997/2/25,14.7,20.1,10.1
1997/2/26,14.1,17.4,11.0
1997/2/27,13.0,19.6,8.0
1997/2/28,15.0,20.8,8.6
1997/3/1,13.1,17.0,7.0
1997/3/2,8.9,12.1,5.5
1997/3/3,9.2,13.7,4.3
1997/3/4,7.1,14.2,-0.6
1997/3/5,8.8,16.5,1.4
1997/3/6,12.2,18.7,2.7
1997/3/7,15.9,20.7,10.4
1997/3/8,12.0,18.8,5.9
1997/3/9,11.1,18.9,3.1
1997/3/10,13.8,21.5,5.4
1997/3/11,16.6,21.4,10.3
1997/3/12,11.8,15.1,8.9
1997/3/13,13.3,14.7,11.4
1997/3/14,15.2,18.0,13.6
1997/3/15,14.0,18.3,11.5
1997/3/16,11.0,13.8,8.4
1997/3/17,10.3,15.8,6.5
1997/3/18,11.9,18.8,5.1
1997/3/19,11.9,16.2,9.3
1997/3/20,10.3,11.5,9.3
1997/3/21,12.8,17.3,8.9
1997/3/22,13.0,18.0,8.3
1997/3/23,11.1,18.0,6.1
1997/3/24,8.5,15.6,2.6
1997/3/25,10.1,17.2,1.7
1997/3/26,10.2,12.7,8.2
1997/3/27,12.0,18.3,5.9
1997/3/28,12.1,19.0,4.5
1997/3/29,14.0,16.6,12.0
1997/3/30,11.9,16.1,6.0
1997/3/31,9.3,16.4,2.3
1997/4/1,12.6,21.4,3.4
1997/4/2,16.8,21.7,11.3
1997/4/3,17.9,19.8,14.8
1997/4/4,16.1,18.6,14.0
1997/4/5,17.6,19.3,16.5
1997/4/6,15.7,19.6,11.9
1997/4/7,13.7,19.0,9.0
1997/4/8,12.7,16.9,7.7
1997/4/9,14.2,19.6,10.5
1997/4/10,12.4,17.8,6.9
1997/4/11,13.0,18.8,5.5
1997/4/12,14.4,19.8,6.7
1997/4/13,15.3,22.0,8.2
1997/4/14,16.9,23.7,9.2
1997/4/15,15.2,17.7,12.3
1997/4/16,14.6,21.8,7.4
1997/4/17,15.0,21.6,7.4
1997/4/18,14.5,20.9,8.8
1997/4/19,16.8,24.8,10.6
1997/4/20,18.2,25.1,9.3
1997/4/21,17.0,20.6,15.0
1997/4/22,17.9,22.0,15.0
1997/4/23,16.7,22.1,11.1
1997/4/24,15.3,23.7,7.0
1997/4/25,15.5,22.7,8.3
1997/4/26,16.1,23.6,7.2
1997/4/27,16.8,22.6,11.5
1997/4/28,17.0,20.6,13.4
1997/4/29,18.4,24.9,10.5
1997/4/30,19.5,22.0,16.3
1997/5/1,20.0,25.5,15.6
