ダウンロードした時刻：2019/10/10 15:45:29

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,8.8,14.0,4.8
2002/12/2,7.5,11.8,4.3
2002/12/3,9.1,15.5,4.3
2002/12/4,9.8,12.5,6.3
2002/12/5,11.6,15.3,9.2
2002/12/6,6.6,9.2,3.6
2002/12/7,6.2,8.6,3.9
2002/12/8,5.3,7.2,3.1
2002/12/9,3.6,6.0,1.9
2002/12/10,1.4,4.0,0.2
2002/12/11,0.8,2.0,-0.2
2002/12/12,2.6,4.3,1.6
2002/12/13,0.9,2.0,0.2
2002/12/14,2.4,5.8,0.2
2002/12/15,4.9,9.8,2.0
2002/12/16,8.9,13.4,3.0
2002/12/17,6.4,9.9,1.4
2002/12/18,6.3,11.8,1.3
2002/12/19,6.9,8.7,5.5
2002/12/20,5.2,8.2,2.2
2002/12/21,4.2,7.3,1.8
2002/12/22,7.0,10.9,2.3
2002/12/23,4.2,8.5,0.5
2002/12/24,6.1,10.4,0.9
2002/12/25,6.5,9.9,2.1
2002/12/26,0.6,2.8,-0.5
2002/12/27,-0.1,1.1,-0.9
2002/12/28,1.7,6.0,-3.0
2002/12/29,2.1,3.9,0.9
2002/12/30,3.3,7.4,-0.7
2002/12/31,3.1,4.6,1.1
2003/1/1,3.3,8.5,-0.4
2003/1/2,0.1,1.9,-2.4
2003/1/3,3.4,8.0,-2.4
2003/1/4,2.3,6.6,0.0
2003/1/5,-1.1,0.3,-2.1
2003/1/6,-0.8,1.4,-3.3
2003/1/7,0.6,3.6,-2.2
2003/1/8,1.5,5.1,-1.9
2003/1/9,2.5,8.8,-2.4
2003/1/10,3.6,6.2,2.0
2003/1/11,2.9,7.0,0.2
2003/1/12,4.3,8.2,1.7
2003/1/13,6.6,10.4,2.7
2003/1/14,4.8,8.6,0.4
2003/1/15,-0.4,2.4,-2.2
2003/1/16,1.1,5.2,-3.6
2003/1/17,6.8,12.0,3.3
2003/1/18,5.4,8.3,3.6
2003/1/19,4.4,7.3,1.5
2003/1/20,2.8,4.9,0.7
2003/1/21,0.7,3.1,-0.2
2003/1/22,1.7,5.3,-1.9
2003/1/23,2.2,4.9,0.5
2003/1/24,0.6,2.4,-1.1
2003/1/25,1.6,6.5,-0.7
2003/1/26,3.3,6.8,-0.6
2003/1/27,8.8,12.2,3.0
2003/1/28,2.4,7.8,-0.4
2003/1/29,-2.1,0.0,-3.7
2003/1/30,-0.3,1.2,-3.6
2003/1/31,0.7,2.2,-0.1
2003/2/1,0.2,3.5,-3.2
2003/2/2,-1.3,3.9,-5.4
2003/2/3,0.3,3.5,-2.5
2003/2/4,1.3,6.3,-1.3
2003/2/5,1.4,6.1,-0.1
2003/2/6,0.9,4.3,-0.6
2003/2/7,5.1,11.4,0.6
2003/2/8,6.6,11.7,3.2
2003/2/9,5.6,9.4,2.7
2003/2/10,6.3,11.5,1.0
2003/2/11,5.4,6.9,3.7
2003/2/12,1.6,4.2,-0.6
2003/2/13,2.0,6.1,-1.4
2003/2/14,2.7,6.2,0.7
2003/2/15,4.2,11.1,-1.4
2003/2/16,4.1,6.6,1.4
2003/2/17,4.6,9.6,1.6
2003/2/18,3.7,9.4,0.0
2003/2/19,4.2,10.2,-1.7
2003/2/20,4.0,6.5,1.8
2003/2/21,2.7,7.0,-1.2
2003/2/22,3.9,6.6,0.1
2003/2/23,5.3,8.2,3.1
2003/2/24,4.4,7.8,2.5
2003/2/25,4.4,10.0,0.8
2003/2/26,6.4,13.1,-0.2
2003/2/27,3.6,5.9,1.0
2003/2/28,2.9,7.5,-1.7
2003/3/1,8.3,10.9,1.6
2003/3/2,7.7,12.6,4.7
2003/3/3,6.9,12.8,0.5
2003/3/4,-0.2,3.9,-1.8
2003/3/5,1.7,6.2,-1.8
2003/3/6,4.0,8.7,-0.2
2003/3/7,6.2,8.1,4.1
2003/3/8,4.4,6.1,3.3
2003/3/9,3.0,5.6,1.2
2003/3/10,2.2,5.5,0.2
2003/3/11,1.3,5.2,-1.7
2003/3/12,2.3,6.4,-0.4
2003/3/13,3.5,8.7,-0.5
2003/3/14,4.6,10.0,-0.7
2003/3/15,5.8,10.4,2.4
2003/3/16,5.3,11.2,-0.3
2003/3/17,6.8,10.9,4.1
2003/3/18,5.3,9.0,2.5
2003/3/19,4.2,10.6,1.6
2003/3/20,4.4,9.3,0.1
2003/3/21,4.2,9.4,-0.8
2003/3/22,4.1,8.6,0.2
2003/3/23,6.5,13.4,-0.4
2003/3/24,11.6,20.6,2.4
2003/3/25,10.3,14.9,8.3
2003/3/26,10.8,17.5,5.2
2003/3/27,13.4,21.0,7.2
2003/3/28,8.7,13.9,5.0
2003/3/29,7.7,11.6,3.5
2003/3/30,9.3,16.7,2.1
2003/3/31,12.4,20.6,6.6
