ダウンロードした時刻：2019/10/10 15:50:43

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,9.7,15.4,6.0
2015/12/2,8.1,11.1,4.1
2015/12/3,,,8.5
2015/12/4,9.0,14.0,4.0
2015/12/5,9.1,17.3,2.7
2015/12/6,8.2,11.7,4.6
2015/12/7,6.4,12.7,2.0
2015/12/8,6.2,12.0,1.5
2015/12/9,5.7,11.6,1.2
2015/12/10,7.2,10.7,3.0
2015/12/11,11.8,18.1,7.1
2015/12/12,10.9,14.8,8.1
2015/12/13,9.8,11.7,8.1
2015/12/14,10.5,13.0,9.2
2015/12/15,11.2,15.5,8.2
2015/12/16,10.7,15.7,6.2
2015/12/17,7.8,12.1,3.8
2015/12/18,5.4,11.0,0.7
2015/12/19,4.9,9.7,1.1
2015/12/20,5.1,10.8,0.2
2015/12/21,7.8,11.4,3.6
2015/12/22,8.5,13.2,3.0
2015/12/23,5.5,8.2,2.2
2015/12/24,10.8,17.8,5.6
2015/12/25,8.5,13.4,4.0
2015/12/26,5.3,10.6,1.6
2015/12/27,4.8,8.7,1.3
2015/12/28,3.9,10.9,-0.9
2015/12/29,4.5,10.3,0.6
2015/12/30,4.7,11.5,-0.8
2015/12/31,5.9,10.8,1.7
2016/1/1,5.8,10.7,1.5
2016/1/2,6.0,12.9,1.0
2016/1/3,9.8,18.0,3.9
2016/1/4,10.3,15.8,3.4
2016/1/5,10.6,17.8,4.3
2016/1/6,7.1,10.1,4.9
2016/1/7,5.5,10.1,2.2
2016/1/8,4.4,10.2,-0.9
2016/1/9,5.8,12.0,1.7
2016/1/10,6.6,14.9,1.1
2016/1/11,5.6,11.3,2.7
2016/1/12,3.7,7.7,-0.3
2016/1/13,2.3,8.6,-2.3
2016/1/14,4.8,12.3,-0.7
2016/1/15,4.5,11.4,-1.3
2016/1/16,4.5,11.7,-0.9
2016/1/17,4.0,8.5,-0.5
2016/1/18,1.9,5.7,0.1
2016/1/19,3.2,6.5,-0.4
2016/1/20,-0.1,5.5,-4.3
2016/1/21,1.8,6.8,-4.0
2016/1/22,2.4,8.4,-1.8
2016/1/23,1.5,5.1,-1.5
2016/1/24,0.5,6.4,-3.6
2016/1/25,0.2,6.0,-6.1
2016/1/26,1.8,9.1,-3.8
2016/1/27,4.5,12.5,-1.3
2016/1/28,6.4,13.6,0.3
2016/1/29,4.0,5.4,0.2
2016/1/30,2.6,4.9,0.4
2016/1/31,5.0,11.0,0.1
2016/2/1,4.5,9.1,1.9
2016/2/2,3.3,8.4,-0.4
2016/2/3,3.6,9.2,-1.6
2016/2/4,3.1,9.5,-2.4
2016/2/5,5.6,12.5,0.8
2016/2/6,5.4,11.8,1.0
2016/2/7,3.3,7.2,0.8
2016/2/8,2.6,7.8,-1.3
2016/2/9,4.0,13.0,-1.1
2016/2/10,3.5,8.2,0.1
2016/2/11,4.8,12.1,-1.4
2016/2/12,5.3,11.5,-0.9
2016/2/13,10.2,15.5,4.4
2016/2/14,12.9,22.9,7.9
2016/2/15,5.7,11.3,0.1
2016/2/16,3.9,9.4,-1.3
2016/2/17,3.3,8.5,-0.3
2016/2/18,4.0,10.1,-1.9
2016/2/19,8.7,18.0,1.2
2016/2/20,7.1,9.5,5.8
2016/2/21,8.7,12.8,4.4
2016/2/22,6.3,11.0,2.5
2016/2/23,6.7,11.4,3.3
2016/2/24,4.8,7.9,1.9
2016/2/25,3.6,8.8,-0.1
2016/2/26,4.4,10.0,-1.1
2016/2/27,6.4,11.6,-0.4
2016/2/28,8.3,14.8,2.4
2016/2/29,7.0,13.4,1.7
2016/3/1,2.7,6.5,-0.2
2016/3/2,4.3,11.1,-2.4
2016/3/3,8.0,17.2,0.8
2016/3/4,8.8,14.9,3.4
2016/3/5,8.8,13.3,3.9
2016/3/6,11.8,15.9,7.7
2016/3/7,12.6,14.9,11.0
2016/3/8,15.3,20.5,10.3
2016/3/9,8.0,13.6,3.8
2016/3/10,6.5,11.8,2.1
2016/3/11,4.5,7.7,2.1
2016/3/12,4.3,6.8,2.2
2016/3/13,5.9,8.7,3.5
2016/3/14,5.0,6.1,4.0
2016/3/15,6.3,10.4,2.9
2016/3/16,6.6,11.9,0.4
2016/3/17,13.3,22.1,4.6
2016/3/18,13.1,18.3,6.6
2016/3/19,14.4,21.5,10.8
2016/3/20,11.2,15.0,7.6
2016/3/21,8.2,13.5,3.5
2016/3/22,8.7,15.5,0.9
2016/3/23,9.2,14.5,4.6
2016/3/24,6.3,11.9,2.6
2016/3/25,5.5,10.5,1.1
2016/3/26,8.0,14.7,0.7
2016/3/27,9.8,14.5,6.7
2016/3/28,11.3,18.0,6.9
2016/3/29,12.3,18.0,6.0
2016/3/30,14.1,19.8,8.3
2016/3/31,14.6,21.7,6.6
