É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:37

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2007/12/1,2.5,5.6,-0.2
2007/12/2,-0.5,2.5,-1.7
2007/12/3,-1.6,0.2,-3.1
2007/12/4,-3.0,0.6,-5.0
2007/12/5,-3.4,-1.2,-5.2
2007/12/6,-2.1,-0.3,-3.6
2007/12/7,0.3,3.1,-2.2
2007/12/8,0.9,3.3,-1.3
2007/12/9,-0.1,2.1,-3.0
2007/12/10,-1.1,1.9,-3.8
2007/12/11,-0.3,2.3,-5.2
2007/12/12,0.6,3.8,-2.9
2007/12/13,1.0,2.9,-0.5
2007/12/14,1.3,2.5,0.1
2007/12/15,0.4,1.7,-0.7
2007/12/16,-1.4,0.4,-3.4
2007/12/17,-2.2,0.0,-4.7
2007/12/18,-2.5,0.0,-4.2
2007/12/19,-2.3,-0.6,-4.0
2007/12/20,-0.4,2.0,-2.7
2007/12/21,-1.6,0.0,-3.4
2007/12/22,-0.7,2.1,-5.1
2007/12/23,0.2,3.2,-3.1
2007/12/24,1.0,4.1,-1.1
2007/12/25,-1.0,0.2,-2.9
2007/12/26,-4.2,-0.9,-7.4
2007/12/27,-1.6,2.3,-7.0
2007/12/28,1.0,2.9,-1.4
2007/12/29,3.2,6.6,0.6
2007/12/30,1.9,4.6,-1.6
2007/12/31,-1.7,-0.2,-2.9
2008/1/1,-1.5,0.6,-3.2
2008/1/2,-1.6,-0.2,-2.9
2008/1/3,-1.2,0.7,-3.4
2008/1/4,-2.4,-0.6,-4.8
2008/1/5,-2.1,0.4,-3.7
2008/1/6,-1.4,1.8,-4.3
2008/1/7,-1.5,-0.3,-4.6
2008/1/8,-3.4,1.3,-6.9
2008/1/9,-5.7,-2.5,-9.1
2008/1/10,-6.9,-4.3,-9.9
2008/1/11,-4.8,-2.5,-6.7
2008/1/12,-6.8,-5.8,-8.7
2008/1/13,-5.9,-3.6,-9.5
2008/1/14,-3.1,-0.4,-7.1
2008/1/15,-5.7,-2.9,-7.7
2008/1/16,-6.0,-1.4,-9.3
2008/1/17,-8.1,-4.2,-12.6
2008/1/18,-6.5,-3.7,-8.5
2008/1/19,-8.1,-4.8,-10.9
2008/1/20,-6.1,-4.1,-7.8
2008/1/21,-6.4,-5.2,-7.8
2008/1/22,-4.4,-1.9,-7.9
2008/1/23,-3.9,-1.1,-6.0
2008/1/24,-3.9,-1.4,-7.0
2008/1/25,-5.2,-2.6,-8.5
2008/1/26,-7.7,-5.1,-9.2
2008/1/27,-3.4,-1.1,-6.3
2008/1/28,-1.1,1.7,-3.0
2008/1/29,-1.2,1.3,-4.5
2008/1/30,-2.9,0.4,-4.8
2008/1/31,-5.6,-4.2,-7.6
2008/2/1,-6.3,-3.8,-10.0
2008/2/2,-3.3,-0.1,-8.8
2008/2/3,-3.0,-0.2,-5.2
2008/2/4,-6.7,-3.4,-9.7
2008/2/5,-5.7,-1.2,-11.2
2008/2/6,-4.5,-0.6,-10.7
2008/2/7,-4.3,-0.7,-8.6
2008/2/8,-5.5,-2.5,-10.1
2008/2/9,-2.0,2.3,-7.4
2008/2/10,-3.1,1.3,-6.9
2008/2/11,-1.5,1.8,-6.2
2008/2/12,-3.4,0.3,-7.8
2008/2/13,-6.8,-4.2,-8.5
2008/2/14,-3.6,-0.7,-7.1
2008/2/15,-3.0,-0.6,-4.1
2008/2/16,-3.6,-0.6,-5.0
2008/2/17,-1.6,0.4,-4.1
2008/2/18,-1.1,1.0,-5.0
2008/2/19,-3.2,1.1,-8.5
2008/2/20,-1.2,3.7,-8.1
2008/2/21,-1.6,1.3,-6.5
2008/2/22,-1.3,2.7,-7.4
2008/2/23,-2.2,1.2,-6.9
2008/2/24,-7.1,-5.2,-12.1
2008/2/25,-6.9,-2.6,-13.2
2008/2/26,-1.5,1.9,-3.9
2008/2/27,-3.8,-1.7,-6.1
2008/2/28,-2.8,2.1,-6.9
2008/2/29,3.0,6.3,-0.8
2008/3/1,-0.9,1.9,-3.3
2008/3/2,-0.6,2.6,-3.9
2008/3/3,-1.9,2.3,-6.6
2008/3/4,-1.6,3.0,-6.1
2008/3/5,-0.1,3.0,-4.0
2008/3/6,-0.1,2.3,-1.8
2008/3/7,-0.1,3.9,-4.7
2008/3/8,1.8,7.0,-3.6
2008/3/9,5.1,10.5,-2.2
2008/3/10,6.5,9.7,2.0
2008/3/11,2.9,7.8,-0.2
2008/3/12,1.1,4.5,-2.0
2008/3/13,2.8,6.4,-0.6
2008/3/14,5.3,7.4,3.7
2008/3/15,3.8,5.7,2.4
2008/3/16,4.3,7.2,2.0
2008/3/17,4.4,7.7,1.8
2008/3/18,4.3,8.6,1.3
2008/3/19,4.9,9.4,-0.5
2008/3/20,4.5,6.7,2.5
2008/3/21,6.1,11.4,2.1
2008/3/22,5.4,10.4,-0.3
2008/3/23,6.9,12.6,0.8
2008/3/24,5.5,10.1,2.6
2008/3/25,8.4,15.1,2.8
2008/3/26,7.8,11.8,4.5
2008/3/27,4.7,7.1,2.7
2008/3/28,3.0,5.1,0.8
2008/3/29,1.4,2.6,0.1
2008/3/30,2.9,6.4,0.0
2008/3/31,3.1,6.2,0.0
