ダウンロードした時刻：2017/07/24 15:36:47

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,0.7,3.8,-0.3
1986/1/2,-2.0,0.8,-4.6
1986/1/3,-2.9,0.5,-6.0
1986/1/4,-0.8,1.7,-4.8
1986/1/5,-2.0,1.4,-4.5
1986/1/6,-3.1,-1.7,-4.7
1986/1/7,0.2,1.4,-2.3
1986/1/8,0.6,2.0,-0.7
1986/1/9,-1.0,2.0,-3.1
1986/1/10,-1.3,0.5,-2.9
1986/1/11,-3.2,-0.4,-8.9
1986/1/12,-3.0,-0.9,-7.0
1986/1/13,-2.6,1.2,-6.6
1986/1/14,-3.6,-2.2,-4.5
1986/1/15,-0.8,1.3,-3.3
1986/1/16,-3.5,2.4,-11.6
1986/1/17,-3.8,1.2,-10.6
1986/1/18,0.8,3.5,-1.5
1986/1/19,0.1,3.0,-3.1
1986/1/20,-1.5,1.0,-5.8
1986/1/21,-3.6,-1.6,-5.1
1986/1/22,-5.4,-2.7,-7.9
1986/1/23,-5.0,-3.4,-7.0
1986/1/24,-4.4,-2.8,-6.6
1986/1/25,-3.8,-2.1,-4.8
1986/1/26,-4.7,-3.2,-5.9
1986/1/27,-4.9,-3.1,-6.2
1986/1/28,-4.5,-0.4,-10.3
1986/1/29,-3.0,-0.9,-4.6
1986/1/30,-4.6,-2.4,-9.0
1986/1/31,-1.6,1.1,-4.3
1986/2/1,-3.9,-0.7,-7.9
1986/2/2,-7.4,-2.5,-17.0
1986/2/3,-2.6,-0.8,-5.5
1986/2/4,-4.2,-2.1,-6.9
1986/2/5,-5.5,-2.7,-8.9
1986/2/6,-5.1,-1.9,-10.0
1986/2/7,-6.0,-2.1,-9.6
1986/2/8,-4.7,-2.4,-10.4
1986/2/9,-3.4,-1.8,-6.2
1986/2/10,-4.4,-2.3,-6.1
1986/2/11,-3.2,-0.9,-5.6
1986/2/12,-1.0,1.6,-4.3
1986/2/13,0.2,3.5,-4.2
1986/2/14,1.3,5.1,-1.4
1986/2/15,0.2,0.9,-1.0
1986/2/16,-3.6,-1.0,-7.6
1986/2/17,-2.1,0.3,-4.4
1986/2/18,-1.9,1.9,-7.6
1986/2/19,-0.6,1.1,-2.3
1986/2/20,-1.7,1.0,-6.9
1986/2/21,-2.2,-0.6,-3.1
1986/2/22,-2.9,0.7,-6.7
1986/2/23,0.3,5.5,-5.1
1986/2/24,-2.0,0.8,-3.7
1986/2/25,-3.4,-1.7,-7.0
1986/2/26,-1.4,1.0,-3.4
1986/2/27,-2.2,3.5,-12.5
1986/2/28,-1.1,1.7,-6.1
1986/3/1,-1.9,2.2,-8.9
1986/3/2,0.1,1.8,-2.1
1986/3/3,-1.4,1.2,-5.9
1986/3/4,-3.2,0.8,-6.7
1986/3/5,-2.5,1.7,-10.4
1986/3/6,-1.4,4.9,-7.2
1986/3/7,0.7,5.3,-5.7
1986/3/8,0.0,5.5,-5.9
1986/3/9,-0.2,8.4,-9.7
1986/3/10,1.8,5.1,-2.5
1986/3/11,2.5,4.3,0.4
1986/3/12,1.5,3.2,0.3
1986/3/13,0.8,3.1,-3.0
1986/3/14,1.7,6.7,-3.3
1986/3/15,3.8,5.7,1.4
1986/3/16,2.4,5.8,0.3
1986/3/17,0.7,2.5,-0.9
1986/3/18,1.8,5.2,-2.8
1986/3/19,2.2,4.2,-2.3
1986/3/20,2.3,4.2,1.0
1986/3/21,2.0,4.4,-1.1
1986/3/22,2.3,6.8,-2.1
1986/3/23,1.0,3.4,0.2
1986/3/24,2.7,5.2,0.4
1986/3/25,2.6,6.2,0.3
1986/3/26,3.2,8.2,-1.3
1986/3/27,2.9,9.1,-3.3
1986/3/28,3.3,6.5,1.1
1986/3/29,3.6,8.0,0.3
1986/3/30,3.4,10.4,-1.1
1986/3/31,3.3,6.4,0.8
1986/4/1,3.9,8.0,-1.8
1986/4/2,2.5,8.4,-3.2
1986/4/3,3.0,9.1,-2.5
1986/4/4,3.6,7.4,0.9
1986/4/5,6.1,9.2,2.2
1986/4/6,4.7,8.6,0.6
1986/4/7,2.8,5.8,-0.7
1986/4/8,5.4,11.7,0.3
1986/4/9,7.2,15.6,-1.7
1986/4/10,5.1,8.7,2.7
1986/4/11,5.2,8.6,1.1
1986/4/12,6.3,8.7,1.2
1986/4/13,9.0,15.3,3.8
1986/4/14,7.0,14.1,1.3
1986/4/15,6.9,12.8,0.6
1986/4/16,4.8,8.3,1.5
1986/4/17,6.9,14.7,-0.4
1986/4/18,8.1,18.5,1.4
1986/4/19,11.6,18.6,1.2
1986/4/20,13.8,17.3,11.8
1986/4/21,11.6,15.8,8.6
1986/4/22,12.8,18.2,7.0
1986/4/23,11.0,13.1,9.5
1986/4/24,12.5,18.2,7.2
1986/4/25,12.1,21.0,6.1
1986/4/26,10.8,11.9,9.4
1986/4/27,13.6,19.6,9.0
1986/4/28,9.0,11.5,7.8
1986/4/29,8.7,15.7,3.7
1986/4/30,10.2,20.6,1.8
1986/5/1,13.8,23.7,4.1
