ダウンロードした時刻：2017/07/24 15:43:40

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,3.1,6.3,0.3
1986/1/2,1.0,2.5,-0.5
1986/1/3,5.6,10.2,-0.4
1986/1/4,4.3,8.6,-1.9
1986/1/5,-1.4,0.6,-2.9
1986/1/6,1.4,4.0,-0.6
1986/1/7,3.9,5.1,2.8
1986/1/8,3.2,6.3,1.2
1986/1/9,1.5,3.6,-1.0
1986/1/10,1.5,3.5,-0.2
1986/1/11,1.5,3.3,-0.4
1986/1/12,2.5,6.3,0.0
1986/1/13,5.0,8.3,1.9
1986/1/14,4.8,6.7,2.5
1986/1/15,5.6,10.1,1.2
1986/1/16,6.3,8.2,4.5
1986/1/17,5.8,9.8,1.8
1986/1/18,5.3,10.4,1.8
1986/1/19,4.1,10.2,-0.9
1986/1/20,6.2,10.5,3.1
1986/1/21,5.5,8.8,2.4
1986/1/22,3.0,4.1,0.8
1986/1/23,5.0,7.5,3.1
1986/1/24,4.8,7.5,3.5
1986/1/25,3.1,4.8,2.2
1986/1/26,1.9,3.5,1.1
1986/1/27,1.5,2.8,-0.2
1986/1/28,4.9,6.9,1.7
1986/1/29,6.5,11.1,2.6
1986/1/30,8.2,12.4,2.8
1986/1/31,6.9,9.1,4.2
1986/2/1,4.5,6.3,3.1
1986/2/2,4.7,7.1,3.0
1986/2/3,3.4,8.3,1.1
1986/2/4,1.3,2.3,0.0
1986/2/5,2.5,3.9,1.9
1986/2/6,2.3,5.1,0.5
1986/2/7,2.6,4.9,1.7
1986/2/8,1.4,2.9,-0.1
1986/2/9,3.6,4.9,0.0
1986/2/10,3.3,7.3,0.7
1986/2/11,3.1,8.6,-0.2
1986/2/12,5.1,8.6,1.0
1986/2/13,9.1,11.6,4.8
1986/2/14,8.7,11.3,6.8
1986/2/15,3.9,7.1,0.1
1986/2/16,1.4,4.4,-1.0
1986/2/17,2.8,8.7,-2.4
1986/2/18,4.1,7.1,0.9
1986/2/19,6.2,7.9,4.2
1986/2/20,5.0,8.2,2.3
1986/2/21,4.0,6.0,2.1
1986/2/22,5.0,7.4,0.9
1986/2/23,5.9,8.1,1.7
1986/2/24,1.6,4.2,0.0
1986/2/25,3.5,7.4,0.1
1986/2/26,4.6,8.9,-1.2
1986/2/27,1.0,7.2,-1.3
1986/2/28,3.1,5.2,-0.4
1986/3/1,1.9,4.2,0.3
1986/3/2,2.7,4.4,0.0
1986/3/3,4.4,7.7,-0.4
1986/3/4,6.0,10.3,-1.2
1986/3/5,7.3,12.0,0.8
1986/3/6,4.8,11.0,-0.4
1986/3/7,6.0,12.4,0.3
1986/3/8,6.2,13.5,-0.5
1986/3/9,12.5,18.7,2.6
1986/3/10,10.0,16.6,6.0
1986/3/11,5.9,8.8,2.1
1986/3/12,6.9,12.0,2.0
1986/3/13,8.5,14.1,2.4
1986/3/14,8.4,10.1,7.0
1986/3/15,9.6,11.8,6.6
1986/3/16,7.3,10.1,2.1
1986/3/17,5.0,10.4,0.4
1986/3/18,6.4,10.7,0.9
1986/3/19,9.0,10.7,7.8
1986/3/20,6.9,9.3,3.6
1986/3/21,6.3,11.3,1.9
1986/3/22,6.3,11.0,3.0
1986/3/23,6.2,8.4,2.7
1986/3/24,7.5,11.3,2.4
1986/3/25,7.5,13.7,2.0
1986/3/26,8.6,14.4,2.7
1986/3/27,9.4,14.6,2.9
1986/3/28,11.2,13.1,9.9
1986/3/29,11.0,13.6,9.1
1986/3/30,10.4,14.3,6.3
1986/3/31,7.7,12.6,3.6
1986/4/1,7.8,14.6,0.8
1986/4/2,9.9,17.0,3.2
1986/4/3,11.5,16.1,5.7
1986/4/4,12.0,13.3,10.7
1986/4/5,11.8,14.9,7.1
1986/4/6,11.9,14.8,7.1
1986/4/7,7.7,11.6,2.5
1986/4/8,11.2,16.1,1.3
1986/4/9,15.6,19.0,13.2
1986/4/10,15.4,19.3,11.7
1986/4/11,10.7,14.8,4.6
1986/4/12,8.0,12.8,2.7
1986/4/13,10.7,16.6,4.6
1986/4/14,13.5,20.5,5.5
1986/4/15,14.0,19.4,11.8
1986/4/16,10.3,13.2,5.9
1986/4/17,11.7,15.9,4.4
1986/4/18,14.2,16.2,12.1
1986/4/19,14.6,17.7,12.4
1986/4/20,16.0,20.9,11.4
1986/4/21,13.8,15.1,12.7
1986/4/22,14.0,16.8,10.5
1986/4/23,12.8,17.7,8.6
1986/4/24,15.7,22.8,7.7
1986/4/25,17.6,24.9,10.7
1986/4/26,19.7,24.5,16.2
1986/4/27,18.1,23.9,14.5
1986/4/28,15.1,18.5,11.4
1986/4/29,12.8,17.6,8.8
1986/4/30,13.8,20.6,5.4
1986/5/1,17.0,20.4,14.9
