ダウンロードした時刻：2019/10/10 16:18:48

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,13.8,17.8,9.7
2016/12/2,12.1,15.4,8.6
2016/12/3,10.7,15.9,6.5
2016/12/4,11.0,15.0,6.5
2016/12/5,14.7,18.2,11.9
2016/12/6,12.4,15.0,8.4
2016/12/7,9.5,13.5,5.6
2016/12/8,10.3,14.0,6.0
2016/12/9,10.3,16.7,4.4
2016/12/10,9.3,12.3,6.2
2016/12/11,8.7,12.7,5.5
2016/12/12,8.7,11.0,4.7
2016/12/13,10.3,11.8,7.9
2016/12/14,9.2,12.4,6.0
2016/12/15,6.4,10.1,4.4
2016/12/16,5.5,8.4,4.0
2016/12/17,7.9,11.9,3.1
2016/12/18,8.2,13.4,3.5
2016/12/19,8.4,14.3,2.8
2016/12/20,10.2,14.4,6.9
2016/12/21,12.5,16.3,6.7
2016/12/22,17.8,21.5,14.8
2016/12/23,11.6,14.9,7.9
2016/12/24,9.2,11.6,7.2
2016/12/25,8.9,12.4,6.0
2016/12/26,10.0,15.7,4.8
2016/12/27,12.3,18.3,7.3
2016/12/28,5.9,7.9,4.3
2016/12/29,5.7,10.4,1.4
2016/12/30,6.7,10.3,3.2
2016/12/31,7.1,12.6,1.6
2017/1/1,8.9,14.1,4.7
2017/1/2,8.8,14.9,2.4
2017/1/3,11.0,14.9,6.4
2017/1/4,9.6,15.5,3.4
2017/1/5,8.7,11.1,7.0
2017/1/6,7.3,10.0,3.4
2017/1/7,6.7,10.4,1.9
2017/1/8,7.4,8.3,6.7
2017/1/9,9.5,12.3,7.5
2017/1/10,10.1,14.0,6.5
2017/1/11,7.2,10.6,4.4
2017/1/12,6.8,9.5,4.2
2017/1/13,6.0,9.1,2.6
2017/1/14,3.8,6.9,0.4
2017/1/15,2.9,6.3,-0.7
2017/1/16,5.0,7.8,3.1
2017/1/17,5.7,9.5,2.8
2017/1/18,5.5,10.6,0.2
2017/1/19,7.2,10.2,4.0
2017/1/20,6.0,11.7,3.0
2017/1/21,5.6,8.6,3.4
2017/1/22,3.8,9.0,0.5
2017/1/23,3.2,6.4,0.6
2017/1/24,3.4,7.4,0.7
2017/1/25,4.0,8.2,0.7
2017/1/26,4.5,9.7,0.1
2017/1/27,7.7,14.9,0.1
2017/1/28,7.8,11.7,4.4
2017/1/29,7.9,11.2,3.2
2017/1/30,9.1,12.8,6.3
2017/1/31,4.8,7.9,1.3
2017/2/1,5.0,10.5,0.3
2017/2/2,7.1,10.6,3.9
2017/2/3,8.9,13.2,5.4
2017/2/4,7.6,13.3,2.8
2017/2/5,8.2,12.3,6.1
2017/2/6,8.1,11.1,5.4
2017/2/7,5.7,9.1,3.6
2017/2/8,5.5,9.3,1.8
2017/2/9,4.7,8.8,2.8
2017/2/10,2.7,6.4,0.4
2017/2/11,2.9,6.9,-0.1
2017/2/12,4.2,8.1,1.7
2017/2/13,5.7,9.9,2.5
2017/2/14,5.2,9.8,1.0
2017/2/15,6.1,10.7,2.7
2017/2/16,6.7,12.2,0.0
2017/2/17,10.4,14.9,6.9
2017/2/18,9.0,12.4,6.3
2017/2/19,6.9,10.5,3.9
2017/2/20,9.2,21.2,2.8
2017/2/21,5.5,9.3,3.2
2017/2/22,6.9,13.3,0.1
2017/2/23,12.8,16.5,7.9
2017/2/24,7.0,10.2,4.2
2017/2/25,7.6,11.6,3.5
2017/2/26,8.6,12.9,4.5
2017/2/27,7.3,10.6,4.6
2017/2/28,6.2,10.5,2.1
2017/3/1,6.8,11.3,1.5
2017/3/2,9.2,14.7,5.2
2017/3/3,8.9,13.0,4.9
2017/3/4,8.6,14.3,4.2
2017/3/5,10.1,14.5,4.8
2017/3/6,10.8,15.0,7.9
2017/3/7,7.5,10.9,3.9
2017/3/8,5.2,9.6,2.6
2017/3/9,7.0,12.0,1.7
2017/3/10,9.5,14.4,3.1
2017/3/11,8.7,13.5,4.6
2017/3/12,8.4,13.6,3.3
2017/3/13,9.0,10.4,6.7
2017/3/14,9.1,13.3,6.6
2017/3/15,8.2,12.1,5.5
2017/3/16,9.0,12.7,5.8
2017/3/17,9.5,14.1,4.7
2017/3/18,9.0,13.3,3.0
2017/3/19,12.3,17.9,6.1
2017/3/20,11.2,15.2,6.9
2017/3/21,10.1,13.3,8.4
2017/3/22,10.0,14.2,6.1
2017/3/23,9.5,12.4,7.0
2017/3/24,9.4,12.7,7.1
2017/3/25,8.3,11.2,5.8
2017/3/26,8.7,11.3,6.5
2017/3/27,9.3,14.8,6.5
2017/3/28,10.3,15.3,5.6
2017/3/29,10.9,15.3,7.6
2017/3/30,13.5,18.4,9.0
2017/3/31,8.4,13.7,4.7
