ダウンロードした時刻：2019/10/10 16:15:44

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,8.5,12.0,4.9
2012/12/2,6.9,9.3,3.9
2012/12/3,8.3,13.9,2.3
2012/12/4,8.7,12.0,3.2
2012/12/5,6.3,11.7,2.1
2012/12/6,6.2,11.8,1.0
2012/12/7,5.8,10.4,0.5
2012/12/8,7.6,10.2,5.0
2012/12/9,5.3,7.8,3.4
2012/12/10,5.3,8.1,1.7
2012/12/11,4.9,9.4,1.4
2012/12/12,5.1,9.6,1.8
2012/12/13,5.4,11.6,0.7
2012/12/14,9.0,14.3,2.9
2012/12/15,12.2,16.1,8.9
2012/12/16,11.3,15.0,8.5
2012/12/17,8.9,11.7,7.3
2012/12/18,8.9,11.8,5.1
2012/12/19,5.6,9.7,3.7
2012/12/20,6.2,11.1,2.7
2012/12/21,6.3,9.9,1.9
2012/12/22,9.3,12.9,5.5
2012/12/23,5.4,9.3,1.8
2012/12/24,2.4,5.2,0.0
2012/12/25,5.1,8.4,0.2
2012/12/26,3.7,7.1,0.8
2012/12/27,3.7,9.2,-0.9
2012/12/28,6.1,12.4,3.2
2012/12/29,9.1,13.4,4.8
2012/12/30,8.2,9.3,5.5
2012/12/31,3.8,6.5,-0.1
2013/1/1,5.1,9.8,-0.2
2013/1/2,8.0,12.5,3.7
2013/1/3,3.4,5.9,0.3
2013/1/4,1.8,6.4,-1.5
2013/1/5,3.2,8.3,-1.6
2013/1/6,5.1,9.3,1.9
2013/1/7,4.7,10.6,0.2
2013/1/8,6.2,11.4,3.0
2013/1/9,5.4,9.6,2.4
2013/1/10,3.7,7.5,1.0
2013/1/11,3.4,9.0,-0.8
2013/1/12,5.2,11.2,0.6
2013/1/13,5.6,9.1,2.3
2013/1/14,6.6,10.8,3.3
2013/1/15,5.0,8.3,0.5
2013/1/16,4.8,9.3,-0.9
2013/1/17,5.3,9.3,1.6
2013/1/18,2.5,7.0,-1.2
2013/1/19,4.5,9.7,0.4
2013/1/20,4.8,10.8,-0.1
2013/1/21,6.1,10.3,1.5
2013/1/22,8.7,12.7,4.6
2013/1/23,5.8,10.6,2.6
2013/1/24,7.0,10.9,1.8
2013/1/25,5.3,9.0,2.7
2013/1/26,3.8,7.4,-0.2
2013/1/27,1.8,6.0,-2.3
2013/1/28,2.9,7.1,-0.4
2013/1/29,4.7,11.2,-0.4
2013/1/30,6.8,13.0,2.0
2013/1/31,7.1,12.9,1.7
2013/2/1,8.2,12.3,3.7
2013/2/2,12.0,16.1,7.0
2013/2/3,8.3,13.0,3.2
2013/2/4,10.4,13.4,8.0
2013/2/5,8.4,10.8,6.0
2013/2/6,8.0,11.8,5.4
2013/2/7,7.7,10.5,3.5
2013/2/8,1.7,4.7,-0.9
2013/2/9,2.6,8.2,-1.8
2013/2/10,4.9,10.0,0.8
2013/2/11,5.5,10.2,1.4
2013/2/12,4.9,9.2,0.2
2013/2/13,5.4,9.3,1.4
2013/2/14,6.4,11.2,1.4
2013/2/15,6.5,9.0,4.5
2013/2/16,4.9,9.4,2.5
2013/2/17,4.9,9.2,-0.3
2013/2/18,7.5,8.9,6.0
2013/2/19,5.0,7.3,1.3
2013/2/20,4.3,9.5,0.0
2013/2/21,3.8,8.6,-0.5
2013/2/22,5.8,9.9,0.6
2013/2/23,7.3,10.3,3.4
2013/2/24,6.3,10.8,1.3
2013/2/25,5.9,11.2,1.4
2013/2/26,6.5,11.0,2.0
2013/2/27,9.0,15.0,6.4
2013/2/28,9.5,15.6,4.0
2013/3/1,12.5,19.9,7.8
2013/3/2,6.8,10.2,3.2
2013/3/3,5.1,9.8,0.4
2013/3/4,7.2,11.7,2.0
2013/3/5,8.2,13.7,3.0
2013/3/6,9.3,14.7,4.0
2013/3/7,12.3,18.8,5.9
2013/3/8,14.7,19.9,10.2
2013/3/9,16.0,22.7,10.0
2013/3/10,14.0,21.2,5.5
2013/3/11,7.7,13.8,2.0
2013/3/12,11.1,17.7,3.6
2013/3/13,16.3,22.1,9.1
2013/3/14,6.5,10.0,3.2
2013/3/15,6.7,13.1,0.4
2013/3/16,9.9,15.1,4.2
2013/3/17,12.1,16.8,5.7
2013/3/18,17.9,21.4,13.6
2013/3/19,15.4,20.9,10.8
2013/3/20,13.3,15.5,9.4
2013/3/21,8.9,13.6,5.8
2013/3/22,9.6,15.2,4.5
2013/3/23,11.2,16.6,6.7
2013/3/24,12.4,17.1,8.7
2013/3/25,11.7,15.3,7.4
2013/3/26,9.3,14.1,3.9
2013/3/27,9.5,11.4,7.6
2013/3/28,13.4,18.7,9.9
2013/3/29,13.8,16.1,11.8
2013/3/30,13.1,17.3,9.5
2013/3/31,12.6,16.2,9.0
