É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:21

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1991/12/1,9.9,15.9,4.5
1991/12/2,9.3,15.8,3.7
1991/12/3,9.5,16.1,5.2
1991/12/4,8.0,15.7,2.5
1991/12/5,7.1,14.2,1.9
1991/12/6,7.8,13.6,2.3
1991/12/7,8.9,16.9,3.1
1991/12/8,7.0,9.4,4.3
1991/12/9,6.4,10.7,2.7
1991/12/10,4.9,11.0,-1.3
1991/12/11,3.9,6.1,0.4
1991/12/12,4.4,9.6,-0.7
1991/12/13,1.9,9.3,-3.6
1991/12/14,2.4,9.8,-3.0
1991/12/15,3.2,10.1,-2.2
1991/12/16,3.9,12.4,-2.0
1991/12/17,4.5,11.6,-1.8
1991/12/18,8.8,17.2,3.7
1991/12/19,6.1,9.1,2.1
1991/12/20,4.0,9.6,-1.2
1991/12/21,5.6,12.3,0.3
1991/12/22,5.2,13.1,-0.2
1991/12/23,5.5,10.2,-0.7
1991/12/24,8.2,13.9,4.0
1991/12/25,6.5,8.2,4.0
1991/12/26,3.0,5.3,0.8
1991/12/27,1.3,3.2,0.3
1991/12/28,1.9,5.2,0.4
1991/12/29,1.2,4.7,-1.4
1991/12/30,2.6,7.2,-2.3
1991/12/31,0.1,6.2,-5.1
1992/1/1,1.2,8.2,-4.0
1992/1/2,2.8,10.6,-2.6
1992/1/3,3.5,11.3,-2.1
1992/1/4,4.6,11.5,-1.1
1992/1/5,2.1,8.6,-3.8
1992/1/6,0.6,3.0,-1.2
1992/1/7,3.2,5.6,0.9
1992/1/8,8.1,14.1,1.1
1992/1/9,5.1,6.2,4.1
1992/1/10,5.4,11.7,-0.2
1992/1/11,1.8,8.2,-3.3
1992/1/12,2.7,9.6,-1.7
1992/1/13,4.1,11.8,-2.2
1992/1/14,4.8,10.3,0.0
1992/1/15,0.7,6.5,-4.2
1992/1/16,1.1,8.2,-5.1
1992/1/17,3.3,11.1,-1.8
1992/1/18,2.1,7.6,-2.8
1992/1/19,2.2,8.1,-2.8
1992/1/20,0.7,8.3,-5.2
1992/1/21,1.3,8.2,-4.5
1992/1/22,4.0,13.1,-2.4
1992/1/23,3.7,10.6,-2.3
1992/1/24,3.1,9.2,-2.3
1992/1/25,2.3,10.6,-4.3
1992/1/26,2.5,10.4,-3.0
1992/1/27,5.5,12.9,-3.0
1992/1/28,5.9,14.1,-0.9
1992/1/29,7.2,17.1,0.1
1992/1/30,7.9,12.6,5.2
1992/1/31,5.4,8.3,0.4
1992/2/1,2.2,6.3,-0.3
1992/2/2,1.1,7.4,-4.1
1992/2/3,1.8,6.1,-3.3
1992/2/4,5.7,13.7,1.9
1992/2/5,4.7,9.4,0.9
1992/2/6,4.8,10.0,1.1
1992/2/7,4.9,11.3,-0.4
1992/2/8,3.4,10.4,-0.3
1992/2/9,2.4,9.4,-3.6
1992/2/10,3.2,9.7,-2.6
1992/2/11,5.9,10.8,0.1
1992/2/12,6.0,12.7,-1.0
1992/2/13,6.5,13.9,-0.4
1992/2/14,5.6,12.9,0.3
1992/2/15,4.3,10.2,-2.9
1992/2/16,6.9,14.6,2.8
1992/2/17,4.4,10.7,-2.0
1992/2/18,5.7,13.5,-1.2
1992/2/19,5.1,11.5,-0.9
1992/2/20,3.7,7.9,-1.7
1992/2/21,3.1,8.5,-1.1
1992/2/22,2.1,7.9,-4.1
1992/2/23,4.3,12.0,-2.9
1992/2/24,2.8,8.1,-2.4
1992/2/25,4.1,8.9,-0.3
1992/2/26,4.3,12.3,-2.2
1992/2/27,6.2,16.8,-2.8
1992/2/28,9.1,18.7,-0.5
1992/2/29,12.0,17.9,5.9
1992/3/1,13.7,21.4,9.4
1992/3/2,9.0,12.0,6.7
1992/3/3,5.8,10.2,2.8
1992/3/4,6.4,13.8,-0.6
1992/3/5,6.7,8.5,5.2
1992/3/6,9.5,16.2,5.5
1992/3/7,6.9,13.5,2.6
1992/3/8,6.2,14.2,-0.7
1992/3/9,8.1,16.6,-0.4
1992/3/10,11.5,18.6,7.1
1992/3/11,11.4,18.0,6.8
1992/3/12,10.3,16.2,5.6
1992/3/13,11.7,19.6,4.7
1992/3/14,11.9,20.8,4.0
1992/3/15,13.0,17.7,9.0
1992/3/16,10.2,15.5,5.8
1992/3/17,3.4,6.3,0.8
1992/3/18,1.7,3.1,0.5
1992/3/19,4.7,8.2,1.1
1992/3/20,9.0,15.6,3.0
1992/3/21,5.8,8.4,1.3
1992/3/22,5.6,12.6,-1.0
1992/3/23,3.6,5.8,2.3
1992/3/24,9.0,17.2,2.4
1992/3/25,12.0,17.0,9.2
1992/3/26,10.4,12.6,9.4
1992/3/27,8.9,11.4,7.3
1992/3/28,10.3,13.2,7.8
1992/3/29,10.0,11.3,8.6
1992/3/30,13.4,21.2,8.8
1992/3/31,13.0,20.9,5.8
