ダウンロードした時刻：2019/10/10 15:56:12

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,16.4,19.0,11.8
1993/12/2,14.2,16.1,12.2
1993/12/3,16.8,20.5,11.2
1993/12/4,12.3,16.3,9.4
1993/12/5,10.3,12.5,6.4
1993/12/6,9.1,10.4,6.5
1993/12/7,10.3,12.6,6.4
1993/12/8,10.7,11.8,8.9
1993/12/9,8.5,12.4,4.4
1993/12/10,12.3,15.5,7.1
1993/12/11,10.3,16.6,6.8
1993/12/12,9.7,13.4,5.3
1993/12/13,11.1,15.3,6.4
1993/12/14,9.5,11.6,7.9
1993/12/15,6.4,8.4,3.6
1993/12/16,6.1,9.9,1.4
1993/12/17,7.2,12.7,3.2
1993/12/18,5.3,9.5,2.0
1993/12/19,7.6,9.9,2.8
1993/12/20,11.4,13.5,9.2
1993/12/21,12.0,14.1,8.3
1993/12/22,7.0,9.9,4.6
1993/12/23,4.3,7.3,1.1
1993/12/24,7.0,10.9,2.3
1993/12/25,8.7,13.1,5.4
1993/12/26,10.5,15.0,5.2
1993/12/27,10.1,13.8,6.8
1993/12/28,6.9,10.6,3.7
1993/12/29,5.4,9.7,2.0
1993/12/30,7.2,11.5,1.8
1993/12/31,11.3,16.6,6.5
1994/1/1,5.7,8.5,2.9
1994/1/2,6.7,10.3,3.1
1994/1/3,6.3,10.5,3.3
1994/1/4,7.7,11.4,3.3
1994/1/5,6.8,9.0,4.8
1994/1/6,7.7,12.0,4.5
1994/1/7,6.3,10.3,2.0
1994/1/8,5.3,8.5,1.9
1994/1/9,6.5,11.2,2.1
1994/1/10,9.7,11.8,5.0
1994/1/11,9.1,10.4,8.1
1994/1/12,8.6,10.8,4.6
1994/1/13,8.3,9.2,7.3
1994/1/14,7.6,8.6,3.9
1994/1/15,4.4,7.3,0.8
1994/1/16,6.5,9.7,2.7
1994/1/17,10.9,17.0,2.3
1994/1/18,8.6,17.1,5.1
1994/1/19,4.3,6.1,2.4
1994/1/20,4.2,7.3,0.4
1994/1/21,5.5,7.9,3.3
1994/1/22,5.5,7.4,1.5
1994/1/23,4.4,9.8,0.3
1994/1/24,3.2,5.9,-0.2
1994/1/25,6.2,10.7,0.8
1994/1/26,9.7,14.9,2.7
1994/1/27,8.5,12.4,5.7
1994/1/28,5.6,7.0,4.7
1994/1/29,3.3,6.5,0.5
1994/1/30,1.7,4.5,-0.8
1994/1/31,2.5,6.0,-2.0
1994/2/1,5.8,9.2,1.6
1994/2/2,4.5,7.3,1.9
1994/2/3,2.3,6.3,-0.8
1994/2/4,4.3,9.4,-0.3
1994/2/5,5.8,9.4,1.4
1994/2/6,8.2,11.8,1.7
1994/2/7,9.6,11.1,6.4
1994/2/8,8.3,11.4,4.1
1994/2/9,10.1,15.3,6.1
1994/2/10,5.6,8.7,2.2
1994/2/11,4.0,7.9,0.9
1994/2/12,4.3,7.1,1.0
1994/2/13,1.8,5.1,-1.3
1994/2/14,3.7,8.1,-0.7
1994/2/15,6.6,9.3,2.2
1994/2/16,7.2,9.0,4.8
1994/2/17,6.2,10.1,2.4
1994/2/18,6.6,9.8,1.3
1994/2/19,8.5,11.8,2.1
1994/2/20,10.1,13.4,3.9
1994/2/21,11.2,14.1,8.5
1994/2/22,5.7,8.5,3.3
1994/2/23,4.8,9.9,1.9
1994/2/24,4.2,8.8,0.4
1994/2/25,4.9,8.2,0.7
1994/2/26,6.2,9.0,1.8
1994/2/27,6.1,8.8,1.7
1994/2/28,6.1,8.8,2.5
1994/3/1,8.6,10.4,7.0
1994/3/2,5.2,8.5,3.5
1994/3/3,6.6,8.6,4.6
1994/3/4,6.9,8.0,5.8
1994/3/5,5.8,7.8,4.1
1994/3/6,5.1,7.9,1.3
1994/3/7,7.2,9.1,4.5
1994/3/8,11.3,14.6,9.1
1994/3/9,11.4,15.2,8.6
1994/3/10,6.1,8.8,4.8
1994/3/11,6.6,9.8,3.6
1994/3/12,8.2,11.8,5.0
1994/3/13,6.2,8.4,5.2
1994/3/14,4.7,7.2,2.2
1994/3/15,6.3,8.3,4.5
1994/3/16,7.3,9.1,4.7
1994/3/17,9.4,14.6,4.9
1994/3/18,6.7,8.3,5.1
1994/3/19,9.2,12.1,7.1
1994/3/20,9.5,10.9,7.4
1994/3/21,7.1,9.8,5.0
1994/3/22,7.1,9.2,2.7
1994/3/23,10.5,13.3,8.4
1994/3/24,11.2,15.7,7.8
1994/3/25,9.4,13.0,5.6
1994/3/26,7.4,10.3,2.9
1994/3/27,7.8,10.0,4.7
1994/3/28,11.6,15.0,7.0
1994/3/29,10.9,14.3,7.9
1994/3/30,8.6,10.2,6.8
1994/3/31,11.7,13.5,9.8
