ダウンロードした時刻：2019/10/10 16:17:34

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,2.8,5.7,-0.2
1996/12/2,4.5,11.9,-0.7
1996/12/3,6.0,13.5,-0.4
1996/12/4,8.4,16.0,1.9
1996/12/5,13.1,17.9,9.9
1996/12/6,5.7,10.2,0.3
1996/12/7,3.8,11.9,-0.8
1996/12/8,4.6,11.2,-0.5
1996/12/9,6.8,13.5,0.5
1996/12/10,8.5,10.3,6.8
1996/12/11,9.1,16.2,4.2
1996/12/12,8.4,15.6,3.3
1996/12/13,9.4,16.1,4.2
1996/12/14,9.7,17.2,3.8
1996/12/15,9.8,17.8,4.1
1996/12/16,11.8,20.0,5.2
1996/12/17,12.4,14.3,10.9
1996/12/18,10.5,16.2,5.6
1996/12/19,5.5,11.0,1.4
1996/12/20,5.7,11.5,0.0
1996/12/21,6.9,14.4,2.1
1996/12/22,7.7,14.3,1.1
1996/12/23,6.9,10.7,3.4
1996/12/24,6.0,12.8,0.6
1996/12/25,7.9,15.5,1.2
1996/12/26,9.3,16.5,3.9
1996/12/27,9.0,15.8,3.1
1996/12/28,9.5,17.1,3.8
1996/12/29,8.3,15.6,2.5
1996/12/30,9.1,17.3,2.5
1996/12/31,10.1,18.0,4.4
1997/1/1,11.4,17.8,6.0
1997/1/2,6.5,10.8,0.5
1997/1/3,4.7,11.8,-1.0
1997/1/4,4.4,10.1,-0.7
1997/1/5,3.5,5.9,0.6
1997/1/6,5.1,10.2,0.2
1997/1/7,5.0,12.0,-1.3
1997/1/8,4.9,9.6,0.4
1997/1/9,4.9,10.5,0.0
1997/1/10,5.4,12.2,0.0
1997/1/11,6.7,14.1,0.8
1997/1/12,6.3,13.3,0.7
1997/1/13,7.0,14.4,0.2
1997/1/14,7.8,14.2,2.2
1997/1/15,7.8,14.0,2.9
1997/1/16,7.8,14.4,2.6
1997/1/17,7.2,14.3,1.5
1997/1/18,8.2,15.5,3.3
1997/1/19,6.2,12.8,0.3
1997/1/20,6.4,14.9,-0.1
1997/1/21,3.9,10.2,-1.5
1997/1/22,2.4,7.2,-2.9
1997/1/23,4.7,9.8,-1.7
1997/1/24,4.7,5.8,1.8
1997/1/25,4.4,11.6,-0.5
1997/1/26,4.8,13.6,-1.6
1997/1/27,6.2,13.3,-0.4
1997/1/28,5.9,12.2,1.7
1997/1/29,3.8,8.8,-0.1
1997/1/30,3.8,10.0,-1.6
1997/1/31,2.8,6.4,0.4
1997/2/1,5.1,12.0,-0.5
1997/2/2,5.1,8.6,3.2
1997/2/3,6.5,11.4,2.1
1997/2/4,4.7,9.7,-0.5
1997/2/5,6.4,11.9,1.0
1997/2/6,8.7,13.7,3.9
1997/2/7,6.8,10.5,1.0
1997/2/8,7.4,10.3,4.9
1997/2/9,9.3,15.0,5.1
1997/2/10,8.7,15.1,2.5
1997/2/11,5.5,8.5,2.5
1997/2/12,4.8,10.9,-0.3
1997/2/13,3.8,8.7,-1.4
1997/2/14,5.3,12.6,-1.2
1997/2/15,7.1,12.2,2.1
1997/2/16,9.7,15.6,5.1
1997/2/17,6.8,11.8,2.9
1997/2/18,5.8,12.1,1.2
1997/2/19,4.0,9.0,-0.1
1997/2/20,5.2,13.6,-1.6
1997/2/21,7.9,14.7,2.9
1997/2/22,4.3,9.1,0.8
1997/2/23,5.4,11.4,-1.5
1997/2/24,8.6,15.4,1.1
1997/2/25,11.5,17.6,5.3
1997/2/26,13.1,15.7,10.5
1997/2/27,11.9,18.7,6.4
1997/2/28,12.3,15.9,8.1
1997/3/1,12.5,18.0,6.8
1997/3/2,9.2,13.7,4.0
1997/3/3,9.0,12.3,5.0
1997/3/4,8.3,15.1,2.2
1997/3/5,9.2,16.6,1.9
1997/3/6,11.9,18.7,3.6
1997/3/7,16.8,24.0,11.4
1997/3/8,12.8,19.4,7.0
1997/3/9,12.2,21.4,4.6
1997/3/10,12.4,16.9,6.7
1997/3/11,15.7,21.5,10.8
1997/3/12,12.4,17.7,6.6
1997/3/13,11.9,13.7,11.0
1997/3/14,14.7,19.7,11.3
1997/3/15,15.4,22.0,11.9
1997/3/16,12.1,14.8,9.2
1997/3/17,11.8,16.4,8.4
1997/3/18,12.3,16.9,5.9
1997/3/19,11.8,13.8,9.5
1997/3/20,10.7,13.2,8.7
1997/3/21,10.7,12.5,8.6
1997/3/22,13.8,18.9,10.4
1997/3/23,11.8,18.5,6.7
1997/3/24,7.6,13.2,3.7
1997/3/25,9.7,16.8,1.9
1997/3/26,11.5,18.7,5.4
1997/3/27,11.8,17.1,6.8
1997/3/28,12.3,17.8,5.2
1997/3/29,12.9,14.6,11.0
1997/3/30,13.4,20.0,7.1
1997/3/31,11.0,18.2,3.5
