ダウンロードした時刻：2019/10/10 15:37:26

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,1.2,4.6,-0.4
2011/12/2,1.6,6.0,-1.9
2011/12/3,4.7,9.0,1.1
2011/12/4,6.1,10.0,3.0
2011/12/5,1.8,3.5,-0.4
2011/12/6,3.1,6.0,0.7
2011/12/7,3.1,7.5,-0.4
2011/12/8,2.1,6.0,-1.4
2011/12/9,-1.8,0.9,-4.0
2011/12/10,-0.6,4.0,-5.2
2011/12/11,1.4,3.5,0.2
2011/12/12,1.7,5.3,-1.4
2011/12/13,1.6,5.5,-2.7
2011/12/14,1.6,6.1,-3.7
2011/12/15,1.9,4.7,-1.2
2011/12/16,-2.0,0.1,-3.6
2011/12/17,-1.8,1.3,-5.8
2011/12/18,-0.8,2.0,-2.5
2011/12/19,-1.2,2.6,-4.6
2011/12/20,-1.3,1.0,-3.4
2011/12/21,-1.4,2.2,-5.3
2011/12/22,-0.2,2.4,-2.6
2011/12/23,-1.7,0.4,-3.3
2011/12/24,-2.7,-0.3,-3.7
2011/12/25,-4.1,-1.5,-5.4
2011/12/26,-3.2,1.2,-8.6
2011/12/27,-1.5,1.6,-3.7
2011/12/28,-0.6,1.4,-4.0
2011/12/29,-1.9,0.1,-4.8
2011/12/30,-1.6,2.8,-4.8
2011/12/31,-0.8,4.1,-5.7
2012/1/1,-3.0,1.0,-8.1
2012/1/2,1.3,5.8,-2.2
2012/1/3,-0.3,1.9,-2.5
2012/1/4,-3.1,1.7,-7.2
2012/1/5,-1.5,0.6,-3.7
2012/1/6,-0.9,1.7,-4.0
2012/1/7,-1.7,1.1,-4.4
2012/1/8,-2.9,1.4,-6.8
2012/1/9,-2.9,3.1,-7.2
2012/1/10,-0.7,2.0,-4.3
2012/1/11,-4.0,0.0,-7.1
2012/1/12,-5.6,-0.6,-11.5
2012/1/13,-3.3,-0.7,-5.8
2012/1/14,-4.2,-1.7,-5.6
2012/1/15,-3.0,-0.2,-5.5
2012/1/16,-2.2,0.5,-3.8
2012/1/17,-2.4,2.0,-6.0
2012/1/18,-1.8,2.6,-7.7
2012/1/19,-0.3,3.7,-4.7
2012/1/20,0.0,3.1,-1.5
2012/1/21,-0.8,0.3,-2.1
2012/1/22,1.0,3.4,-0.7
2012/1/23,-0.5,3.2,-6.1
2012/1/24,-5.2,-0.1,-9.0
2012/1/25,-5.9,-0.4,-10.7
2012/1/26,-6.6,-1.9,-12.7
2012/1/27,-5.9,-2.5,-8.7
2012/1/28,-6.9,-1.8,-11.5
2012/1/29,-6.2,-0.4,-10.7
2012/1/30,-6.8,-1.2,-12.2
2012/1/31,-5.8,-4.3,-7.9
2012/2/1,-5.6,0.0,-10.4
2012/2/2,-4.1,-0.6,-9.4
2012/2/3,-5.3,-0.9,-10.3
2012/2/4,-3.9,-0.5,-7.0
2012/2/5,-2.3,0.6,-4.5
2012/2/6,-1.2,1.8,-5.7
2012/2/7,1.5,4.7,-0.2
2012/2/8,-4.2,0.0,-6.4
2012/2/9,-6.0,-1.7,-9.5
2012/2/10,-6.3,-2.1,-10.8
2012/2/11,-5.7,-1.6,-9.0
2012/2/12,-4.6,-1.7,-6.8
2012/2/13,-1.4,2.8,-5.7
2012/2/14,-1.3,2.7,-3.7
2012/2/15,-1.7,3.5,-4.5
2012/2/16,-4.0,0.1,-9.1
2012/2/17,-5.0,0.2,-9.8
2012/2/18,-5.4,-1.0,-8.8
2012/2/19,-5.6,-0.5,-9.8
2012/2/20,-2.3,3.2,-8.1
2012/2/21,-1.0,3.0,-6.4
2012/2/22,-4.1,2.4,-10.6
2012/2/23,-0.2,4.2,-5.6
2012/2/24,1.4,4.5,-2.4
2012/2/25,-1.5,0.0,-2.7
2012/2/26,-2.3,1.7,-5.7
2012/2/27,-3.5,-0.1,-7.3
2012/2/28,-5.2,1.1,-11.3
2012/2/29,-2.7,3.7,-8.2
2012/3/1,1.5,10.2,-5.4
2012/3/2,0.4,6.1,-4.6
2012/3/3,-0.6,3.6,-4.9
2012/3/4,-1.7,3.6,-8.5
2012/3/5,-0.1,2.2,-2.4
2012/3/6,3.9,6.1,2.0
2012/3/7,4.3,7.3,-0.2
2012/3/8,2.7,8.2,-2.9
2012/3/9,3.5,8.7,-1.1
2012/3/10,0.6,3.2,-1.1
2012/3/11,0.1,2.6,-2.0
2012/3/12,0.5,4.6,-1.6
2012/3/13,-0.3,5.4,-4.6
2012/3/14,1.0,6.2,-4.4
2012/3/15,1.2,5.5,-0.6
2012/3/16,0.9,7.0,-5.5
2012/3/17,3.4,6.9,-0.2
2012/3/18,6.9,13.1,3.1
2012/3/19,-0.9,3.2,-3.0
2012/3/20,-0.3,4.7,-3.7
2012/3/21,1.0,5.1,-4.1
2012/3/22,4.9,9.0,1.1
2012/3/23,4.4,9.0,-0.5
2012/3/24,0.5,1.7,-1.1
2012/3/25,1.2,3.5,-0.9
2012/3/26,-0.2,3.1,-2.7
2012/3/27,-0.4,3.2,-4.0
2012/3/28,2.6,9.2,-1.0
2012/3/29,4.1,10.4,-2.4
2012/3/30,6.9,13.5,-0.8
2012/3/31,6.9,11.0,1.0
