ダウンロードした時刻：2019/10/10 15:35:50

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,-0.1,4.7,-2.8
2000/12/2,2.3,8.7,-3.7
2000/12/3,4.5,9.1,0.1
2000/12/4,0.9,4.6,-1.0
2000/12/5,2.0,5.0,-1.0
2000/12/6,-3.2,-0.1,-5.6
2000/12/7,-1.4,3.2,-5.9
2000/12/8,2.5,7.1,-3.4
2000/12/9,3.5,7.9,-1.1
2000/12/10,3.7,11.5,-0.1
2000/12/11,-3.2,0.5,-5.9
2000/12/12,-4.2,-1.7,-6.2
2000/12/13,-0.8,2.7,-3.9
2000/12/14,0.9,5.1,-3.2
2000/12/15,2.2,6.0,-0.9
2000/12/16,1.8,4.6,-2.3
2000/12/17,-0.5,3.1,-3.6
2000/12/18,1.7,6.1,-2.2
2000/12/19,3.5,9.6,0.5
2000/12/20,3.1,5.0,1.6
2000/12/21,2.4,7.4,-1.2
2000/12/22,0.0,2.2,-2.1
2000/12/23,4.2,8.6,0.8
2000/12/24,2.2,7.4,-0.8
2000/12/25,-0.7,2.9,-2.5
2000/12/26,-4.9,-2.0,-7.0
2000/12/27,-2.2,1.3,-4.7
2000/12/28,-2.1,2.2,-5.9
2000/12/29,-3.5,0.1,-6.3
2000/12/30,-0.2,4.2,-6.4
2000/12/31,5.9,12.7,-1.3
2001/1/1,0.8,4.7,-2.2
2001/1/2,-0.4,1.3,-2.2
2001/1/3,-1.8,1.7,-3.5
2001/1/4,-1.1,1.3,-3.6
2001/1/5,-0.8,2.2,-4.9
2001/1/6,-2.2,2.3,-5.6
2001/1/7,-2.5,0.2,-4.5
2001/1/8,-1.5,0.1,-4.4
2001/1/9,-1.8,4.6,-6.2
2001/1/10,3.7,8.9,-2.0
2001/1/11,-2.3,3.5,-5.8
2001/1/12,-6.8,-5.0,-8.7
2001/1/13,-6.2,-2.3,-9.0
2001/1/14,-6.1,-1.8,-9.9
2001/1/15,-4.6,-0.4,-7.7
2001/1/16,-5.2,-0.9,-8.5
2001/1/17,-6.7,-2.8,-10.1
2001/1/18,-4.8,-1.6,-9.3
2001/1/19,-4.8,-0.2,-8.6
2001/1/20,-2.7,2.3,-8.8
2001/1/21,-1.9,1.5,-3.5
2001/1/22,-2.8,1.7,-6.0
2001/1/23,-3.7,0.5,-7.9
2001/1/24,-2.3,0.9,-4.8
2001/1/25,-0.5,4.5,-5.5
2001/1/26,-0.3,1.8,-1.8
2001/1/27,-0.3,1.4,-2.2
2001/1/28,1.8,4.8,0.1
2001/1/29,-0.8,1.3,-2.9
2001/1/30,-1.1,3.4,-5.8
2001/1/31,-2.1,0.4,-4.4
2001/2/1,1.1,7.2,-6.2
2001/2/2,-4.6,-0.3,-7.5
2001/2/3,-7.0,-4.3,-8.7
2001/2/4,-5.2,-1.4,-8.8
2001/2/5,-0.8,2.8,-3.7
2001/2/6,-2.1,0.5,-6.3
2001/2/7,-3.2,1.8,-7.9
2001/2/8,-3.8,-0.4,-5.9
2001/2/9,-3.1,-0.3,-7.1
2001/2/10,-2.6,2.1,-6.0
2001/2/11,-5.8,-2.8,-8.0
2001/2/12,-6.1,-1.6,-9.1
2001/2/13,-4.9,-1.4,-9.5
2001/2/14,-5.9,-2.4,-9.2
2001/2/15,-5.2,0.5,-10.4
2001/2/16,-4.5,-2.2,-6.2
2001/2/17,-2.3,1.7,-6.9
2001/2/18,3.4,7.9,-1.4
2001/2/19,-2.2,0.4,-5.3
2001/2/20,-1.9,1.2,-5.6
2001/2/21,2.4,7.9,-4.3
2001/2/22,5.6,9.3,2.4
2001/2/23,2.4,6.8,-0.1
2001/2/24,-1.4,-0.1,-2.4
2001/2/25,-3.3,-0.3,-5.8
2001/2/26,-3.4,-0.4,-6.0
2001/2/27,1.8,7.6,-4.7
2001/2/28,4.3,8.6,0.0
2001/3/1,2.2,4.6,-1.5
2001/3/2,0.2,2.1,-1.2
2001/3/3,0.5,3.4,-2.6
2001/3/4,4.2,7.7,1.3
2001/3/5,0.2,2.9,-1.5
2001/3/6,-0.2,2.7,-2.2
2001/3/7,-1.2,2.7,-2.8
2001/3/8,-2.0,1.0,-4.1
2001/3/9,-3.0,-0.5,-6.6
2001/3/10,-3.1,1.3,-6.8
2001/3/11,-3.1,0.5,-5.8
2001/3/12,-2.3,2.0,-8.3
2001/3/13,-0.9,1.6,-3.2
2001/3/14,2.7,8.5,-4.4
2001/3/15,3.7,7.5,-0.9
2001/3/16,1.9,5.7,-3.0
2001/3/17,4.2,9.8,-0.7
2001/3/18,5.1,10.8,1.6
2001/3/19,7.3,11.6,2.6
2001/3/20,10.9,17.2,0.7
2001/3/21,6.6,11.8,1.6
2001/3/22,8.0,16.5,-1.4
2001/3/23,6.8,11.5,2.0
2001/3/24,4.6,9.9,0.2
2001/3/25,5.0,10.3,-1.0
2001/3/26,6.3,13.0,0.5
2001/3/27,2.8,7.3,-0.2
2001/3/28,3.9,9.7,0.0
2001/3/29,2.8,7.3,-2.4
2001/3/30,0.8,3.0,0.0
2001/3/31,2.3,6.8,-0.9
