ダウンロードした時刻：2019/10/10 15:32:56

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,7.0,8.4,4.4
1984/12/2,6.2,8.1,4.4
1984/12/3,5.4,8.4,3.6
1984/12/4,7.3,9.6,3.6
1984/12/5,2.9,7.9,-0.8
1984/12/6,-2.3,-0.5,-4.0
1984/12/7,0.6,2.0,-1.5
1984/12/8,3.4,5.9,1.4
1984/12/9,2.4,4.0,-0.7
1984/12/10,2.6,4.6,-0.9
1984/12/11,5.3,6.6,2.6
1984/12/12,5.2,6.7,3.2
1984/12/13,2.9,4.2,1.8
1984/12/14,-0.1,5.3,-6.4
1984/12/15,-6.4,-4.5,-9.1
1984/12/16,-2.9,-0.8,-5.8
1984/12/17,-1.0,0.7,-2.6
1984/12/18,-1.9,-0.6,-3.1
1984/12/19,-1.9,0.5,-2.7
1984/12/20,-1.8,-0.5,-3.7
1984/12/21,-1.6,-0.3,-4.7
1984/12/22,-5.1,-3.6,-6.2
1984/12/23,-5.6,-4.3,-6.7
1984/12/24,-8.8,-6.0,-12.0
1984/12/25,-9.5,-7.7,-11.1
1984/12/26,-7.0,-6.0,-8.5
1984/12/27,-4.9,-3.9,-6.1
1984/12/28,-4.3,-3.3,-5.3
1984/12/29,-4.9,-4.0,-5.8
1984/12/30,-4.5,-3.3,-5.5
1984/12/31,-4.6,-3.5,-6.0
1985/1/1,-4.8,-3.4,-6.0
1985/1/2,-4.9,-3.1,-6.4
1985/1/3,-3.5,-2.1,-4.9
1985/1/4,-6.1,-4.9,-8.0
1985/1/5,-7.4,-5.6,-8.3
1985/1/6,-6.4,-4.5,-8.3
1985/1/7,-5.5,-3.5,-7.8
1985/1/8,-4.0,-2.5,-5.1
1985/1/9,-3.6,-1.9,-6.0
1985/1/10,-1.2,3.0,-7.1
1985/1/11,-1.3,0.9,-3.4
1985/1/12,-1.0,1.6,-3.9
1985/1/13,-3.1,0.4,-5.5
1985/1/14,-7.1,-5.3,-8.0
1985/1/15,-5.4,-3.5,-7.7
1985/1/16,-5.1,-0.3,-8.4
1985/1/17,-5.2,-3.7,-7.0
1985/1/18,-7.3,-6.1,-8.6
1985/1/19,-5.5,-3.6,-7.1
1985/1/20,0.3,2.9,-5.0
1985/1/21,-2.2,0.4,-5.1
1985/1/22,-4.1,-2.1,-6.3
1985/1/23,-3.9,-1.8,-6.4
1985/1/24,-6.7,-4.7,-8.5
1985/1/25,-7.6,-5.5,-9.2
1985/1/26,-8.2,-7.6,-9.6
1985/1/27,-6.7,-4.6,-8.6
1985/1/28,-1.8,3.0,-6.9
1985/1/29,-4.5,-2.9,-5.9
1985/1/30,-6.1,-4.1,-7.8
1985/1/31,-4.7,-3.2,-6.8
1985/2/1,-1.0,1.3,-3.6
1985/2/2,-5.2,-2.7,-6.9
1985/2/3,-4.1,-1.0,-7.1
1985/2/4,-4.5,-3.4,-5.3
1985/2/5,-3.2,-1.9,-4.6
1985/2/6,-1.2,1.6,-5.7
1985/2/7,-2.1,1.5,-4.3
1985/2/8,-3.7,-1.1,-5.7
1985/2/9,-3.2,-1.3,-6.3
1985/2/10,-0.3,1.1,-2.2
1985/2/11,-2.3,-0.6,-3.3
1985/2/12,-2.7,-1.0,-3.9
1985/2/13,-3.3,-1.9,-4.8
1985/2/14,-2.8,-1.1,-4.8
1985/2/15,-3.6,-1.9,-4.5
1985/2/16,0.5,2.1,-2.0
1985/2/17,1.8,4.6,0.2
1985/2/18,0.8,2.6,-0.5
1985/2/19,-0.4,1.5,-1.4
1985/2/20,0.0,0.8,-1.2
1985/2/21,-0.9,0.8,-3.0
1985/2/22,-1.9,-0.1,-3.8
1985/2/23,1.2,3.1,-0.2
1985/2/24,0.5,2.5,-1.6
1985/2/25,-1.4,1.1,-2.8
1985/2/26,-2.2,-1.2,-3.1
1985/2/27,-2.2,-0.8,-3.5
1985/2/28,-2.5,-0.7,-4.9
1985/3/1,-1.9,-0.8,-4.0
1985/3/2,-0.2,1.2,-2.2
1985/3/3,-1.9,0.1,-4.1
1985/3/4,-3.6,-2.0,-5.0
1985/3/5,-2.9,-1.6,-4.2
1985/3/6,-2.9,-1.4,-4.8
1985/3/7,-0.8,1.0,-2.8
1985/3/8,-0.3,1.4,-1.6
1985/3/9,-0.8,1.2,-3.7
1985/3/10,-4.1,-3.0,-6.0
1985/3/11,-3.4,-2.4,-4.3
1985/3/12,-1.3,1.7,-3.7
1985/3/13,-1.3,0.9,-3.1
1985/3/14,-1.7,-0.5,-3.0
1985/3/15,-1.0,2.0,-5.0
1985/3/16,0.3,3.2,-3.0
1985/3/17,0.8,2.3,-0.5
1985/3/18,2.2,4.9,0.4
1985/3/19,1.9,4.2,0.0
1985/3/20,2.2,5.8,-1.2
1985/3/21,1.8,4.0,0.7
1985/3/22,0.2,1.8,-0.9
1985/3/23,1.4,4.8,-1.2
1985/3/24,0.5,3.2,-3.1
1985/3/25,1.7,3.1,-0.3
1985/3/26,2.7,5.7,1.1
1985/3/27,0.6,3.2,-1.6
1985/3/28,0.3,1.5,-0.6
1985/3/29,0.9,2.0,0.0
1985/3/30,1.8,4.1,-0.4
1985/3/31,1.4,3.6,0.2
