ダウンロードした時刻：2019/10/10 15:40:01

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,3.7,7.8,0.6
2000/12/2,4.0,8.9,-0.4
2000/12/3,6.2,9.3,1.2
2000/12/4,4.1,6.9,0.1
2000/12/5,4.9,12.2,-2.0
2000/12/6,2.5,6.3,-0.9
2000/12/7,2.3,6.7,-2.5
2000/12/8,4.9,10.6,-0.4
2000/12/9,6.1,9.9,3.2
2000/12/10,9.8,17.2,1.4
2000/12/11,1.3,6.3,-2.8
2000/12/12,-0.6,1.7,-2.8
2000/12/13,2.3,6.4,-2.9
2000/12/14,2.3,6.0,-1.1
2000/12/15,5.6,9.4,-0.1
2000/12/16,5.5,11.3,2.9
2000/12/17,3.5,8.3,-1.4
2000/12/18,3.9,9.5,-1.5
2000/12/19,7.0,15.2,3.3
2000/12/20,6.4,8.5,3.5
2000/12/21,6.3,9.7,3.3
2000/12/22,3.5,6.6,1.1
2000/12/23,4.8,10.1,-0.2
2000/12/24,4.8,9.4,-0.2
2000/12/25,0.8,4.4,-1.9
2000/12/26,-1.8,0.5,-3.8
2000/12/27,0.8,4.6,-4.6
2000/12/28,0.9,3.4,-2.1
2000/12/29,0.6,3.8,-1.7
2000/12/30,2.0,6.7,-0.6
2000/12/31,4.1,8.1,-0.7
2001/1/1,2.8,6.8,0.4
2001/1/2,1.9,5.3,-1.1
2001/1/3,-0.8,0.5,-1.7
2001/1/4,-0.3,1.8,-2.1
2001/1/5,1.1,3.8,-0.4
2001/1/6,-0.2,1.9,-2.7
2001/1/7,-0.5,1.1,-2.6
2001/1/8,-1.0,-0.1,-2.4
2001/1/9,-0.3,2.4,-3.0
2001/1/10,3.8,9.6,-0.5
2001/1/11,1.3,7.5,-4.1
2001/1/12,-2.5,-0.3,-3.8
2001/1/13,-2.6,0.0,-5.1
2001/1/14,-3.2,0.2,-5.7
2001/1/15,-2.6,1.3,-6.9
2001/1/16,-2.0,1.5,-7.3
2001/1/17,-3.1,0.9,-4.9
2001/1/18,-2.8,-1.2,-6.4
2001/1/19,-1.3,2.0,-4.1
2001/1/20,-1.3,4.0,-5.8
2001/1/21,1.3,6.0,-2.0
2001/1/22,0.7,4.0,-2.3
2001/1/23,0.0,4.3,-3.1
2001/1/24,-0.1,3.7,-2.6
2001/1/25,1.3,5.2,-4.1
2001/1/26,2.2,4.5,0.8
2001/1/27,-0.5,0.8,-1.6
2001/1/28,3.2,7.3,0.2
2001/1/29,1.4,4.6,-2.7
2001/1/30,1.7,6.8,-3.3
2001/1/31,1.1,4.9,-1.8
2001/2/1,2.5,4.8,0.1
2001/2/2,-0.5,2.6,-2.7
2001/2/3,-1.6,1.4,-3.5
2001/2/4,-0.7,2.4,-4.1
2001/2/5,1.8,6.8,-3.8
2001/2/6,2.0,6.5,-0.8
2001/2/7,-0.1,1.8,-2.6
2001/2/8,-0.7,4.1,-2.6
2001/2/9,-0.4,3.6,-4.5
2001/2/10,1.1,9.1,-2.4
2001/2/11,-2.4,1.2,-5.3
2001/2/12,-2.7,1.5,-7.1
2001/2/13,-1.9,1.1,-6.4
2001/2/14,-2.2,1.6,-5.0
2001/2/15,-1.4,2.4,-5.0
2001/2/16,-0.3,7.7,-5.5
2001/2/17,0.4,4.5,-4.1
2001/2/18,4.2,9.3,-1.1
2001/2/19,2.8,7.6,-0.8
2001/2/20,1.6,6.6,-1.8
2001/2/21,3.2,8.8,-3.0
2001/2/22,8.8,13.9,3.0
2001/2/23,6.4,13.5,1.7
2001/2/24,0.2,1.8,-1.1
2001/2/25,-0.9,2.2,-3.2
2001/2/26,0.1,3.1,-3.4
2001/2/27,4.6,10.5,-1.8
2001/2/28,5.6,11.0,1.0
2001/3/1,3.7,5.9,0.8
2001/3/2,2.8,6.6,0.0
2001/3/3,4.2,7.1,-0.1
2001/3/4,5.8,7.5,2.4
2001/3/5,1.7,4.3,0.4
2001/3/6,3.3,6.2,0.7
2001/3/7,2.5,9.7,0.1
2001/3/8,1.2,5.1,-1.7
2001/3/9,0.1,3.8,-3.4
2001/3/10,0.1,4.1,-2.3
2001/3/11,-0.9,1.9,-3.3
2001/3/12,0.6,4.4,-4.4
2001/3/13,1.0,5.1,-1.9
2001/3/14,3.5,8.7,-2.0
2001/3/15,7.0,13.1,1.7
2001/3/16,5.2,9.9,1.4
2001/3/17,5.4,9.5,-0.2
2001/3/18,7.7,12.4,4.6
2001/3/19,11.2,16.4,4.8
2001/3/20,12.0,19.6,4.6
2001/3/21,10.9,15.3,3.9
2001/3/22,6.9,11.7,1.1
2001/3/23,8.8,13.7,3.9
2001/3/24,8.5,16.5,0.4
2001/3/25,10.9,16.8,4.6
2001/3/26,9.2,12.9,5.3
2001/3/27,5.3,8.3,2.3
2001/3/28,4.9,9.2,2.1
2001/3/29,2.1,5.1,0.3
2001/3/30,3.3,8.4,0.2
2001/3/31,3.7,6.6,0.5
